Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_022756	Lactobacillus phage J-1	63	15	12.70
NC_023709	Mycobacterium phage Wile	85	111	15.29
NC_003085	Myxococcus phage Mx8	86	53	9.30
NC_025427	Rhizobium phage vB_RleM_PPF1	94	10	6.38
NC_016770	Bacteroides phage B124-14	68	63	10.29
NC_004820	Bacillus phage phBC6A51	75	6	4.00
NC_015263	Lactococcus phage 949	154	55	5.84
NC_011810	Pseudomonas phage PB1	93	152	74.19
NC_017980	Clostridium phage phiCP7R	26	14	7.69
NC_004821	Bacillus phage phBC6A52	49	5	4.08
NC_002519	Roseobacter phage SIO1	32	119	53.12
NC_001720	Fowl aviadenovirus A	39	1	2.56
NC_023697	Mycobacterium phage Babsiella	78	58	8.97
NC_004588	Streptococcus phage 315.5	55	4	5.45
NC_021854	Lactococcus phage jm3	52	11	3.85
NC_023711	Mycobacterium phage Oline	101	2	0.99
NC_007448	Grapevine leafroll-associated virus 2	9	9	11.11
NC_009334	Human herpesvirus 4 type 2	80	8	1.25
NC_023581	Acinetobacter phage Presley	95	18	7.37
NC_020474	Elephantid betaherpesvirus 1	113	6	0.88
NC_023702	Mycobacterium phage Kugel	95	41	6.32
NC_019704	Enterobacteria phage mEp237	63	17	12.70
NC_001650	Equid gammaherpesvirus 2	78	17	2.56
NC_019782	Lactobacillus phage phiAQ113	56	14	8.93
NC_015230	Maverick-related virus strain Spezl	20	2	5.00
NC_001954	Enterobacteria phage If1	10	3	10.00
NC_005822	Lactococcus phage phiLC3	51	8	5.88
NC_025464	Synechococcus phage S-CBP4	46	85	26.09
NC_019722	Vibrio phage vB_VpaM_MAR	62	20	14.52
NC_020835	Prochlorococcus phage P-SSP10	49	16	18.37
NC_002167	Escherichia virus HK97	61	39	16.39
NC_007767	Hyphantria cunea nucleopolyhedrovirus	148	1	0.68
NC_014766	Ostreococcus lucimarinus virus 1	250	281	21.20
NC_022966	Pseudomonas phage PAK_P5	164	39	7.32
NC_021858	Pandoravirus dulcis	1487	327	2.69
NC_009234	Burkholderia virus phiE202	48	11	10.42
NC_002512	Rat cytomegalovirus Maastricht	167	3	1.20
NC_002014	Enterobacteria phage Ike	10	3	10.00
NC_002486	Staphylococcus prophage phiPV83	65	12	4.62
NC_021299	Mycobacterium phage PegLeg	138	25	6.52
NC_015568	Clostridium phage phiCD38-2	55	2	3.64
NC_008720	Escherichia phage N4	72	7	6.94
NC_024383	Listeria phage LP-083-2	189	14	2.12
NC_009760	Bacillus phage 0305phi8-36	246	147	6.50
NC_008293	Clanis bilineata nucleopolyhedrovirus	129	1	0.78
NC_007055	Staphylococcus phage 37	70	4	2.86
NC_021300	Pseudoalteromonas phage RIO-1	56	37	19.64
NC_019444	Synechococcus phage ACG-2014c	225	299	30.67
NC_025443	Salmonella phage 9NA	84	35	8.33
NC_009821	Enterobacteria phage Phi1	276	38	7.61
NC_011038	Yersinia phage Yepe2	46	65	30.43
NC_016763	Salmonella phage SE2	61	11	11.48
NC_007856	Enterobacteria phage ID18 sensu lato	11	6	36.36
NC_003157	Temperate phage phiNIH1.1	56	35	8.93
NC_021248	Choristoneura biennis entomopoxvirus	334	16	1.80
NC_019520	Escherichia phage phiKT	31	10	19.35
NC_021297	Mycobacterium phage PattyP	92	50	9.78
NC_023742	Mycobacterium phage Akoma	104	34	6.73
NC_004066	Lactococcus phage ul36	61	9	9.84
NC_024378	Leuconostoc phage phiLNTR3	41	4	4.88
NC_010155	Acidianus filamentous virus 3	68	1	1.47
NC_011611	Pseudomonas phage MP38	51	2	3.92
NC_006552	Pseudomonas phage F116	70	31	17.14
NC_012741	Enterobacteria phage JS10	265	33	6.42
NC_024214	Lactococcus phage P162	82	1	1.22
NC_022917	Ralstonia phage RSB3	50	10	6.00
NC_005340	Salmonella virus PsP3	42	1	2.38
NC_015292	Erwinia phage phiEa104	118	27	5.93
NC_021855	Lactococcus phage phi7	57	15	3.51
NC_011057	Mycobacterium phage Phaedrus	98	32	6.12
NC_004348	Salmonella phage ST64T	65	38	16.92
NC_009231	Clostridium virus phiC2	82	26	4.88
NC_023691	Mycobacterium phage Patience	109	19	2.75
NC_023739	Mycobacterium phage BillKnuckles	86	34	10.47
NC_014660	Acinetobacter phage Ac42	255	40	5.49
NC_014901	Mycobacterium phage Wee	108	32	5.56
NC_009898	Paramecium bursaria Chlorella virus NY2A	886	261	4.97
NC_018274	Pseudomonas phage MP42	53	2	3.77
NC_012740	Escherichia phage JSE	277	42	9.03
NC_005284	Burkholderia virus phi1026b	83	65	15.66
NC_007065	Staphylococcus phage X2	77	23	5.19
NC_023429	Dragonfly larvae associated circular virus-3	2	1	50.00
NC_004667	Grapevine leafroll-associated virus 3	12	12	8.33
NC_019910	Salmonella phage SKML-39	208	39	9.13
NC_008464	Stx2-converting phage 86	81	19	8.64
NC_005356	Staphylococcus phage 77	69	7	2.90
NC_002667	Lactococcus phage bIL286	61	8	8.20
NC_004927	Halovirus HF1	102	11	4.90
NC_007022	Aeromonas virus 31	247	100	8.91
NC_009804	Thermus phage P7426	116	82	5.17
NC_021471	Halovirus HSTV-1	53	7	1.89
NC_021785	Listeria phage LP-110	113	15	3.54
NC_009992	Plum bark necrosis stem pitting-associated virus	7	4	14.29
NC_022746	Pseudomonas phage MPK6	50	1	2.00
NC_005886	Burkholderia phage BcepB1A	73	13	10.96
NC_005884	Pseudomonas phage PaP2	58	3	3.45
NC_024139	Escherichia phage vB_EcoS_FFH1	156	60	10.26
NC_020079	Escherichia phage phAPEC8	269	151	5.58
NC_019718	Enterobacteria phage vB_EcoS_Rogue1	74	22	6.76
NC_020863	Vibrio phage PWH3a-P1	209	43	5.26
NC_014460	Staphylococcus phage Sap26	63	1	1.59
NC_023007	Bacillus phage vB_BanS-Tsamsa	272	93	5.51
NC_004687	Mycobacterium phage Bxz1	225	52	4.44
NC_004466	Pseudomonas phage PaP3	72	158	9.72
NC_018281	Staphylococcus phage Ipla5	66	31	7.58
NC_007061	Staphylococcus phage 29	67	5	1.49
NC_019446	Brucella phage Tb	58	52	18.97
NC_011056	Mycobacterium phage Kostya	143	54	6.29
NC_022749	Shigella phage SfIV	54	49	12.96
NC_012784	Staphylococcus phage phiPVL-CN125	65	10	6.15
NC_019452	Escherichia phage PhaxI	209	26	7.66
NC_015262	Clostridium phage phiCD6356	59	5	5.08
NC_008030	Nile crocodilepox virus	173	1	0.58
NC_001836	Little cherry virus 1	8	11	12.50
NC_005887	Burkholderia virus BcepC6B	46	60	32.61
NC_012910	Lettuce chlorosis virus	10	16	10.00
NC_022057	Mycobacterium phage Catdawg	128	25	3.12
NC_021530	Synechococcus phage S-CAM8	204	317	32.35
NC_016562	Campylobacter virus CPX	149	20	6.71
NC_021307	Mycobacterium phage Severus	80	112	16.25
NC_019911	Yersinia phage phi80-18	55	9	9.09
NC_026611	Edwardsiella phage GF-2	82	36	10.98
NC_013197	Thermus thermophilus bacteriophage P23-77	37	2	5.41
NC_022068	Mycobacterium phage Daenerys	102	71	6.86
NC_020852	Ostreococcus lucimarinus virus OlV5	251	279	19.12
NC_010147	Staphylococcus phage phiMR11	67	7	4.48
NC_022990	Zamilon virus	20	2	10.00
NC_018275	Salmonella phage vB_SemP_Emek	70	38	11.43
NC_011044	Mycobacterium phage Nigel	94	15	4.26
NC_011019	Mycobacterium phage KBG	89	37	6.74
NC_009543	Xanthomonas phage Xop411	58	73	24.14
NC_019529	Vibrio phage pVp-1	157	39	9.55
NC_024124	Escherichia phage vB_EcoM_JS09	273	51	6.59
NC_022750	Enterobacteria phage fiAA91-ss	40	4	5.00
NC_008200	Mycobacterium phage PLot	89	11	4.49
NC_001806	Human alphaherpesvirus 1	77	9	3.90
NC_005345	Streptomyces phage VWB	61	8	6.56
NC_001623	Autographa californica nucleopolyhedrovirus	156	2	1.28
NC_007805	Pseudomonas phage F10	63	75	14.29
NC_019928	Helicobacter phage KHP30	30	6	6.67
NC_023716	Mycobacterium virus Alma	96	104	11.46
NC_022772	Salmonella phage Marshall	205	26	8.29
NC_015249	Enterobacteria phage 285P	47	56	23.40
NC_020842	Cellulophaga phage phiST	104	57	8.65
NC_019454	Pantoea phage LIMElight	55	3	5.45
NC_004902	Xanthomonas phage Xp10	60	67	21.67
NC_019445	Escherichia phage TL-2011b	57	50	21.05
NC_018846	Escherichia phage P13374	79	14	8.86
NC_028894	Escherichia phage vB_EcoM_VR20	286	44	5.94
NC_025430	Escherichia phage vB_EcoM-ep3	51	58	21.57
NC_019408	Caulobacter virus Rogue	350	97	7.71
NC_008366	Strawberry chlorotic fleck-associated virus	10	9	10.00
NC_021532	Alteromonas phage vB_AmaP_AD45-P1	120	31	7.50
NC_011318	Clostridium phage phiCP39-O	62	26	9.68
NC_021324	Mycobacterium phage CASbig	97	49	5.15
NC_015252	Brochothrix phage NF5	58	13	8.62
NC_010116	Pseudomonas phage YuA	77	81	15.58
NC_025465	Enterococcus phage EfaCPT1	69	4	2.90
NC_001335	Mycobacterium phage L5	90	38	6.67
NC_001502	Moloney murine sarcoma virus	4	8	25.00
NC_004680	Mycobacterium phage Che8	112	23	4.46
NC_021799	Cellulophaga phage phi19:1	114	48	13.16
NC_022329	Mycobacterium phage PhrostyMug	97	50	7.22
NC_019929	Erwinia phage phiEaH2	262	22	0.76
NC_024213	Bacillus phage Hakuna	294	4	1.36
NC_019420	Edwardsiella phage KF-1	48	31	8.33
NC_016657	Cyanophage 9515-10a	55	49	23.64
NC_009762	Staphylococcus phage tp310-2	67	36	13.43
NC_025451	Yersinia phage vB_YenP_AP5	45	56	22.22
NC_023603	Mycobacterium phage 39HC	100	14	4.00
NC_007054	Staphylococcus phage 47	65	38	16.92
NC_023578	Mycobacterium phage Oaker	92	16	3.26
NC_023564	Mycobacterium phage EagleEye	95	96	9.47
NC_021868	Streptococcus phage SPQS1	104	15	3.85
NC_022980	Brevibacillus phage Davies	94	8	5.32
NC_020083	Serratia phage phiMAM1	198	29	10.61
NC_012697	Silicibacter phage DSS3phi2	81	21	11.11
NC_011290	Mycobacterium phage Gumball	88	11	4.55
NC_022061	Mycobacterium phage KayaCho	95	14	5.26
NC_022974	Pseudomonas phage CHA_P1	166	40	7.23
NC_008724	Acanthocystis turfacea Chlorella virus 1	860	384	4.88
NC_023562	Mycobacterium phage BellusTerra	89	129	15.73
NC_024147	Mycobacterium phage ZoeJ	92	14	8.70
NC_004665	Pseudomonad phage gh-1	42	26	21.43
NC_022769	Bacillus phage BigBertha	291	44	3.44
NC_019404	Escherichia phage vB_Eco_ACG-M12	78	21	7.69
NC_001956	Vibrio phage fs2	9	2	11.11
NC_005355	Lactobacillus prophage Lj965	46	1	2.17
NC_004617	Staphylococcus phage 13	49	10	4.08
NC_023692	Mycobacterium phage BigNuz	82	24	7.32
NC_007653	Papiine alphaherpesvirus 2	75	14	2.67
NC_028672	Cronobacter phage PBES 02	270	50	5.56
NC_010179	Lactobacillus prophage Lj771	56	31	7.14
NC_005260	Aeromonas virus Aeh1	352	60	6.25
NC_009551	Phormidium phage Pf-WMP3	41	29	7.32
NC_022985	Mycobacterium phage Zaka	101	77	9.90
NC_021864	Puniceispirillum phage HMO-2011	74	416	50.00
NC_024446	Penguinpox virus	242	20	2.48
NC_010463	Salmonella phage Fels-2	47	21	12.77
NC_017674	Pseudomonas phage JG024	93	145	68.82
NC_023442	Buzura suppressaria nucleopolyhedrovirus	127	2	1.57
NC_006356	Flavobacterium phage 11b	65	93	41.54
NC_009604	Burkholderia virus BcepNY3	70	13	7.14
NC_024788	Bacillus phage Riley	290	49	4.14
NC_005131	Ralstonia phage p12J	9	1	11.11
NC_019705	Enterobacteria phage mEpX2	67	41	17.91
NC_022056	Mycobacterium phage Hamulus	105	54	4.76
NC_015210	Tsukamurella phage TPA2	78	7	3.85
NC_024792	Bacillus phage Bobb	247	77	6.07
NC_005342	Burkholderia virus Bcep43	65	20	7.69
NC_019407	Caulobacter virus Magneto	347	89	6.92
NC_013697	Deftia phage phiW-14	236	106	7.63
NC_016566	Shigella phage EP23	57	24	12.28
NC_011103	Rhizobium phage 16-3	110	62	13.64
NC_007291	Escherichia phage Jk06	82	19	4.88
NC_007501	Lactobacillus phage Lc-Nu	51	20	7.84
NC_020856	Sulfitobacter phage pCB2047-C	73	147	19.18
NC_018271	Nonlabens phage P12024S	59	144	38.98
NC_021328	Halovirus HGTV-1	281	81	4.63
NC_023856	Salmonella phage vB_SalM_SJ2	197	23	7.61
NC_023743	Escherichia phage EB49	74	40	10.81
NC_007058	Staphylococcus phage ROSA	74	3	1.35
NC_016436	Grapevine leafroll-associated virus 7	10	8	10.00
NC_009819	Streptococcus phage P9	53	61	11.32
NC_009763	Staphylococcus phage tp310-3	58	9	5.17
NC_022052	Mycobacterium phage Whirlwind	128	31	7.03
NC_021333	Phaeocystis globosa virus virophage	16	8	18.75
NC_025442	Salmonella phage Chi	75	27	12.00
NC_022970	Pseudomonas phage PAK_P3	165	40	7.27
NC_015284	Prochlorococcus phage P-HM2	242	338	26.45
NC_001659	African swine fever virus	152	4	1.97
NC_015326	Lausannevirus	444	89	3.60
NC_019726	Staphylococcus phage JD007	217	31	3.23
NC_021860	Lactococcus phage jm2	59	17	5.08
NC_019406	Caulobacter phage CcrColossus	448	178	6.70
NC_019933	Xanthomonas phage CP1	47	39	25.53
NC_006953	Listonella phage phiHSIC	47	20	8.51
NC_005135	Aeromonas virus 44RR2	252	100	8.33
NC_002649	Bacillus virus GA1	35	2	5.71
NC_022753	Mycobacterium phage Fredward	103	54	4.85
NC_017826	Equid alphaherpesvirus 8	81	9	1.23
NC_021320	Halovirus HRTV-5	118	6	3.39
NC_019542	Pectobacterium phage PP1	48	14	8.33
NC_023613	Invertebrate iridovirus 25	177	73	6.21
NC_020859	Synechococcus phage S-RIM2 R1_1999	210	316	30.48
NC_019530	Salmonella phage Sh19	166	27	10.24
NC_019403	Enterobacteria phage vB_EcoP_ACG-C91	56	12	5.36
NC_021865	Paenibacillus phage phiIBB_Pl23	68	9	5.88
NC_004313	Salmonella phage ST64B	56	60	10.71
NC_008094	Y73 sarcoma virus	1	1	100.00
NC_024123	Pseudomonas phage KPP25	88	73	11.36
NC_016659	Cyanophage NATL2A-133	62	24	11.29
NC_021556	Mycobacterium phage Leo	59	10	1.69
NC_017973	Mycobacterium phage SWU1	94	28	7.45
NC_024786	Escherichia phage vB_EcoP_PhAPEC5	83	6	6.02
NC_006998	Vaccinia virus	223	41	2.24
NC_014036	Klebsiella phage KP15	258	49	8.14
NC_009899	Paramecium bursaria Chlorella virus AR158	814	376	5.41
NC_021529	Vibrio phage nt-1	405	124	9.63
NC_021852	Lactococcus phage P680	49	14	2.04
NC_006557	Bacillus phage BCJA1c	58	14	6.90
NC_009237	Burkholderia virus phiE255	55	19	5.45
NC_001901	Escherichia virus N15	60	21	18.33
NC_019935	Pseudomonas phage KPP12	88	142	71.59
NC_010356	Glossina pallidipes salivary gland hypertrophy virus	160	13	1.25
NC_012418	Pseudomonas phage phikF77	53	1	1.89
NC_022091	Pseudomonas phage MPK7	53	1	1.89
NC_017978	Clostridium phage PhiS63	43	7	2.33
NC_014567	Saimiriine alphaherpesvirus 1	70	11	2.86
NC_009987	Spiroplasma virus SkV1CR23x	13	1	7.69
NC_031001	Gordonia phage Terapin	97	11	2.06
NC_016653	Rhodococcus phage RER2	66	66	10.61
NC_017983	Salisaeta icosahedral phage 1	57	15	3.51
NC_020862	Sulfitobacter phage phiCB2047-B	75	22	10.67
NC_021538	Mycobacterium phage Job42	106	15	2.83
NC_028925	Escherichia phage vB_EcoM_VR25	293	37	4.78
NC_002661	Staphylococcus phage Slt	61	10	11.48
NC_007024	Xanthomonas phage Xp15	84	47	9.52
NC_010391	Salmonella phage Fels-1	52	47	15.38
NC_024380	Leuconostoc phage phiLN6B	39	2	5.13
NC_001350	Saimiriine gammaherpesvirus 2	76	9	5.26
NC_010807	Salmonella phage phiSG-JL2	55	67	18.18
NC_019489	Lactobacillus phage Sha1	58	1	1.72
NC_021246	Mythimna separata entomopoxvirus 'L'	306	6	1.31
NC_026922	Lambdina fiscellaria nucleopolyhedrovirus	137	18	2.92
NC_019923	Pseudomonas phage AF	65	56	20.00
NC_011267	Mycobacterium phage Solon	86	43	6.98
NC_023727	Mycobacterium phage Vista	101	3	1.98
NC_023700	Pseudomonas phage PA1phi	51	1	1.96
NC_018853	Streptomyce phage TG1	54	32	14.81
NC_014649	Acanthamoeba polyphaga mimivirus	979	550	6.23
NC_004778	Choristoneura fumiferana multiple nucleopolyhedrovirus	146	1	0.68
NC_024140	Pseudomonas phage vB_PaeP_C2-10_Ab09	83	12	6.02
NC_024356	Enterococcus phage IME-EFm1	70	9	7.14
NC_008515	Enterobacteria phage RB32	270	37	5.93
NC_009333	Human gammaherpesvirus 8	86	13	3.49
NC_023735	Rhodococcus phage ReqiPepy6	107	6	1.87
NC_008211	Ranid herpesvirus 1	132	4	0.76
NC_015584	Mycobacterium phage Faith1	129	16	5.43
NC_007902	Sodalis phage phiSG1	47	49	19.15
NC_016563	Bacillus phage W.Ph.	274	9	2.55
NC_024137	Bacillus phage Bcp1	229	69	5.24
NC_022981	Mycobacterium phage HufflyPuff	146	59	6.85
NC_022070	Mycobacterium phage Wheeler	96	50	8.33
NC_024369	Vibrio phage X29	67	46	11.94
NC_003216	Listeria phage A118	72	5	2.78
NC_024360	Listeria phage LMSP-25	187	15	2.67
NC_022764	Bacillus phage Page	50	26	10.00
NC_022776	Streptococcus phage TP-778L	52	13	3.85
NC_023572	Mycobacterium phage MichelleMyBell	70	30	8.57
NC_019711	Enterobacteria phage HK629	69	22	14.49
NC_020864	Micromonas pusilla virus 12T	253	298	18.58
NC_025439	Idiomarinaceae phage 1N2-2	56	90	25.00
NC_018840	Propionibacterium phage P100_1	47	1	2.13
NC_007341	Tomato chlorosis virus	9	5	11.11
NC_007050	Staphylococcus phage 85	71	18	5.63
NC_023555	Edwardsiella phage eiAU-183	54	30	22.22
NC_003444	Enterobacteria phage SfV	53	44	18.87
NC_005905	Neodiprion sertifer nucleopolyhedrovirus	90	1	1.11
NC_002072	Streptococcus phage DT1	45	5	4.44
NC_016073	Salmonella phage SFP10	201	26	8.46
NC_028987	Acinetobacter phage vB_AbaM_IME200	52	12	5.77
NC_020104	Acanthamoeba polyphaga moumouvirus	894	553	6.94
NC_015281	Synechococcus phage S-ShM2	230	265	30.87
NC_003225	White spot syndrome virus	177	15	2.26
NC_015296	Salmonella phage ViI	208	23	7.69
NC_023576	Citrobacter phage CR44b	57	55	24.56
NC_006966	Deerpox virus W-848-83	169	12	1.78
NC_019401	Cronobacter phage vB_CsaM_GAP32	545	315	11.19
NC_011183	Feldmannia species virus	150	56	6.67
NC_004831	Enterobacteria phage SP6	52	11	5.77
NC_021306	Mycobacterium phage Dumbo	147	63	6.12
NC_003793	Spiroplasma phage 1-C74	13	1	7.69
NC_029311	Leporid alphaherpesvirus 4	79	9	1.27
NC_002628	Methanothermobacter phage psiM100	37	24	5.41
NC_004615	Staphylococcus phage 11	53	10	3.77
NC_019917	Burkholderia virus Bcepmigl	75	29	16.00
NC_022768	Salmonella phage Maynard	200	25	8.00
NC_022340	Propionibacterium phage PHL114L00	46	1	2.17
NC_023551	Enterococcus phage IME-EF4	60	8	6.67
NC_020849	Pseudoalteromonas phage pYD6-A	99	28	10.10
NC_006146	Macacine gammaherpesvirus 4	80	8	1.25
NC_002747	Lactococcus phage TP901-1	56	20	7.14
NC_023595	Enterococcus phage IME_EF3	69	8	5.80
NC_002670	Lactococcus phage bIL311	22	1	4.55
NC_020480	Bacillus virus Finn	77	48	3.90
NC_017971	Pseudomonas phage tf	72	174	9.72
NC_005336	Orf virus	130	1	0.77
NC_014792	Escherichia phage vB_EcoM_VR7	293	43	4.44
NC_022085	Mycobacterium phage Goku	143	64	6.99
NC_001706	Lactococcus virus c2	39	2	2.56
NC_020879	Aeromonas phage Aes012	243	55	11.11
NC_018273	Leuconostoc phage Lmd1	40	2	5.00
NC_008361	Spodoptera frugiperda ascovirus 1a	123	4	1.63
NC_011614	Staphylococcus phage Ipla88	60	25	8.33
NC_015157	Vibrio phage ICP1	230	17	3.48
NC_011344	Staphylococcus phage phi2958PVL	60	38	18.33
NC_016651	Rhodococcus phage RRH1	20	6	20.00
NC_002194	Chlamydia phage 2	8	4	37.50
NC_002666	Lactococcus phage bIL285	62	21	6.45
NC_011289	Mycobacterium phage Ramsey	108	63	5.56
NC_011045	Enterobacteria phage 13a	55	82	29.09
NC_002169	Spodoptera exigua multiple nucleopolyhedrovirus	139	7	2.16
NC_021791	Cellulophaga phage phi12:1	64	30	15.62
NC_016166	Gordonia phage GTE7	103	2	0.97
NC_019931	Helicobacter phage KHP40	32	12	6.25
NC_020840	Tetraselmis viridis virus S20	55	24	16.36
NC_025436	Shewanella sp. phage 1/4	235	22	2.55
NC_007066	Staphylococcus virus G1	214	27	4.21
NC_023694	Rhodococcus phage ReqiPoco6	107	8	3.74
NC_011048	Bacillus virus phi29	27	22	3.70
NC_022984	Mycobacterium phage Jovo	84	69	9.52
NC_022972	Arthrobacter phage vB_ArS-ArV2	68	52	7.35
NC_002668	Lactococcus phage bIL309	56	5	1.79
NC_020868	Vibrio phage VBP32	115	40	9.57
NC_007047	Staphylococcus phage 187	77	4	1.30
NC_023714	Mycobacterium phage LinStu	227	66	5.29
NC_004746	Lactococcus phage P335 sensu lato	49	11	6.12
NC_001900	Mycobacterium phage D29	79	50	12.66
NC_021782	Salmonella phage FSL SP-076	82	26	8.54
NC_007409	Acidianus two-tailed virus	72	2	1.39
NC_016569	Nocardia phage NBR1	68	15	7.35
NC_018174	Cucurbit chlorotic yellows virus	8	15	12.50
NC_025457	Acinetobacter phage vB_AbaP_Acibel007	53	9	5.66
NC_013030	Circovirus-like genome SAR-A	2	1	50.00
NC_022328	Mycobacterium phage Adawi	98	14	4.08
NC_001844	Equid alphaherpesvirus 4	79	9	1.27
NC_023719	Bacillus virus G	675	708	6.22
NC_005948	Vibrio phage Vf33	7	1	14.29
NC_022977	Mycobacterium phage Artemis2UCLA	102	74	9.80
NC_004584	Streptococcus phage 315.1	56	46	5.36
NC_024209	Mycobacterium phage Hawkeye	104	11	2.88
NC_021327	Halovirus HCTV-5	166	44	6.63
NC_022325	Mycobacterium phage Dylan	121	27	4.13
NC_005083	Vibrio phage KVP40	381	110	9.97
NC_028935	Escherichia phage SUSP2	131	18	5.34
NC_019924	Clostridium phage phi8074-B1	82	22	3.66
NC_011270	Mycobacterium phage Spud	222	66	5.86
NC_000866	Enterobacteria phage T4	278	34	6.12
NC_000924	Enterobacteria phage 933W	80	19	7.50
NC_019932	Erwinia phage ENT90	60	10	5.00
NC_019524	Enterobacter phage Enc34	80	16	8.75
NC_004333	Burkholderia virus Bcep781	66	19	7.58
NC_021773	Staphylococcus phage JS01	66	10	4.55
NC_013650	Mycobacterium phage ET08	218	64	5.50
NC_005832	Ambystoma tigrinum virus	95	47	6.32
NC_026014	Enterobacteria phage P88	53	35	9.43
NC_005261	Bovine alphaherpesvirus 5	70	12	2.86
NC_001416	Escherichia virus Lambda	73	26	9.59
NC_021901	Invertebrate iridovirus 22	167	77	5.39
NC_006548	Pseudomonas phage B3	59	4	5.08
NC_005856	Escherichia virus P1	110	140	10.00
NC_023575	Pseudomonas phage vB_PaeP_Tr60_Ab31	69	141	23.19
NC_013288	Ostreococcus tauri virus 1	230	274	22.17
NC_020845	Prochlorococcus phage MED4-213	216	340	28.24
NC_023608	Salmonella phage vB_SenS-Ent2	56	7	8.93
NC_010325	Pseudomonas phage LUZ24	68	154	11.76
NC_001875	Orgyia pseudotsugata multiple nucleopolyhedrovirus	152	1	0.66
NC_008198	Mycobacterium phage PBI1	81	11	4.94
NC_001421	Salmonella virus PRD1	31	4	3.23
NC_011132	Sputnik virophage	21	1	4.76
NC_016765	Pseudomonas phage PMG1	96	99	16.67
NC_018857	Bacillus phage BPS13	268	6	1.49
NC_002641	Meleagrid alphaherpesvirus 1	79	5	2.53
NC_024785	Acinetobacter phage YMC-13-01-C62	84	94	9.52
NC_011055	Mycobacterium phage Porky	147	64	6.80
NC_021800	Cellulophaga phage phi46:1	54	16	9.26
NC_022062	Mycobacterium phage Trouble	94	41	8.51
NC_006938	Phage phiJL001	90	59	15.56
NC_010191	Ostreococcus tauri virus OtV5	247	273	20.24
NC_002796	Lactococcus phage BK5-T	63	5	3.17
NC_022088	Bacillus phage Troll	289	49	3.81
NC_021347	Rhodococcus phage E3	220	45	4.09
NC_004586	Streptococcus phage 315.3	52	3	3.85
NC_024215	Lactococcus phage P078	78	1	1.28
NC_012662	Vibrio phage VP93	44	8	11.36
NC_021856	Bacillus phage phiNIT1	219	79	6.39
NC_015466	Roseobacter phage RDJL Phi 1	87	51	13.79
NC_024447	Pigeonpox virus	224	20	2.68
NC_021336	Bacillus phage MG-B1	42	8	7.14
NC_001831	Bovine foamy virus	5	1	20.00
NC_026017	Salmonella phage LSPA1	58	9	10.34
NC_019485	Enterobacter phage EcP1	77	14	6.49
NC_013691	Pseudomonas phage LUZ7	115	13	4.35
NC_005896	Strawberry pallidosis-associated virus	8	1	12.50
NC_019713	Vibrio phage vB_VpaS_MAR10	107	19	6.54
NC_016435	Gordonia phage GRU1	94	11	5.32
NC_018088	Colwellia phage 9A	149	16	5.37
NC_015464	Campylobacter virus NCTC12673	166	22	6.63
NC_021787	Listeria phage LP-037	114	16	3.51
NC_001824	Lymphocystis disease virus 1	110	33	3.64
NC_004303	Streptococcus phage O1205	57	1	1.75
NC_003214	Sulfolobus islandicus filamentous virus	73	2	2.74
NC_018083	Clostridium phage phiCPV4	28	14	7.14
NC_001493	Ictalurid herpesvirus 1	90	1	1.11
NC_020483	Pelagibacter phage HTVC019P	59	114	42.37
NC_026927	Synechococcus phage ACG-2014f	292	397	26.37
NC_007808	Pseudomonas phage PA11	70	62	27.14
NC_008364	Lactococcus phage Q54	47	15	4.26
NC_019495	Cyprinid herpesvirus 2	154	16	1.30
NC_023862	Mycobacterium phage Alsfro	98	47	5.10
NC_021798	Cellulophaga phage phi17:2	198	22	6.57
NC_005262	Burkholderia virus Bcep22	77	65	18.18
NC_014969	Fowl aviadenovirus E	46	1	2.17
NC_007637	Escherichia virus K1E	62	13	4.84
NC_022757	Lactobacillus phage PL-1	59	13	13.56
NC_024371	Mycobacterium phage Damien	93	16	3.23
NC_019724	Escherichia phage HK578	60	24	13.33
NC_021316	Acinetobacter phage Abp1	54	27	12.96
NC_007063	Staphylococcus phage 88	66	22	7.58
NC_007059	Staphylococcus phage 71	67	9	2.99
NC_023611	Invertebrate iridescent virus 30	177	81	7.91
NC_018837	Pectobacterium phage My1	149	57	8.72
NC_021557	Rhizobium phage RR1-B	52	4	7.69
NC_015937	Thermus phage TMA	168	48	5.36
NC_029132	Macropodid alphaherpesvirus 1	76	30	5.26
NC_019720	Enterobacterial phage mEp213	74	48	9.46
NC_001418	Pseudomonas phage Pf3	9	7	11.11
NC_023717	Cronobacter phage CR9	281	41	5.69
NC_021781	Listeria phage LP-125	189	14	2.12
NC_003288	Staphylococcus phage phiETA	66	2	1.52
NC_008370	Lactococcus virus 712	55	16	3.64
NC_012884	Streptococcus phage M102	41	3	4.88
NC_022054	Mycobacterium phage Muddy	71	12	4.23
NC_003529	Mamestra configurata nucleopolyhedrovirus A	169	8	1.78
NC_023688	Aeromonas phage PX29	330	60	7.27
NC_021867	Flavobacterium phage 6H	63	40	12.70
NC_024205	Bacillus phage Hoody T	270	33	2.22
NC_024363	Mycobacterium phage Manad	101	5	1.98
NC_021776	Vibrio phage VPMS1	53	11	7.55
NC_022967	Pseudomonas phage PAK_P2	176	45	10.23
NC_024388	Leuconostoc phage phiLN34	41	4	4.88
