Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_015289	Synechococcus phage S-SSM5	225	534	35.56
NC_008035	Antheraea pernyi nucleopolyhedrovirus	147	13	2.04
NC_019487	Bacillus phage SP-10	236	123	5.93
NC_016570	Escherichia phage Cba120	204	23	4.41
NC_007461	Chlamydia phage 4	8	2	25.00
NC_019540	Salinivibrio phage CW02	70	18	11.43
NC_018086	Enterococcus phage BC611	87	28	5.75
NC_023573	Staphylococcus phage phiSA12	207	60	4.83
NC_001348	Human alphaherpesvirus 3	73	33	4.11
NC_022756	Lactobacillus phage J-1	63	8	6.35
NC_023709	Mycobacterium phage Wile	85	98	15.29
NC_003085	Myxococcus phage Mx8	86	76	13.95
NC_025427	Rhizobium phage vB_RleM_PPF1	94	8	3.19
NC_016770	Bacteroides phage B124-14	68	78	13.24
NC_004820	Bacillus phage phBC6A51	75	7	2.67
NC_015263	Lactococcus phage 949	154	97	7.79
NC_011810	Pseudomonas phage PB1	93	220	98.92
NC_017980	Clostridium phage phiCP7R	26	11	11.54
NC_004821	Bacillus phage phBC6A52	49	7	4.08
NC_002519	Roseobacter phage SIO1	32	116	31.25
NC_001720	Fowl aviadenovirus A	39	6	2.56
NC_023697	Mycobacterium phage Babsiella	78	85	11.54
NC_004588	Streptococcus phage 315.5	55	6	9.09
NC_021854	Lactococcus phage jm3	52	13	3.85
NC_023711	Mycobacterium phage Oline	101	12	4.95
NC_011702	Grapevine leafroll-associated virus 10	7	1	14.29
NC_007448	Grapevine leafroll-associated virus 2	9	30	11.11
NC_009334	Human herpesvirus 4 type 2	80	10	2.50
NC_023581	Acinetobacter phage Presley	95	35	7.37
NC_020474	Elephantid betaherpesvirus 1	113	9	1.77
NC_023702	Mycobacterium phage Kugel	95	22	8.42
NC_019704	Enterobacteria phage mEp237	63	32	20.63
NC_001650	Equid gammaherpesvirus 2	78	33	5.13
NC_019782	Lactobacillus phage phiAQ113	56	10	10.71
NC_015230	Maverick-related virus strain Spezl	20	1	5.00
NC_001954	Enterobacteria phage If1	10	9	10.00
NC_023641	Lagenaria siceraria endornavirus-California	1	1	100.00
NC_005822	Lactococcus phage phiLC3	51	3	3.92
NC_025464	Synechococcus phage S-CBP4	46	119	26.09
NC_019722	Vibrio phage vB_VpaM_MAR	62	32	19.35
NC_020835	Prochlorococcus phage P-SSP10	49	28	20.41
NC_002167	Escherichia virus HK97	61	62	26.23
NC_007767	Hyphantria cunea nucleopolyhedrovirus	148	12	2.70
NC_014766	Ostreococcus lucimarinus virus 1	250	573	34.00
NC_022966	Pseudomonas phage PAK_P5	164	45	5.49
NC_021858	Pandoravirus dulcis	1487	581	3.30
NC_009234	Burkholderia virus phiE202	48	23	27.08
NC_002512	Rat cytomegalovirus Maastricht	167	1	0.60
NC_002014	Enterobacteria phage Ike	10	13	10.00
NC_002486	Staphylococcus prophage phiPV83	65	18	6.15
NC_021299	Mycobacterium phage PegLeg	138	24	6.52
NC_015568	Clostridium phage phiCD38-2	55	8	5.45
NC_008720	Escherichia phage N4	72	8	8.33
NC_024383	Listeria phage LP-083-2	189	46	5.29
NC_009760	Bacillus phage 0305phi8-36	246	280	6.10
NC_008293	Clanis bilineata nucleopolyhedrovirus	129	7	2.33
NC_007055	Staphylococcus phage 37	70	14	10.00
NC_021300	Pseudoalteromonas phage RIO-1	56	32	17.86
NC_019444	Synechococcus phage ACG-2014c	225	438	30.67
NC_025443	Salmonella phage 9NA	84	36	8.33
NC_009821	Enterobacteria phage Phi1	276	52	7.97
NC_011038	Yersinia phage Yepe2	46	40	23.91
NC_016763	Salmonella phage SE2	61	20	11.48
NC_003157	Temperate phage phiNIH1.1	56	55	8.93
NC_021248	Choristoneura biennis entomopoxvirus	334	23	3.29
NC_019520	Escherichia phage phiKT	31	9	19.35
NC_021297	Mycobacterium phage PattyP	92	46	10.87
NC_023742	Mycobacterium phage Akoma	104	38	4.81
NC_004066	Lactococcus phage ul36	61	12	8.20
NC_024378	Leuconostoc phage phiLNTR3	41	4	4.88
NC_010155	Acidianus filamentous virus 3	68	4	2.94
NC_011611	Pseudomonas phage MP38	51	3	3.92
NC_006552	Pseudomonas phage F116	70	48	21.43
NC_012741	Enterobacteria phage JS10	265	54	10.57
NC_024214	Lactococcus phage P162	82	1	1.22
NC_022917	Ralstonia phage RSB3	50	9	6.00
NC_005340	Salmonella virus PsP3	42	9	16.67
NC_015292	Erwinia phage phiEa104	118	40	6.78
NC_021855	Lactococcus phage phi7	57	17	1.75
NC_011057	Mycobacterium phage Phaedrus	98	36	5.10
NC_004348	Salmonella phage ST64T	65	60	13.85
NC_009231	Clostridium virus phiC2	82	29	8.54
NC_023691	Mycobacterium phage Patience	109	39	2.75
NC_023739	Mycobacterium phage BillKnuckles	86	18	10.47
NC_014660	Acinetobacter phage Ac42	255	72	9.02
NC_014901	Mycobacterium phage Wee	108	52	6.48
NC_009898	Paramecium bursaria Chlorella virus NY2A	886	664	11.51
NC_018274	Pseudomonas phage MP42	53	6	7.55
NC_012740	Escherichia phage JSE	277	47	7.58
NC_005284	Burkholderia virus phi1026b	83	129	24.10
NC_007065	Staphylococcus phage X2	77	43	10.39
NC_004667	Grapevine leafroll-associated virus 3	12	32	8.33
NC_019910	Salmonella phage SKML-39	208	25	5.77
NC_008464	Stx2-converting phage 86	81	44	13.58
NC_005356	Staphylococcus phage 77	69	15	5.80
NC_002667	Lactococcus phage bIL286	61	4	3.28
NC_004927	Halovirus HF1	102	27	4.90
NC_007022	Aeromonas virus 31	247	162	10.93
NC_009804	Thermus phage P7426	116	121	6.03
NC_021471	Halovirus HSTV-1	53	4	1.89
NC_021785	Listeria phage LP-110	113	19	3.54
NC_009992	Plum bark necrosis stem pitting-associated virus	7	16	14.29
NC_022746	Pseudomonas phage MPK6	50	3	6.00
NC_005886	Burkholderia phage BcepB1A	73	23	23.29
NC_005884	Pseudomonas phage PaP2	58	2	3.45
NC_024139	Escherichia phage vB_EcoS_FFH1	156	92	17.31
NC_020079	Escherichia phage phAPEC8	269	201	4.83
NC_019718	Enterobacteria phage vB_EcoS_Rogue1	74	22	6.76
NC_015209	Vibrio phage CTX	13	1	7.69
NC_020863	Vibrio phage PWH3a-P1	209	77	7.18
NC_023007	Bacillus phage vB_BanS-Tsamsa	272	150	5.88
NC_004687	Mycobacterium phage Bxz1	225	91	5.33
NC_004466	Pseudomonas phage PaP3	72	172	9.72
NC_018281	Staphylococcus phage Ipla5	66	34	7.58
NC_007061	Staphylococcus phage 29	67	11	7.46
NC_019446	Brucella phage Tb	58	63	22.41
NC_011056	Mycobacterium phage Kostya	143	103	9.09
NC_022749	Shigella phage SfIV	54	96	18.52
NC_012784	Staphylococcus phage phiPVL-CN125	65	17	1.54
NC_019452	Escherichia phage PhaxI	209	20	4.31
NC_015262	Clostridium phage phiCD6356	59	4	3.39
NC_008030	Nile crocodilepox virus	173	2	0.58
NC_001836	Little cherry virus 1	8	17	12.50
NC_005887	Burkholderia virus BcepC6B	46	115	36.96
NC_012910	Lettuce chlorosis virus	10	40	10.00
NC_022057	Mycobacterium phage Catdawg	128	40	5.47
NC_021530	Synechococcus phage S-CAM8	204	441	32.84
NC_016562	Campylobacter virus CPX	149	36	11.41
NC_021307	Mycobacterium phage Severus	80	101	15.00
NC_019911	Yersinia phage phi80-18	55	6	5.45
NC_026611	Edwardsiella phage GF-2	82	42	10.98
NC_013197	Thermus thermophilus bacteriophage P23-77	37	9	5.41
NC_022068	Mycobacterium phage Daenerys	102	89	6.86
NC_020852	Ostreococcus lucimarinus virus OlV5	251	602	33.07
NC_002032	Bovine viral diarrhea virus 2	1	1	100.00
NC_010147	Staphylococcus phage phiMR11	67	26	10.45
NC_018275	Salmonella phage vB_SemP_Emek	70	41	11.43
NC_009817	Lactococcus virus KSY1	130	3	2.31
NC_011044	Mycobacterium phage Nigel	94	17	7.45
NC_011019	Mycobacterium phage KBG	89	50	8.99
NC_009543	Xanthomonas phage Xop411	58	70	22.41
NC_019529	Vibrio phage pVp-1	157	73	15.92
NC_024124	Escherichia phage vB_EcoM_JS09	273	87	9.89
NC_022750	Enterobacteria phage fiAA91-ss	40	20	22.50
NC_008200	Mycobacterium phage PLot	89	26	2.25
NC_001806	Human alphaherpesvirus 1	77	15	2.60
NC_005345	Streptomyces phage VWB	61	8	4.92
NC_001623	Autographa californica nucleopolyhedrovirus	156	13	2.56
NC_007805	Pseudomonas phage F10	63	126	23.81
NC_019928	Helicobacter phage KHP30	30	10	10.00
NC_023716	Mycobacterium virus Alma	96	97	13.54
NC_022772	Salmonella phage Marshall	205	29	5.37
NC_015249	Enterobacteria phage 285P	47	35	17.02
NC_020842	Cellulophaga phage phiST	104	112	10.58
NC_019454	Pantoea phage LIMElight	55	2	1.82
NC_004902	Xanthomonas phage Xp10	60	69	25.00
NC_019445	Escherichia phage TL-2011b	57	70	19.30
NC_018846	Escherichia phage P13374	79	15	10.13
NC_028894	Escherichia phage vB_EcoM_VR20	286	68	7.69
NC_025430	Escherichia phage vB_EcoM-ep3	51	73	29.41
NC_019408	Caulobacter virus Rogue	350	153	7.43
NC_008366	Strawberry chlorotic fleck-associated virus	10	18	10.00
NC_021532	Alteromonas phage vB_AmaP_AD45-P1	120	43	5.83
NC_010153	Acidianus filamentous virus 7	57	4	3.51
NC_011318	Clostridium phage phiCP39-O	62	22	11.29
NC_021324	Mycobacterium phage CASbig	97	31	8.25
NC_015252	Brochothrix phage NF5	58	34	13.79
NC_010116	Pseudomonas phage YuA	77	124	12.99
NC_025465	Enterococcus phage EfaCPT1	69	14	7.25
NC_001335	Mycobacterium phage L5	90	44	12.22
NC_001502	Moloney murine sarcoma virus	4	12	25.00
NC_007060	Staphylococcus phage 55	77	2	2.60
NC_004680	Mycobacterium phage Che8	112	27	3.57
NC_021799	Cellulophaga phage phi19:1	114	34	7.02
NC_022329	Mycobacterium phage PhrostyMug	97	28	6.19
NC_019929	Erwinia phage phiEaH2	262	44	1.53
NC_011588	Oryctes rhinoceros nudivirus	139	1	0.72
NC_024213	Bacillus phage Hakuna	294	9	1.02
NC_019420	Edwardsiella phage KF-1	48	36	8.33
NC_016657	Cyanophage 9515-10a	55	70	23.64
NC_009762	Staphylococcus phage tp310-2	67	47	13.43
NC_025451	Yersinia phage vB_YenP_AP5	45	33	28.89
NC_023603	Mycobacterium phage 39HC	100	21	7.00
NC_007054	Staphylococcus phage 47	65	50	16.92
NC_023578	Mycobacterium phage Oaker	92	19	5.43
NC_023564	Mycobacterium phage EagleEye	95	83	14.74
NC_021868	Streptococcus phage SPQS1	104	24	3.85
NC_022980	Brevibacillus phage Davies	94	12	7.45
NC_020083	Serratia phage phiMAM1	198	38	8.08
NC_012697	Silicibacter phage DSS3phi2	81	22	9.88
NC_001514	Squirrel monkey retrovirus	4	1	25.00
NC_011290	Mycobacterium phage Gumball	88	25	2.27
NC_022061	Mycobacterium phage KayaCho	95	24	7.37
NC_022974	Pseudomonas phage CHA_P1	166	44	4.82
NC_008724	Acanthocystis turfacea Chlorella virus 1	860	725	11.51
NC_023562	Mycobacterium phage BellusTerra	89	110	13.48
NC_024147	Mycobacterium phage ZoeJ	92	18	4.35
NC_004665	Pseudomonad phage gh-1	42	24	21.43
NC_022769	Bacillus phage BigBertha	291	85	3.44
NC_019404	Escherichia phage vB_Eco_ACG-M12	78	26	12.82
NC_001956	Vibrio phage fs2	9	8	11.11
NC_018839	Propionibacterium phage P14.4	47	1	2.13
NC_005355	Lactobacillus prophage Lj965	46	2	4.35
NC_004617	Staphylococcus phage 13	49	18	6.12
NC_023692	Mycobacterium phage BigNuz	82	51	7.32
NC_025257	Erinnyis ello granulovirus	130	3	0.77
NC_007653	Papiine alphaherpesvirus 2	75	19	2.67
NC_028672	Cronobacter phage PBES 02	270	71	5.93
NC_010179	Lactobacillus prophage Lj771	56	32	7.14
NC_005260	Aeromonas virus Aeh1	352	97	9.09
NC_009551	Phormidium phage Pf-WMP3	41	32	7.32
NC_022985	Mycobacterium phage Zaka	101	90	15.84
NC_021864	Puniceispirillum phage HMO-2011	74	584	55.41
NC_024446	Penguinpox virus	242	32	2.89
NC_010463	Salmonella phage Fels-2	47	26	31.91
NC_017674	Pseudomonas phage JG024	93	221	93.55
NC_023442	Buzura suppressaria nucleopolyhedrovirus	127	8	2.36
NC_006356	Flavobacterium phage 11b	65	68	21.54
NC_009604	Burkholderia virus BcepNY3	70	30	11.43
NC_024788	Bacillus phage Riley	290	93	3.45
NC_019705	Enterobacteria phage mEpX2	67	71	29.85
NC_022056	Mycobacterium phage Hamulus	105	55	5.71
NC_015210	Tsukamurella phage TPA2	78	9	6.41
NC_024792	Bacillus phage Bobb	247	134	7.69
NC_005342	Burkholderia virus Bcep43	65	30	16.92
NC_019407	Caulobacter virus Magneto	347	138	6.92
NC_013697	Deftia phage phiW-14	236	185	5.93
NC_016566	Shigella phage EP23	57	40	19.30
NC_011103	Rhizobium phage 16-3	110	93	16.36
NC_007291	Escherichia phage Jk06	82	20	6.10
NC_007501	Lactobacillus phage Lc-Nu	51	39	7.84
NC_020856	Sulfitobacter phage pCB2047-C	73	182	19.18
NC_018271	Nonlabens phage P12024S	59	98	37.29
NC_021328	Halovirus HGTV-1	281	151	4.27
NC_023856	Salmonella phage vB_SalM_SJ2	197	29	6.09
NC_023743	Escherichia phage EB49	74	54	16.22
NC_007058	Staphylococcus phage ROSA	74	12	5.41
NC_016436	Grapevine leafroll-associated virus 7	10	25	10.00
NC_009819	Streptococcus phage P9	53	72	13.21
NC_009763	Staphylococcus phage tp310-3	58	18	3.45
NC_022052	Mycobacterium phage Whirlwind	128	25	5.47
NC_021333	Phaeocystis globosa virus virophage	16	12	25.00
NC_025442	Salmonella phage Chi	75	30	9.33
NC_022970	Pseudomonas phage PAK_P3	165	45	5.45
NC_015284	Prochlorococcus phage P-HM2	242	488	25.62
NC_001659	African swine fever virus	152	6	1.32
NC_015326	Lausannevirus	444	171	4.28
NC_019726	Staphylococcus phage JD007	217	58	4.61
NC_021860	Lactococcus phage jm2	59	18	3.39
NC_019406	Caulobacter phage CcrColossus	448	254	7.81
NC_019933	Xanthomonas phage CP1	47	39	29.79
NC_006953	Listonella phage phiHSIC	47	30	10.64
NC_005135	Aeromonas virus 44RR2	252	166	11.11
NC_022753	Mycobacterium phage Fredward	103	39	9.71
NC_017826	Equid alphaherpesvirus 8	81	25	2.47
NC_021320	Halovirus HRTV-5	118	18	3.39
NC_019542	Pectobacterium phage PP1	48	17	8.33
NC_023613	Invertebrate iridovirus 25	177	127	7.91
NC_020859	Synechococcus phage S-RIM2 R1_1999	210	441	33.81
NC_019530	Salmonella phage Sh19	166	24	6.02
NC_019403	Enterobacteria phage vB_EcoP_ACG-C91	56	18	10.71
NC_021865	Paenibacillus phage phiIBB_Pl23	68	19	11.76
NC_004313	Salmonella phage ST64B	56	90	19.64
NC_024123	Pseudomonas phage KPP25	88	115	10.23
NC_016659	Cyanophage NATL2A-133	62	39	14.52
NC_021556	Mycobacterium phage Leo	59	20	5.08
NC_017973	Mycobacterium phage SWU1	94	34	10.64
NC_024786	Escherichia phage vB_EcoP_PhAPEC5	83	12	9.64
NC_006998	Vaccinia virus	223	54	2.69
NC_014036	Klebsiella phage KP15	258	89	8.91
NC_009899	Paramecium bursaria Chlorella virus AR158	814	835	11.92
NC_021529	Vibrio phage nt-1	405	174	10.86
NC_021852	Lactococcus phage P680	49	18	4.08
NC_006557	Bacillus phage BCJA1c	58	23	6.90
NC_009237	Burkholderia virus phiE255	55	41	10.91
NC_001901	Escherichia virus N15	60	43	25.00
NC_006273	Human betaherpesvirus 5	169	2	0.59
NC_019935	Pseudomonas phage KPP12	88	216	96.59
NC_010356	Glossina pallidipes salivary gland hypertrophy virus	160	17	1.25
NC_012418	Pseudomonas phage phikF77	53	4	5.66
NC_022091	Pseudomonas phage MPK7	53	4	5.66
NC_017978	Clostridium phage PhiS63	43	18	6.98
NC_014567	Saimiriine alphaherpesvirus 1	70	17	2.86
NC_031001	Gordonia phage Terapin	97	45	7.22
NC_016653	Rhodococcus phage RER2	66	46	10.61
NC_017983	Salisaeta icosahedral phage 1	57	28	5.26
NC_020862	Sulfitobacter phage phiCB2047-B	75	28	10.67
NC_021538	Mycobacterium phage Job42	106	25	3.77
NC_028925	Escherichia phage vB_EcoM_VR25	293	59	7.51
NC_001741	Chlamydia virus Chp1	12	1	8.33
NC_002661	Staphylococcus phage Slt	61	12	6.56
NC_007024	Xanthomonas phage Xp15	84	70	9.52
NC_010391	Salmonella phage Fels-1	52	67	21.15
NC_001350	Saimiriine gammaherpesvirus 2	76	22	7.89
NC_010807	Salmonella phage phiSG-JL2	55	34	23.64
NC_019489	Lactobacillus phage Sha1	58	1	1.72
NC_021246	Mythimna separata entomopoxvirus 'L'	306	12	2.29
NC_026922	Lambdina fiscellaria nucleopolyhedrovirus	137	27	4.38
NC_019923	Pseudomonas phage AF	65	87	21.54
NC_011267	Mycobacterium phage Solon	86	25	8.14
NC_023727	Mycobacterium phage Vista	101	11	3.96
NC_023700	Pseudomonas phage PA1phi	51	3	1.96
NC_018853	Streptomyce phage TG1	54	39	11.11
NC_014649	Acanthamoeba polyphaga mimivirus	979	1001	8.48
NC_004778	Choristoneura fumiferana multiple nucleopolyhedrovirus	146	10	1.37
NC_024140	Pseudomonas phage vB_PaeP_C2-10_Ab09	83	17	4.82
NC_024356	Enterococcus phage IME-EFm1	70	13	8.57
NC_010576	Lactococcus phage 1706	76	1	1.32
NC_008515	Enterobacteria phage RB32	270	53	7.04
NC_009333	Human gammaherpesvirus 8	86	23	3.49
NC_023735	Rhodococcus phage ReqiPepy6	107	17	2.80
NC_022335	Propionibacterium phage PHL067M10	45	2	4.44
NC_008211	Ranid herpesvirus 1	132	4	0.76
NC_015584	Mycobacterium phage Faith1	129	24	7.75
NC_007902	Sodalis phage phiSG1	47	66	25.53
NC_016563	Bacillus phage W.Ph.	274	15	2.55
NC_024137	Bacillus phage Bcp1	229	124	5.24
NC_022981	Mycobacterium phage HufflyPuff	146	115	9.59
NC_022070	Mycobacterium phage Wheeler	96	41	6.25
NC_024369	Vibrio phage X29	67	74	16.42
NC_003216	Listeria phage A118	72	8	5.56
NC_024360	Listeria phage LMSP-25	187	47	4.81
NC_022764	Bacillus phage Page	50	50	12.00
NC_022776	Streptococcus phage TP-778L	52	17	3.85
NC_023572	Mycobacterium phage MichelleMyBell	70	51	5.71
NC_019711	Enterobacteria phage HK629	69	48	24.64
NC_020864	Micromonas pusilla virus 12T	253	564	28.85
NC_025439	Idiomarinaceae phage 1N2-2	56	110	26.79
NC_007341	Tomato chlorosis virus	9	10	11.11
NC_007050	Staphylococcus phage 85	71	39	9.86
NC_023555	Edwardsiella phage eiAU-183	54	52	22.22
NC_003444	Enterobacteria phage SfV	53	67	24.53
NC_002072	Streptococcus phage DT1	45	3	2.22
NC_016073	Salmonella phage SFP10	201	24	4.98
NC_028987	Acinetobacter phage vB_AbaM_IME200	52	6	3.85
NC_020104	Acanthamoeba polyphaga moumouvirus	894	942	8.39
NC_015281	Synechococcus phage S-ShM2	230	382	32.17
NC_003225	White spot syndrome virus	177	22	1.69
NC_015296	Salmonella phage ViI	208	23	4.33
NC_023576	Citrobacter phage CR44b	57	47	22.81
NC_006966	Deerpox virus W-848-83	169	16	3.55
NC_019401	Cronobacter phage vB_CsaM_GAP32	545	489	10.46
NC_011183	Feldmannia species virus	150	88	8.67
NC_004831	Enterobacteria phage SP6	52	11	7.69
NC_021306	Mycobacterium phage Dumbo	147	114	8.84
NC_029311	Leporid alphaherpesvirus 4	79	19	2.53
NC_022341	Propionibacterium phage PHL113M01	44	1	2.27
NC_002628	Methanothermobacter phage psiM100	37	49	5.41
NC_004615	Staphylococcus phage 11	53	11	5.66
NC_016416	Grapevine leafroll-associated virus 4	6	1	16.67
NC_019917	Burkholderia virus Bcepmigl	75	39	18.67
NC_022517	Baboon endogenous virus strain M7	3	2	66.67
NC_022768	Salmonella phage Maynard	200	30	6.00
NC_022340	Propionibacterium phage PHL114L00	46	1	2.17
NC_023551	Enterococcus phage IME-EF4	60	15	8.33
NC_020849	Pseudoalteromonas phage pYD6-A	99	32	9.09
NC_006146	Macacine gammaherpesvirus 4	80	10	2.50
NC_002747	Lactococcus phage TP901-1	56	41	10.71
NC_022336	Propionibacterium phage PHL010M04	45	1	2.22
NC_023595	Enterococcus phage IME_EF3	69	17	8.70
NC_007923	Finch polyomavirus	6	2	33.33
NC_020480	Bacillus virus Finn	77	91	5.19
NC_004062	Phthorimaea operculella granulovirus	130	1	0.77
NC_017971	Pseudomonas phage tf	72	174	8.33
NC_005336	Orf virus	130	8	1.54
NC_014792	Escherichia phage vB_EcoM_VR7	293	74	7.51
NC_008367	Phormidium phage Pf-WMP4	45	4	6.67
NC_022085	Mycobacterium phage Goku	143	117	9.09
NC_001706	Lactococcus virus c2	39	2	2.56
NC_020879	Aeromonas phage Aes012	243	91	11.52
NC_008361	Spodoptera frugiperda ascovirus 1a	123	3	1.63
NC_011614	Staphylococcus phage Ipla88	60	26	10.00
NC_015157	Vibrio phage ICP1	230	31	5.22
NC_011344	Staphylococcus phage phi2958PVL	60	49	15.00
NC_022646	Clostera anastomosis granulovirus Henan	122	1	0.82
NC_016651	Rhodococcus phage RRH1	20	6	10.00
NC_001499	Abelson murine leukemia virus	3	2	33.33
NC_002194	Chlamydia phage 2	8	2	25.00
NC_002666	Lactococcus phage bIL285	62	39	9.68
NC_011289	Mycobacterium phage Ramsey	108	69	4.63
NC_011045	Enterobacteria phage 13a	55	66	27.27
NC_002169	Spodoptera exigua multiple nucleopolyhedrovirus	139	10	2.88
NC_021791	Cellulophaga phage phi12:1	64	16	10.94
NC_016166	Gordonia phage GTE7	103	2	1.94
NC_019931	Helicobacter phage KHP40	32	17	9.38
NC_020840	Tetraselmis viridis virus S20	55	22	18.18
NC_025436	Shewanella sp. phage 1/4	235	41	2.98
NC_007066	Staphylococcus virus G1	214	37	4.21
NC_023694	Rhodococcus phage ReqiPoco6	107	20	4.67
NC_011048	Bacillus virus phi29	27	17	7.41
NC_022984	Mycobacterium phage Jovo	84	46	10.71
NC_022972	Arthrobacter phage vB_ArS-ArV2	68	82	5.88
NC_002668	Lactococcus phage bIL309	56	8	5.36
NC_020868	Vibrio phage VBP32	115	51	8.70
NC_007047	Staphylococcus phage 187	77	4	2.60
NC_023714	Mycobacterium phage LinStu	227	104	5.29
NC_004746	Lactococcus phage P335 sensu lato	49	21	4.08
NC_001900	Mycobacterium phage D29	79	47	15.19
NC_021782	Salmonella phage FSL SP-076	82	35	7.32
NC_007409	Acidianus two-tailed virus	72	1	1.39
NC_001447	Acholeplasma virus L2	14	1	7.14
NC_016569	Nocardia phage NBR1	68	19	5.88
NC_018174	Cucurbit chlorotic yellows virus	8	37	12.50
NC_025457	Acinetobacter phage vB_AbaP_Acibel007	53	3	3.77
NC_022328	Mycobacterium phage Adawi	98	16	7.14
NC_001844	Equid alphaherpesvirus 4	79	20	2.53
NC_023719	Bacillus virus G	675	1256	8.15
NC_022977	Mycobacterium phage Artemis2UCLA	102	92	17.65
NC_004584	Streptococcus phage 315.1	56	82	3.57
NC_024209	Mycobacterium phage Hawkeye	104	28	3.85
NC_021327	Halovirus HCTV-5	166	69	7.23
NC_022325	Mycobacterium phage Dylan	121	42	5.79
NC_005083	Vibrio phage KVP40	381	167	11.29
NC_028935	Escherichia phage SUSP2	131	27	6.11
NC_019924	Clostridium phage phi8074-B1	82	28	3.66
NC_011270	Mycobacterium phage Spud	222	104	5.41
NC_000866	Enterobacteria phage T4	278	48	6.83
NC_000924	Enterobacteria phage 933W	80	33	15.00
NC_019932	Erwinia phage ENT90	60	16	16.67
NC_019524	Enterobacter phage Enc34	80	20	8.75
NC_004333	Burkholderia virus Bcep781	66	30	16.67
NC_021773	Staphylococcus phage JS01	66	23	4.55
NC_013650	Mycobacterium phage ET08	218	103	5.05
NC_005832	Ambystoma tigrinum virus	95	78	7.37
NC_026014	Enterobacteria phage P88	53	56	18.87
NC_005261	Bovine alphaherpesvirus 5	70	16	2.86
NC_001416	Escherichia virus Lambda	73	54	27.40
NC_015398	Clostera anachoreta granulovirus	123	1	0.81
NC_021901	Invertebrate iridovirus 22	167	128	6.59
NC_006548	Pseudomonas phage B3	59	6	5.08
NC_005856	Escherichia virus P1	110	203	8.18
NC_023575	Pseudomonas phage vB_PaeP_Tr60_Ab31	69	203	24.64
NC_013288	Ostreococcus tauri virus 1	230	590	37.83
NC_020845	Prochlorococcus phage MED4-213	216	523	28.24
NC_023608	Salmonella phage vB_SenS-Ent2	56	20	10.71
NC_010325	Pseudomonas phage LUZ24	68	175	16.18
NC_001875	Orgyia pseudotsugata multiple nucleopolyhedrovirus	152	12	1.97
NC_008198	Mycobacterium phage PBI1	81	25	2.47
NC_001421	Salmonella virus PRD1	31	7	6.45
NC_016765	Pseudomonas phage PMG1	96	160	18.75
NC_022337	Propionibacterium phage PHL071N05	45	1	2.22
NC_018857	Bacillus phage BPS13	268	14	1.12
NC_002641	Meleagrid alphaherpesvirus 1	79	9	2.53
NC_024785	Acinetobacter phage YMC-13-01-C62	84	119	8.33
NC_011055	Mycobacterium phage Porky	147	119	8.16
NC_021800	Cellulophaga phage phi46:1	54	10	9.26
NC_022062	Mycobacterium phage Trouble	94	28	6.38
NC_006938	Phage phiJL001	90	80	16.67
NC_010191	Ostreococcus tauri virus OtV5	247	578	35.22
NC_002796	Lactococcus phage BK5-T	63	5	4.76
NC_022088	Bacillus phage Troll	289	86	3.11
NC_021347	Rhodococcus phage E3	220	97	3.64
NC_004586	Streptococcus phage 315.3	52	1	1.92
NC_024215	Lactococcus phage P078	78	1	1.28
NC_012662	Vibrio phage VP93	44	3	4.55
NC_021856	Bacillus phage phiNIT1	219	137	6.85
NC_015466	Roseobacter phage RDJL Phi 1	87	75	14.94
NC_024447	Pigeonpox virus	224	33	3.12
NC_021336	Bacillus phage MG-B1	42	2	4.76
NC_026017	Salmonella phage LSPA1	58	18	12.07
NC_019485	Enterobacter phage EcP1	77	16	5.19
NC_013691	Pseudomonas phage LUZ7	115	17	5.22
NC_005896	Strawberry pallidosis-associated virus	8	2	12.50
NC_019713	Vibrio phage vB_VpaS_MAR10	107	17	4.67
NC_010154	Acidianus filamentous virus 8	61	4	3.28
NC_016435	Gordonia phage GRU1	94	21	4.26
NC_018088	Colwellia phage 9A	149	22	4.70
NC_015464	Campylobacter virus NCTC12673	166	36	10.24
NC_021787	Listeria phage LP-037	114	19	3.51
NC_001824	Lymphocystis disease virus 1	110	61	5.45
NC_004303	Streptococcus phage O1205	57	3	3.51
NC_003214	Sulfolobus islandicus filamentous virus	73	1	1.37
NC_018083	Clostridium phage phiCPV4	28	11	10.71
NC_001493	Ictalurid herpesvirus 1	90	2	1.11
NC_020483	Pelagibacter phage HTVC019P	59	154	44.07
NC_026927	Synechococcus phage ACG-2014f	292	615	29.11
NC_007808	Pseudomonas phage PA11	70	79	21.43
NC_015453	Propionibacterium phage PAS50	46	1	2.17
NC_008364	Lactococcus phage Q54	47	31	4.26
NC_019495	Cyprinid herpesvirus 2	154	22	1.95
NC_023862	Mycobacterium phage Alsfro	98	23	6.12
NC_021798	Cellulophaga phage phi17:2	198	42	7.07
NC_005262	Burkholderia virus Bcep22	77	99	20.78
NC_014969	Fowl aviadenovirus E	46	8	2.17
NC_007637	Escherichia virus K1E	62	17	9.68
NC_022757	Lactobacillus phage PL-1	59	8	6.78
NC_024371	Mycobacterium phage Damien	93	18	5.38
NC_019724	Escherichia phage HK578	60	41	18.33
NC_021316	Acinetobacter phage Abp1	54	8	12.96
NC_007063	Staphylococcus phage 88	66	26	7.58
NC_007059	Staphylococcus phage 71	67	13	2.99
