Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_019722	Vibrio phage vB_VpaM_MAR	62	33	19.35
NC_020835	Prochlorococcus phage P-SSP10	49	6	6.12
NC_002167	Escherichia virus HK97	61	50	18.03
NC_007767	Hyphantria cunea nucleopolyhedrovirus	148	9	1.35
NC_014766	Ostreococcus lucimarinus virus 1	250	328	10.40
NC_022966	Pseudomonas phage PAK_P5	164	14	3.66
NC_021858	Pandoravirus dulcis	1487	499	2.42
NC_009234	Burkholderia virus phiE202	48	36	41.67
NC_002014	Enterobacteria phage Ike	10	24	10.00
NC_002486	Staphylococcus prophage phiPV83	65	20	6.15
NC_021299	Mycobacterium phage PegLeg	138	9	2.90
NC_015568	Clostridium phage phiCD38-2	55	1	1.82
NC_008720	Escherichia phage N4	72	6	2.78
NC_024383	Listeria phage LP-083-2	189	29	2.12
NC_009760	Bacillus phage 0305phi8-36	246	195	4.88
NC_008293	Clanis bilineata nucleopolyhedrovirus	129	2	0.78
NC_007055	Staphylococcus phage 37	70	1	1.43
NC_021300	Pseudoalteromonas phage RIO-1	56	8	8.93
NC_019444	Synechococcus phage ACG-2014c	225	101	12.00
NC_025443	Salmonella phage 9NA	84	6	5.95
NC_009821	Enterobacteria phage Phi1	276	13	3.26
NC_011038	Yersinia phage Yepe2	46	10	8.70
NC_016763	Salmonella phage SE2	61	6	4.92
NC_003157	Temperate phage phiNIH1.1	56	41	7.14
NC_021248	Choristoneura biennis entomopoxvirus	334	14	2.10
NC_021297	Mycobacterium phage PattyP	92	6	3.26
NC_023742	Mycobacterium phage Akoma	104	3	1.92
NC_004066	Lactococcus phage ul36	61	3	3.28
NC_011611	Pseudomonas phage MP38	51	9	13.73
NC_006552	Pseudomonas phage F116	70	65	34.29
NC_012741	Enterobacteria phage JS10	265	15	3.77
NC_005340	Salmonella virus PsP3	42	29	38.10
NC_015292	Erwinia phage phiEa104	118	42	4.24
NC_021855	Lactococcus phage phi7	57	3	3.51
NC_011057	Mycobacterium phage Phaedrus	98	3	2.04
NC_004348	Salmonella phage ST64T	65	46	9.23
NC_009231	Clostridium virus phiC2	82	6	2.44
NC_023691	Mycobacterium phage Patience	109	14	1.83
NC_023739	Mycobacterium phage BillKnuckles	86	6	4.65
NC_014660	Acinetobacter phage Ac42	255	47	3.14
NC_014901	Mycobacterium phage Wee	108	11	2.78
NC_009898	Paramecium bursaria Chlorella virus NY2A	886	284	2.82
NC_018274	Pseudomonas phage MP42	53	9	15.09
NC_012740	Escherichia phage JSE	277	10	2.89
NC_005284	Burkholderia virus phi1026b	83	101	22.89
NC_007065	Staphylococcus phage X2	77	22	5.19
NC_004667	Grapevine leafroll-associated virus 3	12	40	8.33
NC_019910	Salmonella phage SKML-39	208	19	4.81
NC_008464	Stx2-converting phage 86	81	37	11.11
NC_005356	Staphylococcus phage 77	69	6	1.45
NC_002667	Lactococcus phage bIL286	61	1	1.64
NC_004927	Halovirus HF1	102	16	4.90
NC_007022	Aeromonas virus 31	247	98	5.26
NC_009804	Thermus phage P7426	116	50	4.31
NC_021471	Halovirus HSTV-1	53	3	1.89
NC_021785	Listeria phage LP-110	113	14	1.77
NC_009992	Plum bark necrosis stem pitting-associated virus	7	10	14.29
NC_005886	Burkholderia phage BcepB1A	73	14	13.70
NC_005884	Pseudomonas phage PaP2	58	7	8.62
NC_024139	Escherichia phage vB_EcoS_FFH1	156	57	4.49
NC_020079	Escherichia phage phAPEC8	269	155	2.97
NC_019718	Enterobacteria phage vB_EcoS_Rogue1	74	7	4.05
NC_015209	Vibrio phage CTX	13	1	7.69
NC_020863	Vibrio phage PWH3a-P1	209	73	3.35
NC_023007	Bacillus phage vB_BanS-Tsamsa	272	114	3.31
NC_004687	Mycobacterium phage Bxz1	225	49	3.56
NC_004466	Pseudomonas phage PaP3	72	25	9.72
NC_018281	Staphylococcus phage Ipla5	66	24	1.52
NC_007061	Staphylococcus phage 29	67	7	2.99
NC_019446	Brucella phage Tb	58	15	10.34
NC_011056	Mycobacterium phage Kostya	143	70	2.80
NC_022749	Shigella phage SfIV	54	111	25.93
NC_012784	Staphylococcus phage phiPVL-CN125	65	10	3.08
NC_019452	Escherichia phage PhaxI	209	10	2.39
NC_015262	Clostridium phage phiCD6356	59	1	1.69
NC_001836	Little cherry virus 1	8	17	12.50
NC_005887	Burkholderia virus BcepC6B	46	25	26.09
NC_012910	Lettuce chlorosis virus	10	44	10.00
NC_022057	Mycobacterium phage Catdawg	128	18	3.12
NC_021530	Synechococcus phage S-CAM8	204	68	10.29
NC_016562	Campylobacter virus CPX	149	5	2.68
NC_021307	Mycobacterium phage Severus	80	24	10.00
NC_019911	Yersinia phage phi80-18	55	9	5.45
NC_026611	Edwardsiella phage GF-2	82	25	10.98
NC_013197	Thermus thermophilus bacteriophage P23-77	37	4	2.70
NC_022068	Mycobacterium phage Daenerys	102	8	1.96
NC_020852	Ostreococcus lucimarinus virus OlV5	251	341	10.76
NC_010147	Staphylococcus phage phiMR11	67	18	2.99
NC_018275	Salmonella phage vB_SemP_Emek	70	21	7.14
NC_009817	Lactococcus virus KSY1	130	1	0.77
NC_011044	Mycobacterium phage Nigel	94	2	2.13
NC_011019	Mycobacterium phage KBG	89	5	2.25
NC_009543	Xanthomonas phage Xop411	58	25	18.97
NC_019529	Vibrio phage pVp-1	157	20	3.82
NC_024124	Escherichia phage vB_EcoM_JS09	273	74	2.93
NC_022750	Enterobacteria phage fiAA91-ss	40	36	40.00
NC_008200	Mycobacterium phage PLot	89	9	2.25
NC_001806	Human alphaherpesvirus 1	77	13	3.90
NC_005345	Streptomyces phage VWB	61	1	1.64
NC_001623	Autographa californica nucleopolyhedrovirus	156	10	1.92
NC_007805	Pseudomonas phage F10	63	36	23.81
NC_023716	Mycobacterium virus Alma	96	13	5.21
NC_022772	Salmonella phage Marshall	205	12	3.41
NC_015249	Enterobacteria phage 285P	47	11	8.51
NC_020842	Cellulophaga phage phiST	104	82	5.77
NC_004902	Xanthomonas phage Xp10	60	26	20.00
NC_019445	Escherichia phage TL-2011b	57	17	14.04
NC_018846	Escherichia phage P13374	79	7	7.59
NC_028894	Escherichia phage vB_EcoM_VR20	286	16	2.10
NC_025430	Escherichia phage vB_EcoM-ep3	51	45	31.37
NC_019408	Caulobacter virus Rogue	350	54	4.57
NC_008366	Strawberry chlorotic fleck-associated virus	10	12	10.00
NC_021532	Alteromonas phage vB_AmaP_AD45-P1	120	7	2.50
NC_011318	Clostridium phage phiCP39-O	62	7	6.45
NC_021324	Mycobacterium phage CASbig	97	7	4.12
NC_015252	Brochothrix phage NF5	58	22	5.17
NC_010116	Pseudomonas phage YuA	77	59	14.29
NC_001335	Mycobacterium phage L5	90	11	6.67
NC_001502	Moloney murine sarcoma virus	4	16	25.00
NC_007060	Staphylococcus phage 55	77	1	1.30
NC_004680	Mycobacterium phage Che8	112	9	1.79
NC_021799	Cellulophaga phage phi19:1	114	5	3.51
NC_022329	Mycobacterium phage PhrostyMug	97	3	2.06
NC_019929	Erwinia phage phiEaH2	262	52	1.15
NC_011588	Oryctes rhinoceros nudivirus	139	1	0.72
NC_024213	Bacillus phage Hakuna	294	12	2.04
NC_019420	Edwardsiella phage KF-1	48	6	4.17
NC_016657	Cyanophage 9515-10a	55	11	9.09
NC_009762	Staphylococcus phage tp310-2	67	16	8.96
NC_025451	Yersinia phage vB_YenP_AP5	45	10	13.33
NC_007054	Staphylococcus phage 47	65	15	6.15
NC_023578	Mycobacterium phage Oaker	92	9	3.26
NC_023564	Mycobacterium phage EagleEye	95	19	7.37
NC_021868	Streptococcus phage SPQS1	104	14	2.88
NC_022980	Brevibacillus phage Davies	94	10	5.32
NC_020083	Serratia phage phiMAM1	198	23	4.55
NC_012697	Silicibacter phage DSS3phi2	81	46	4.94
NC_011290	Mycobacterium phage Gumball	88	9	2.27
NC_000867	Pseudoalteromonas phage PM2	22	1	4.55
NC_022974	Pseudomonas phage CHA_P1	166	14	3.01
NC_008724	Acanthocystis turfacea Chlorella virus 1	860	472	3.14
NC_023562	Mycobacterium phage BellusTerra	89	23	7.87
NC_024147	Mycobacterium phage ZoeJ	92	13	4.35
NC_004665	Pseudomonad phage gh-1	42	5	4.76
NC_022769	Bacillus phage BigBertha	291	49	2.06
NC_019404	Escherichia phage vB_Eco_ACG-M12	78	8	8.97
NC_001956	Vibrio phage fs2	9	7	11.11
NC_018839	Propionibacterium phage P14.4	47	1	2.13
NC_005355	Lactobacillus prophage Lj965	46	3	6.52
NC_004617	Staphylococcus phage 13	49	9	2.04
NC_023692	Mycobacterium phage BigNuz	82	10	6.10
NC_025257	Erinnyis ello granulovirus	130	1	0.77
NC_007653	Papiine alphaherpesvirus 2	75	24	4.00
NC_028672	Cronobacter phage PBES 02	270	51	2.22
NC_010179	Lactobacillus prophage Lj771	56	16	1.79
NC_005260	Aeromonas virus Aeh1	352	66	2.84
NC_009551	Phormidium phage Pf-WMP3	41	5	4.88
NC_022985	Mycobacterium phage Zaka	101	12	4.95
NC_021864	Puniceispirillum phage HMO-2011	74	53	29.73
NC_024446	Penguinpox virus	242	16	2.07
NC_010463	Salmonella phage Fels-2	47	40	38.30
NC_017674	Pseudomonas phage JG024	93	126	93.55
NC_023442	Buzura suppressaria nucleopolyhedrovirus	127	4	0.79
NC_006356	Flavobacterium phage 11b	65	14	10.77
NC_009604	Burkholderia virus BcepNY3	70	8	8.57
NC_024788	Bacillus phage Riley	290	49	2.41
NC_005131	Ralstonia phage p12J	9	3	22.22
NC_019705	Enterobacteria phage mEpX2	67	74	19.40
NC_022056	Mycobacterium phage Hamulus	105	7	4.76
NC_006945	Bacillus phage GIL16c	31	1	3.23
NC_024792	Bacillus phage Bobb	247	71	4.45
NC_005342	Burkholderia virus Bcep43	65	17	13.85
NC_019407	Caulobacter virus Magneto	347	40	3.75
NC_013697	Deftia phage phiW-14	236	64	2.54
NC_016566	Shigella phage EP23	57	14	14.04
NC_011103	Rhizobium phage 16-3	110	62	12.73
NC_007291	Escherichia phage Jk06	82	7	2.44
NC_007501	Lactobacillus phage Lc-Nu	51	4	3.92
NC_020856	Sulfitobacter phage pCB2047-C	73	27	9.59
NC_018271	Nonlabens phage P12024S	59	35	23.73
NC_021328	Halovirus HGTV-1	281	91	3.56
NC_023856	Salmonella phage vB_SalM_SJ2	197	10	2.54
NC_023743	Escherichia phage EB49	74	12	8.11
NC_007058	Staphylococcus phage ROSA	74	1	1.35
NC_016436	Grapevine leafroll-associated virus 7	10	27	10.00
NC_009819	Streptococcus phage P9	53	15	11.32
NC_009763	Staphylococcus phage tp310-3	58	9	1.72
NC_022052	Mycobacterium phage Whirlwind	128	12	3.12
NC_021333	Phaeocystis globosa virus virophage	16	2	12.50
NC_025442	Salmonella phage Chi	75	13	8.00
NC_022970	Pseudomonas phage PAK_P3	165	15	3.64
NC_015284	Prochlorococcus phage P-HM2	242	97	7.85
NC_001659	African swine fever virus	152	10	1.32
NC_015326	Lausannevirus	444	126	4.05
NC_019726	Staphylococcus phage JD007	217	21	3.23
NC_021860	Lactococcus phage jm2	59	3	3.39
NC_019406	Caulobacter phage CcrColossus	448	136	5.13
NC_019933	Xanthomonas phage CP1	47	16	19.15
NC_006953	Listonella phage phiHSIC	47	5	6.38
NC_005135	Aeromonas virus 44RR2	252	101	5.56
NC_022753	Mycobacterium phage Fredward	103	7	4.85
NC_017826	Equid alphaherpesvirus 8	81	23	2.47
NC_021320	Halovirus HRTV-5	118	12	2.54
NC_019542	Pectobacterium phage PP1	48	2	4.17
NC_023613	Invertebrate iridovirus 25	177	85	7.91
NC_020859	Synechococcus phage S-RIM2 R1_1999	210	37	10.00
NC_019530	Salmonella phage Sh19	166	12	4.22
NC_019403	Enterobacteria phage vB_EcoP_ACG-C91	56	3	3.57
NC_021865	Paenibacillus phage phiIBB_Pl23	68	10	8.82
NC_004313	Salmonella phage ST64B	56	37	14.29
NC_024123	Pseudomonas phage KPP25	88	15	9.09
NC_016659	Cyanophage NATL2A-133	62	9	8.06
NC_021556	Mycobacterium phage Leo	59	12	3.39
NC_017973	Mycobacterium phage SWU1	94	9	6.38
NC_024786	Escherichia phage vB_EcoP_PhAPEC5	83	3	3.61
NC_006998	Vaccinia virus	223	36	2.69
NC_014036	Klebsiella phage KP15	258	33	3.49
NC_009899	Paramecium bursaria Chlorella virus AR158	814	520	3.44
NC_021529	Vibrio phage nt-1	405	114	5.19
NC_021852	Lactococcus phage P680	49	2	2.04
NC_006557	Bacillus phage BCJA1c	58	16	6.90
NC_009237	Burkholderia virus phiE255	55	39	16.36
NC_001901	Escherichia virus N15	60	38	15.00
NC_006273	Human betaherpesvirus 5	169	3	0.59
NC_019935	Pseudomonas phage KPP12	88	121	96.59
NC_010356	Glossina pallidipes salivary gland hypertrophy virus	160	8	1.25
NC_022091	Pseudomonas phage MPK7	53	1	1.89
NC_017978	Clostridium phage PhiS63	43	13	2.33
NC_014567	Saimiriine alphaherpesvirus 1	70	18	2.86
NC_031001	Gordonia phage Terapin	97	23	3.09
NC_016653	Rhodococcus phage RER2	66	10	9.09
NC_017983	Salisaeta icosahedral phage 1	57	22	7.02
NC_020862	Sulfitobacter phage phiCB2047-B	75	36	6.67
NC_021538	Mycobacterium phage Job42	106	13	2.83
NC_028925	Escherichia phage vB_EcoM_VR25	293	11	1.37
NC_001741	Chlamydia virus Chp1	12	1	8.33
NC_002661	Staphylococcus phage Slt	61	6	1.64
NC_007024	Xanthomonas phage Xp15	84	11	4.76
NC_010391	Salmonella phage Fels-1	52	11	11.54
NC_006294	Vibrio phage KSF1	12	1	8.33
NC_024380	Leuconostoc phage phiLN6B	39	2	5.13
NC_001350	Saimiriine gammaherpesvirus 2	76	28	6.58
NC_010807	Salmonella phage phiSG-JL2	55	13	10.91
NC_019489	Lactobacillus phage Sha1	58	1	1.72
NC_021246	Mythimna separata entomopoxvirus 'L'	306	7	1.31
NC_026922	Lambdina fiscellaria nucleopolyhedrovirus	137	31	2.19
NC_021569	Stenotrophomonas phage SMA7	10	1	10.00
NC_019923	Pseudomonas phage AF	65	26	6.15
NC_011267	Mycobacterium phage Solon	86	5	4.65
NC_023727	Mycobacterium phage Vista	101	1	0.99
NC_023700	Pseudomonas phage PA1phi	51	6	7.84
NC_018853	Streptomyce phage TG1	54	16	7.41
NC_014649	Acanthamoeba polyphaga mimivirus	979	790	6.44
NC_004778	Choristoneura fumiferana multiple nucleopolyhedrovirus	146	7	1.37
NC_024140	Pseudomonas phage vB_PaeP_C2-10_Ab09	83	11	4.82
NC_024356	Enterococcus phage IME-EFm1	70	1	1.43
NC_010576	Lactococcus phage 1706	76	1	1.32
NC_008515	Enterobacteria phage RB32	270	33	2.59
NC_009333	Human gammaherpesvirus 8	86	36	4.65
NC_023735	Rhodococcus phage ReqiPepy6	107	1	0.93
NC_022335	Propionibacterium phage PHL067M10	45	1	2.22
NC_008211	Ranid herpesvirus 1	132	2	0.76
NC_015584	Mycobacterium phage Faith1	129	7	3.10
NC_007902	Sodalis phage phiSG1	47	39	10.64
NC_016563	Bacillus phage W.Ph.	274	12	1.82
NC_024137	Bacillus phage Bcp1	229	104	4.37
NC_022981	Mycobacterium phage HufflyPuff	146	70	2.74
NC_022070	Mycobacterium phage Wheeler	96	12	5.21
NC_024369	Vibrio phage X29	67	48	10.45
NC_003216	Listeria phage A118	72	7	4.17
NC_024360	Listeria phage LMSP-25	187	28	2.14
NC_022764	Bacillus phage Page	50	27	6.00
NC_022776	Streptococcus phage TP-778L	52	5	5.77
NC_023572	Mycobacterium phage MichelleMyBell	70	20	7.14
NC_019711	Enterobacteria phage HK629	69	29	10.14
NC_020864	Micromonas pusilla virus 12T	253	328	8.30
NC_025439	Idiomarinaceae phage 1N2-2	56	17	16.07
NC_018840	Propionibacterium phage P100_1	47	1	2.13
NC_007341	Tomato chlorosis virus	9	12	11.11
NC_007050	Staphylococcus phage 85	71	11	2.82
NC_023555	Edwardsiella phage eiAU-183	54	16	11.11
NC_003444	Enterobacteria phage SfV	53	72	24.53
NC_005905	Neodiprion sertifer nucleopolyhedrovirus	90	1	1.11
NC_002072	Streptococcus phage DT1	45	2	4.44
NC_016073	Salmonella phage SFP10	201	12	2.99
NC_028987	Acinetobacter phage vB_AbaM_IME200	52	5	3.85
NC_020104	Acanthamoeba polyphaga moumouvirus	894	759	5.93
NC_015281	Synechococcus phage S-ShM2	230	39	9.57
NC_003225	White spot syndrome virus	177	33	2.26
NC_015296	Salmonella phage ViI	208	10	2.40
NC_023576	Citrobacter phage CR44b	57	9	12.28
NC_006966	Deerpox virus W-848-83	169	7	1.18
NC_019401	Cronobacter phage vB_CsaM_GAP32	545	321	5.50
NC_011183	Feldmannia species virus	150	82	3.33
NC_004831	Enterobacteria phage SP6	52	2	3.85
NC_021306	Mycobacterium phage Dumbo	147	71	3.40
NC_029311	Leporid alphaherpesvirus 4	79	24	2.53
NC_022341	Propionibacterium phage PHL113M01	44	1	2.27
NC_002628	Methanothermobacter phage psiM100	37	24	5.41
NC_004615	Staphylococcus phage 11	53	12	5.66
NC_019917	Burkholderia virus Bcepmigl	75	28	8.00
NC_022517	Baboon endogenous virus strain M7	3	1	33.33
NC_022768	Salmonella phage Maynard	200	13	4.00
NC_005258	Bacillus phage Bam35c	32	1	3.12
NC_022340	Propionibacterium phage PHL114L00	46	1	2.17
NC_023551	Enterococcus phage IME-EF4	60	1	1.67
NC_020849	Pseudoalteromonas phage pYD6-A	99	8	4.04
NC_006146	Macacine gammaherpesvirus 4	80	16	2.50
NC_002747	Lactococcus phage TP901-1	56	15	8.93
NC_023595	Enterococcus phage IME_EF3	69	2	1.45
NC_020480	Bacillus virus Finn	77	66	2.60
NC_017971	Pseudomonas phage tf	72	24	6.94
NC_005336	Orf virus	130	3	0.77
NC_014792	Escherichia phage vB_EcoM_VR7	293	16	2.05
NC_022085	Mycobacterium phage Goku	143	70	3.50
NC_020879	Aeromonas phage Aes012	243	33	4.12
NC_018273	Leuconostoc phage Lmd1	40	2	5.00
NC_008361	Spodoptera frugiperda ascovirus 1a	123	1	0.81
NC_011614	Staphylococcus phage Ipla88	60	9	5.00
NC_015157	Vibrio phage ICP1	230	7	1.30
NC_011344	Staphylococcus phage phi2958PVL	60	13	8.33
NC_016651	Rhodococcus phage RRH1	20	1	5.00
NC_001499	Abelson murine leukemia virus	3	4	33.33
NC_002194	Chlamydia phage 2	8	1	12.50
NC_002666	Lactococcus phage bIL285	62	5	4.84
NC_011289	Mycobacterium phage Ramsey	108	7	2.78
NC_011045	Enterobacteria phage 13a	55	7	10.91
NC_002169	Spodoptera exigua multiple nucleopolyhedrovirus	139	10	0.72
NC_021791	Cellulophaga phage phi12:1	64	7	6.25
NC_016166	Gordonia phage GTE7	103	3	1.94
NC_019931	Helicobacter phage KHP40	32	8	3.12
NC_020840	Tetraselmis viridis virus S20	55	8	7.27
NC_025436	Shewanella sp. phage 1/4	235	42	2.13
NC_007066	Staphylococcus virus G1	214	7	1.87
NC_023694	Rhodococcus phage ReqiPoco6	107	1	0.93
NC_011048	Bacillus virus phi29	27	8	3.70
NC_022984	Mycobacterium phage Jovo	84	13	5.95
NC_022972	Arthrobacter phage vB_ArS-ArV2	68	50	4.41
NC_002668	Lactococcus phage bIL309	56	1	1.79
NC_020868	Vibrio phage VBP32	115	7	4.35
NC_007047	Staphylococcus phage 187	77	4	2.60
NC_023714	Mycobacterium phage LinStu	227	58	3.52
NC_004746	Lactococcus phage P335 sensu lato	49	5	4.08
NC_001900	Mycobacterium phage D29	79	16	7.59
NC_021782	Salmonella phage FSL SP-076	82	23	2.44
NC_007409	Acidianus two-tailed virus	72	10	1.39
NC_016162	Vibrio phage VCY-phi	11	1	9.09
NC_016569	Nocardia phage NBR1	68	8	4.41
NC_018174	Cucurbit chlorotic yellows virus	8	44	12.50
NC_025457	Acinetobacter phage vB_AbaP_Acibel007	53	4	3.77
NC_022328	Mycobacterium phage Adawi	98	2	2.04
NC_001844	Equid alphaherpesvirus 4	79	21	2.53
NC_023719	Bacillus virus G	675	1361	5.19
NC_005948	Vibrio phage Vf33	7	4	28.57
NC_022977	Mycobacterium phage Artemis2UCLA	102	13	4.90
NC_009424	Woolly monkey sarcoma virus	6	2	16.67
NC_004584	Streptococcus phage 315.1	56	52	1.79
NC_024209	Mycobacterium phage Hawkeye	104	12	2.88
NC_021327	Halovirus HCTV-5	166	36	3.01
NC_022325	Mycobacterium phage Dylan	121	18	3.31
NC_005083	Vibrio phage KVP40	381	100	6.30
NC_028935	Escherichia phage SUSP2	131	8	3.05
NC_019924	Clostridium phage phi8074-B1	82	10	3.66
NC_011270	Mycobacterium phage Spud	222	57	3.60
NC_000866	Enterobacteria phage T4	278	32	2.16
NC_000924	Enterobacteria phage 933W	80	19	8.75
NC_019932	Erwinia phage ENT90	60	25	25.00
NC_019524	Enterobacter phage Enc34	80	9	5.00
NC_004333	Burkholderia virus Bcep781	66	17	13.64
NC_021773	Staphylococcus phage JS01	66	9	1.52
NC_013650	Mycobacterium phage ET08	218	58	3.67
NC_005832	Ambystoma tigrinum virus	95	44	6.32
NC_026014	Enterobacteria phage P88	53	52	32.08
NC_005261	Bovine alphaherpesvirus 5	70	23	4.29
NC_001416	Escherichia virus Lambda	73	18	10.96
NC_021901	Invertebrate iridovirus 22	167	92	6.59
NC_006548	Pseudomonas phage B3	59	17	13.56
NC_005856	Escherichia virus P1	110	106	8.18
NC_023575	Pseudomonas phage vB_PaeP_Tr60_Ab31	69	64	15.94
NC_013288	Ostreococcus tauri virus 1	230	301	10.00
NC_020845	Prochlorococcus phage MED4-213	216	100	10.65
NC_023608	Salmonella phage vB_SenS-Ent2	56	5	5.36
NC_010325	Pseudomonas phage LUZ24	68	21	7.35
NC_001875	Orgyia pseudotsugata multiple nucleopolyhedrovirus	152	9	1.32
NC_008198	Mycobacterium phage PBI1	81	9	2.47
NC_001421	Salmonella virus PRD1	31	15	3.23
NC_016765	Pseudomonas phage PMG1	96	99	14.58
NC_018857	Bacillus phage BPS13	268	9	1.87
NC_002641	Meleagrid alphaherpesvirus 1	79	1	1.27
NC_024785	Acinetobacter phage YMC-13-01-C62	84	59	4.76
NC_011055	Mycobacterium phage Porky	147	70	2.72
NC_021800	Cellulophaga phage phi46:1	54	5	7.41
NC_022062	Mycobacterium phage Trouble	94	12	4.26
NC_006938	Phage phiJL001	90	41	7.78
NC_010191	Ostreococcus tauri virus OtV5	247	299	8.91
NC_002796	Lactococcus phage BK5-T	63	2	3.17
NC_022088	Bacillus phage Troll	289	47	2.08
NC_021347	Rhodococcus phage E3	220	60	2.73
NC_012662	Vibrio phage VP93	44	2	4.55
NC_021856	Bacillus phage phiNIT1	219	81	3.20
NC_015466	Roseobacter phage RDJL Phi 1	87	35	8.05
NC_024447	Pigeonpox virus	224	17	2.23
NC_021336	Bacillus phage MG-B1	42	1	2.38
NC_001831	Bovine foamy virus	5	1	20.00
NC_026017	Salmonella phage LSPA1	58	5	5.17
NC_019485	Enterobacter phage EcP1	77	7	3.90
NC_013691	Pseudomonas phage LUZ7	115	11	3.48
NC_005896	Strawberry pallidosis-associated virus	8	6	12.50
NC_019713	Vibrio phage vB_VpaS_MAR10	107	37	6.54
NC_016435	Gordonia phage GRU1	94	11	1.06
NC_018088	Colwellia phage 9A	149	2	1.34
NC_015464	Campylobacter virus NCTC12673	166	5	2.41
NC_021787	Listeria phage LP-037	114	15	2.63
NC_001824	Lymphocystis disease virus 1	110	28	3.64
NC_004303	Streptococcus phage O1205	57	2	1.75
NC_018083	Clostridium phage phiCPV4	28	15	10.71
NC_001493	Ictalurid herpesvirus 1	90	1	1.11
NC_016648	Persea americana alphaendornavirus 1	1	1	100.00
NC_015454	Propionibacterium phage PAD20	45	1	2.22
NC_020483	Pelagibacter phage HTVC019P	59	26	13.56
NC_026927	Synechococcus phage ACG-2014f	292	182	12.33
NC_007808	Pseudomonas phage PA11	70	26	12.86
NC_015453	Propionibacterium phage PAS50	46	1	2.17
NC_008364	Lactococcus phage Q54	47	27	2.13
NC_019495	Cyprinid herpesvirus 2	154	25	1.30
NC_023862	Mycobacterium phage Alsfro	98	3	2.04
NC_021798	Cellulophaga phage phi17:2	198	28	4.04
NC_005262	Burkholderia virus Bcep22	77	38	10.39
NC_014969	Fowl aviadenovirus E	46	1	2.17
NC_007637	Escherichia virus K1E	62	3	3.23
NC_022757	Lactobacillus phage PL-1	59	3	1.69
NC_024371	Mycobacterium phage Damien	93	8	3.23
NC_019724	Escherichia phage HK578	60	14	13.33
NC_021316	Acinetobacter phage Abp1	54	7	7.41
NC_007063	Staphylococcus phage 88	66	6	4.55
NC_007059	Staphylococcus phage 71	67	14	4.48
NC_023611	Invertebrate iridescent virus 30	177	99	7.34
NC_018837	Pectobacterium phage My1	149	55	5.37
NC_021557	Rhizobium phage RR1-B	52	8	7.69
NC_015937	Thermus phage TMA	168	86	3.57
NC_029132	Macropodid alphaherpesvirus 1	76	52	5.26
NC_019720	Enterobacterial phage mEp213	74	54	12.16
NC_001418	Pseudomonas phage Pf3	9	19	11.11
NC_023717	Cronobacter phage CR9	281	40	1.78
NC_021781	Listeria phage LP-125	189	30	2.65
NC_008370	Lactococcus virus 712	55	2	1.82
NC_012884	Streptococcus phage M102	41	2	2.44
NC_022054	Mycobacterium phage Muddy	71	14	1.41
NC_003529	Mamestra configurata nucleopolyhedrovirus A	169	29	2.37
NC_023688	Aeromonas phage PX29	330	70	3.33
NC_021867	Flavobacterium phage 6H	63	58	4.76
NC_024205	Bacillus phage Hoody T	270	41	1.85
NC_021776	Vibrio phage VPMS1	53	2	3.77
NC_022967	Pseudomonas phage PAK_P2	176	6	2.84
NC_024392	Listeria phage LP-114	116	15	2.59
NC_004664	Streptomyces phage phiBT1	55	23	9.09
NC_024696	Elephant endotheliotropic herpesvirus 5	115	3	0.87
NC_008689	Staphylococcus phage Pvl108	59	12	5.08
NC_020876	Mycobacterium phage First	95	13	5.26
NC_016417	Grapevine leafroll-associated virus 6	6	45	16.67
NC_021562	Vibrio phage VFJ	12	7	8.33
NC_003401	Macacine gammaherpesvirus 5	89	43	4.49
NC_018854	Escherichia phage ECBP1	82	2	2.44
NC_021772	Salmonella phage FSL SP-058	86	23	2.33
NC_004084	Natrialba phage PhiCh1	98	41	4.08
NC_009382	Ralstonia phage RSA1	51	34	33.33
NC_019490	Riemerella phage RAP44	80	7	5.00
NC_002730	Salmonella phage HK620	58	28	8.62
NC_014467	Enterobacteria phage RB16	270	31	2.96
NC_024787	Listeria phage LMTA-148	177	17	2.82
NC_009878	Mycobacterium phage Bethlehem	87	2	1.15
NC_004735	Rhodothermus phage RM378	146	19	4.79
NC_002703	Lactococcus phage Tuc2009	56	8	8.93
NC_011043	Klebsiella phage K11	51	13	13.73
NC_008585	Raspberry leaf mottle virus	10	6	10.00
NC_022973	Mycobacterium phage Conspiracy	86	13	5.81
NC_016650	Rhodococcus phage RGL3	66	9	6.06
NC_024771	Equid alphaherpesvirus 3	80	20	2.50
NC_023728	Mycobacterium phage DeadP	106	4	1.89
NC_008196	Mycobacterium phage Llij	100	9	2.00
NC_009889	RD114 retrovirus	2	1	50.00
NC_019516	Cyanophage S-TIM5	180	81	9.44
NC_007023	Enterobacteria phage RB43	292	35	2.74
NC_023740	Mycobacterium phage JacAttac	102	1	0.98
NC_022767	Bacillus phage Staley	113	5	2.65
NC_019505	Escherichia phage wV7	273	32	2.93
NC_011054	Mycobacterium phage Boomer	105	9	1.90
NC_025426	Staphylococcus phage P108	226	21	2.65
NC_004167	Bacillus phage phi105	51	26	11.76
NC_010945	Streptococcus phage PH15	60	1	1.67
NC_014635	Aeromonas phage phiAS4	271	31	4.06
NC_013590	Felid alphaherpesvirus 1	77	20	3.90
