Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_016570	Escherichia phage Cba120	204	32	8.33
NC_007461	Chlamydia phage 4	8	2	12.50
NC_019540	Salinivibrio phage CW02	70	34	22.86
NC_018086	Enterococcus phage BC611	87	25	5.75
NC_023573	Staphylococcus phage phiSA12	207	44	4.35
NC_001348	Human alphaherpesvirus 3	73	35	4.11
NC_022756	Lactobacillus phage J-1	63	12	11.11
NC_023709	Mycobacterium phage Wile	85	99	16.47
NC_003085	Myxococcus phage Mx8	86	57	12.79
NC_025427	Rhizobium phage vB_RleM_PPF1	94	8	5.32
NC_016770	Bacteroides phage B124-14	68	59	11.76
NC_004820	Bacillus phage phBC6A51	75	8	4.00
NC_015263	Lactococcus phage 949	154	111	5.19
NC_011810	Pseudomonas phage PB1	93	202	84.95
NC_017980	Clostridium phage phiCP7R	26	23	7.69
NC_004821	Bacillus phage phBC6A52	49	11	8.16
NC_002519	Roseobacter phage SIO1	32	140	50.00
NC_001720	Fowl aviadenovirus A	39	1	2.56
NC_023697	Mycobacterium phage Babsiella	78	67	7.69
NC_004588	Streptococcus phage 315.5	55	4	7.27
NC_021854	Lactococcus phage jm3	52	15	1.92
NC_023711	Mycobacterium phage Oline	101	13	3.96
NC_007448	Grapevine leafroll-associated virus 2	9	31	11.11
NC_009334	Human herpesvirus 4 type 2	80	14	2.50
NC_023581	Acinetobacter phage Presley	95	46	12.63
NC_020474	Elephantid betaherpesvirus 1	113	6	1.77
NC_023702	Mycobacterium phage Kugel	95	26	7.37
NC_019704	Enterobacteria phage mEp237	63	25	17.46
NC_001650	Equid gammaherpesvirus 2	78	29	5.13
NC_019782	Lactobacillus phage phiAQ113	56	14	10.71
NC_001954	Enterobacteria phage If1	10	8	10.00
NC_005822	Lactococcus phage phiLC3	51	4	1.96
NC_025464	Synechococcus phage S-CBP4	46	92	30.43
NC_019722	Vibrio phage vB_VpaM_MAR	62	33	20.97
NC_020835	Prochlorococcus phage P-SSP10	49	28	16.33
NC_002167	Escherichia virus HK97	61	70	26.23
NC_007767	Hyphantria cunea nucleopolyhedrovirus	148	10	2.03
NC_014766	Ostreococcus lucimarinus virus 1	250	535	29.20
NC_022966	Pseudomonas phage PAK_P5	164	51	10.98
NC_021858	Pandoravirus dulcis	1487	566	2.89
NC_009234	Burkholderia virus phiE202	48	19	25.00
NC_002512	Rat cytomegalovirus Maastricht	167	3	1.20
NC_002014	Enterobacteria phage Ike	10	10	10.00
NC_002486	Staphylococcus prophage phiPV83	65	26	6.15
NC_021299	Mycobacterium phage PegLeg	138	33	7.25
NC_015568	Clostridium phage phiCD38-2	55	1	1.82
NC_008720	Escherichia phage N4	72	21	22.22
NC_024383	Listeria phage LP-083-2	189	34	5.82
NC_009760	Bacillus phage 0305phi8-36	246	266	5.69
NC_008293	Clanis bilineata nucleopolyhedrovirus	129	4	2.33
NC_007055	Staphylococcus phage 37	70	7	7.14
NC_021300	Pseudoalteromonas phage RIO-1	56	30	16.07
NC_019444	Synechococcus phage ACG-2014c	225	421	33.33
NC_025443	Salmonella phage 9NA	84	43	9.52
NC_009821	Enterobacteria phage Phi1	276	52	6.88
NC_011038	Yersinia phage Yepe2	46	49	28.26
NC_016763	Salmonella phage SE2	61	18	13.11
NC_007856	Enterobacteria phage ID18 sensu lato	11	11	63.64
NC_003157	Temperate phage phiNIH1.1	56	71	10.71
NC_021248	Choristoneura biennis entomopoxvirus	334	19	2.10
NC_019520	Escherichia phage phiKT	31	11	22.58
NC_021297	Mycobacterium phage PattyP	92	40	9.78
NC_023742	Mycobacterium phage Akoma	104	33	4.81
NC_004066	Lactococcus phage ul36	61	5	4.92
NC_024378	Leuconostoc phage phiLNTR3	41	3	2.44
NC_010155	Acidianus filamentous virus 3	68	3	2.94
NC_011611	Pseudomonas phage MP38	51	4	5.88
NC_006552	Pseudomonas phage F116	70	51	17.14
NC_012741	Enterobacteria phage JS10	265	55	10.94
NC_024214	Lactococcus phage P162	82	2	2.44
NC_022917	Ralstonia phage RSB3	50	12	8.00
NC_005340	Salmonella virus PsP3	42	11	16.67
NC_015292	Erwinia phage phiEa104	118	43	8.47
NC_021855	Lactococcus phage phi7	57	20	3.51
NC_011057	Mycobacterium phage Phaedrus	98	30	5.10
NC_004348	Salmonella phage ST64T	65	56	12.31
NC_009231	Clostridium virus phiC2	82	21	4.88
NC_023691	Mycobacterium phage Patience	109	37	4.59
NC_023739	Mycobacterium phage BillKnuckles	86	20	8.14
NC_014660	Acinetobacter phage Ac42	255	90	10.20
NC_014901	Mycobacterium phage Wee	108	47	7.41
NC_009898	Paramecium bursaria Chlorella virus NY2A	886	561	8.92
NC_018274	Pseudomonas phage MP42	53	1	1.89
NC_012740	Escherichia phage JSE	277	48	7.22
NC_005284	Burkholderia virus phi1026b	83	94	22.89
NC_007065	Staphylococcus phage X2	77	44	7.79
NC_004667	Grapevine leafroll-associated virus 3	12	35	8.33
NC_019910	Salmonella phage SKML-39	208	47	10.58
NC_008464	Stx2-converting phage 86	81	46	12.35
NC_005356	Staphylococcus phage 77	69	17	4.35
NC_002667	Lactococcus phage bIL286	61	4	4.92
NC_004927	Halovirus HF1	102	29	5.88
NC_007022	Aeromonas virus 31	247	142	9.31
NC_009804	Thermus phage P7426	116	108	6.03
NC_021471	Halovirus HSTV-1	53	6	3.77
NC_021785	Listeria phage LP-110	113	31	3.54
NC_009992	Plum bark necrosis stem pitting-associated virus	7	15	14.29
NC_022746	Pseudomonas phage MPK6	50	3	4.00
NC_005886	Burkholderia phage BcepB1A	73	11	6.85
NC_005884	Pseudomonas phage PaP2	58	4	3.45
NC_024139	Escherichia phage vB_EcoS_FFH1	156	84	14.74
NC_020079	Escherichia phage phAPEC8	269	206	7.81
NC_019718	Enterobacteria phage vB_EcoS_Rogue1	74	22	6.76
NC_020863	Vibrio phage PWH3a-P1	209	81	7.66
NC_014460	Staphylococcus phage Sap26	63	1	1.59
NC_023007	Bacillus phage vB_BanS-Tsamsa	272	169	6.99
NC_004687	Mycobacterium phage Bxz1	225	92	4.00
NC_004466	Pseudomonas phage PaP3	72	125	11.11
NC_018281	Staphylococcus phage Ipla5	66	37	12.12
NC_007061	Staphylococcus phage 29	67	8	2.99
NC_019446	Brucella phage Tb	58	54	17.24
NC_011056	Mycobacterium phage Kostya	143	97	5.59
NC_022749	Shigella phage SfIV	54	95	27.78
NC_012784	Staphylococcus phage phiPVL-CN125	65	18	4.62
NC_019452	Escherichia phage PhaxI	209	26	6.70
NC_015262	Clostridium phage phiCD6356	59	7	1.69
NC_008030	Nile crocodilepox virus	173	1	0.58
NC_001836	Little cherry virus 1	8	16	12.50
NC_005887	Burkholderia virus BcepC6B	46	75	43.48
NC_012910	Lettuce chlorosis virus	10	34	10.00
NC_022057	Mycobacterium phage Catdawg	128	33	2.34
NC_021530	Synechococcus phage S-CAM8	204	407	33.33
NC_016562	Campylobacter virus CPX	149	30	6.04
NC_021307	Mycobacterium phage Severus	80	104	16.25
NC_019911	Yersinia phage phi80-18	55	8	5.45
NC_026611	Edwardsiella phage GF-2	82	32	10.98
NC_013197	Thermus thermophilus bacteriophage P23-77	37	8	8.11
NC_022068	Mycobacterium phage Daenerys	102	61	6.86
NC_020852	Ostreococcus lucimarinus virus OlV5	251	569	29.48
NC_010147	Staphylococcus phage phiMR11	67	21	7.46
NC_022990	Zamilon virus	20	1	5.00
NC_018275	Salmonella phage vB_SemP_Emek	70	52	14.29
NC_009817	Lactococcus virus KSY1	130	7	2.31
NC_011044	Mycobacterium phage Nigel	94	20	6.38
NC_011019	Mycobacterium phage KBG	89	37	7.87
NC_009543	Xanthomonas phage Xop411	58	58	29.31
NC_019529	Vibrio phage pVp-1	157	64	12.74
NC_024124	Escherichia phage vB_EcoM_JS09	273	108	8.79
NC_022750	Enterobacteria phage fiAA91-ss	40	27	20.00
NC_008200	Mycobacterium phage PLot	89	32	2.25
NC_001806	Human alphaherpesvirus 1	77	15	3.90
NC_005345	Streptomyces phage VWB	61	8	6.56
NC_001623	Autographa californica nucleopolyhedrovirus	156	12	1.92
NC_007805	Pseudomonas phage F10	63	99	22.22
NC_019928	Helicobacter phage KHP30	30	8	6.67
NC_023716	Mycobacterium virus Alma	96	87	12.50
NC_022772	Salmonella phage Marshall	205	33	10.24
NC_015249	Enterobacteria phage 285P	47	56	23.40
NC_020842	Cellulophaga phage phiST	104	108	10.58
NC_019454	Pantoea phage LIMElight	55	3	1.82
NC_004902	Xanthomonas phage Xp10	60	55	25.00
NC_019445	Escherichia phage TL-2011b	57	47	17.54
NC_018846	Escherichia phage P13374	79	19	11.39
NC_028894	Escherichia phage vB_EcoM_VR20	286	68	8.04
NC_025430	Escherichia phage vB_EcoM-ep3	51	111	37.25
NC_019408	Caulobacter virus Rogue	350	144	8.86
NC_008366	Strawberry chlorotic fleck-associated virus	10	12	10.00
NC_021532	Alteromonas phage vB_AmaP_AD45-P1	120	51	10.00
NC_010153	Acidianus filamentous virus 7	57	5	3.51
NC_011318	Clostridium phage phiCP39-O	62	27	12.90
NC_021324	Mycobacterium phage CASbig	97	36	5.15
NC_015252	Brochothrix phage NF5	58	31	6.90
NC_010116	Pseudomonas phage YuA	77	95	22.08
NC_025465	Enterococcus phage EfaCPT1	69	7	4.35
NC_001335	Mycobacterium phage L5	90	40	12.22
NC_001502	Moloney murine sarcoma virus	4	20	25.00
NC_007060	Staphylococcus phage 55	77	1	1.30
NC_004680	Mycobacterium phage Che8	112	32	3.57
NC_021799	Cellulophaga phage phi19:1	114	35	11.40
NC_022329	Mycobacterium phage PhrostyMug	97	32	6.19
NC_019929	Erwinia phage phiEaH2	262	32	1.15
NC_011588	Oryctes rhinoceros nudivirus	139	1	0.72
NC_024213	Bacillus phage Hakuna	294	11	1.36
NC_019420	Edwardsiella phage KF-1	48	33	8.33
NC_016657	Cyanophage 9515-10a	55	63	18.18
NC_009762	Staphylococcus phage tp310-2	67	36	13.43
NC_025451	Yersinia phage vB_YenP_AP5	45	46	22.22
NC_023603	Mycobacterium phage 39HC	100	15	4.00
NC_007054	Staphylococcus phage 47	65	38	15.38
NC_023578	Mycobacterium phage Oaker	92	13	2.17
NC_023564	Mycobacterium phage EagleEye	95	76	9.47
NC_021868	Streptococcus phage SPQS1	104	29	3.85
NC_022980	Brevibacillus phage Davies	94	13	8.51
NC_020083	Serratia phage phiMAM1	198	39	11.62
NC_012697	Silicibacter phage DSS3phi2	81	27	13.58
NC_011290	Mycobacterium phage Gumball	88	32	2.27
NC_022061	Mycobacterium phage KayaCho	95	17	4.21
NC_000867	Pseudoalteromonas phage PM2	22	3	4.55
NC_022974	Pseudomonas phage CHA_P1	166	48	10.24
NC_008724	Acanthocystis turfacea Chlorella virus 1	860	662	8.49
NC_023562	Mycobacterium phage BellusTerra	89	116	16.85
NC_024147	Mycobacterium phage ZoeJ	92	26	6.52
NC_004665	Pseudomonad phage gh-1	42	39	26.19
NC_022769	Bacillus phage BigBertha	291	74	3.44
NC_019404	Escherichia phage vB_Eco_ACG-M12	78	26	8.97
NC_001956	Vibrio phage fs2	9	7	22.22
NC_018839	Propionibacterium phage P14.4	47	2	4.26
NC_005355	Lactobacillus prophage Lj965	46	1	2.17
NC_004617	Staphylococcus phage 13	49	18	6.12
NC_023692	Mycobacterium phage BigNuz	82	53	7.32
NC_025257	Erinnyis ello granulovirus	130	2	0.77
NC_007653	Papiine alphaherpesvirus 2	75	22	2.67
NC_028672	Cronobacter phage PBES 02	270	93	8.89
NC_010179	Lactobacillus prophage Lj771	56	30	7.14
NC_005260	Aeromonas virus Aeh1	352	105	7.95
NC_009551	Phormidium phage Pf-WMP3	41	35	12.20
NC_022985	Mycobacterium phage Zaka	101	78	13.86
NC_021864	Puniceispirillum phage HMO-2011	74	438	55.41
NC_024446	Penguinpox virus	242	29	3.31
NC_010463	Salmonella phage Fels-2	47	29	29.79
NC_017674	Pseudomonas phage JG024	93	203	81.72
NC_023442	Buzura suppressaria nucleopolyhedrovirus	127	3	1.57
NC_006356	Flavobacterium phage 11b	65	55	21.54
NC_009604	Burkholderia virus BcepNY3	70	24	7.14
NC_024788	Bacillus phage Riley	290	79	4.14
NC_019705	Enterobacteria phage mEpX2	67	78	25.37
NC_022056	Mycobacterium phage Hamulus	105	46	6.67
NC_015210	Tsukamurella phage TPA2	78	5	5.13
NC_024792	Bacillus phage Bobb	247	123	7.29
NC_005342	Burkholderia virus Bcep43	65	33	12.31
NC_019407	Caulobacter virus Magneto	347	126	6.92
NC_013697	Deftia phage phiW-14	236	142	6.36
NC_016566	Shigella phage EP23	57	28	14.04
NC_011103	Rhizobium phage 16-3	110	119	17.27
NC_007291	Escherichia phage Jk06	82	21	6.10
NC_007501	Lactobacillus phage Lc-Nu	51	26	9.80
NC_020856	Sulfitobacter phage pCB2047-C	73	125	20.55
NC_018271	Nonlabens phage P12024S	59	83	33.90
NC_021328	Halovirus HGTV-1	281	133	3.91
NC_023856	Salmonella phage vB_SalM_SJ2	197	31	10.15
NC_023743	Escherichia phage EB49	74	41	12.16
NC_007058	Staphylococcus phage ROSA	74	8	5.41
NC_016436	Grapevine leafroll-associated virus 7	10	25	10.00
NC_009819	Streptococcus phage P9	53	42	9.43
NC_009763	Staphylococcus phage tp310-3	58	18	6.90
NC_016960	Southern elephant seal virus	4	2	50.00
NC_022052	Mycobacterium phage Whirlwind	128	35	7.81
NC_021333	Phaeocystis globosa virus virophage	16	6	25.00
NC_025442	Salmonella phage Chi	75	16	12.00
NC_022970	Pseudomonas phage PAK_P3	165	53	11.52
NC_015284	Prochlorococcus phage P-HM2	242	403	25.62
NC_001659	African swine fever virus	152	15	3.29
NC_015326	Lausannevirus	444	170	4.95
NC_019726	Staphylococcus phage JD007	217	42	3.69
NC_021860	Lactococcus phage jm2	59	19	1.69
NC_019406	Caulobacter phage CcrColossus	448	261	6.70
NC_019933	Xanthomonas phage CP1	47	34	27.66
NC_006953	Listonella phage phiHSIC	47	35	8.51
NC_005135	Aeromonas virus 44RR2	252	145	9.92
NC_002649	Bacillus virus GA1	35	1	2.86
NC_022753	Mycobacterium phage Fredward	103	41	5.83
NC_017826	Equid alphaherpesvirus 8	81	23	2.47
NC_021320	Halovirus HRTV-5	118	15	5.08
NC_019542	Pectobacterium phage PP1	48	13	8.33
NC_023613	Invertebrate iridovirus 25	177	131	8.47
NC_020859	Synechococcus phage S-RIM2 R1_1999	210	416	31.43
NC_019530	Salmonella phage Sh19	166	30	10.24
NC_019403	Enterobacteria phage vB_EcoP_ACG-C91	56	16	7.14
NC_021865	Paenibacillus phage phiIBB_Pl23	68	16	11.76
NC_004313	Salmonella phage ST64B	56	60	16.07
NC_008094	Y73 sarcoma virus	1	1	100.00
NC_024123	Pseudomonas phage KPP25	88	60	5.68
NC_016659	Cyanophage NATL2A-133	62	40	11.29
NC_021556	Mycobacterium phage Leo	59	21	3.39
NC_017973	Mycobacterium phage SWU1	94	30	10.64
NC_024786	Escherichia phage vB_EcoP_PhAPEC5	83	16	15.66
NC_006998	Vaccinia virus	223	49	2.24
NC_014036	Klebsiella phage KP15	258	91	9.69
NC_009899	Paramecium bursaria Chlorella virus AR158	814	683	9.09
NC_021529	Vibrio phage nt-1	405	194	10.37
NC_021852	Lactococcus phage P680	49	20	4.08
NC_006557	Bacillus phage BCJA1c	58	30	8.62
NC_009237	Burkholderia virus phiE255	55	37	18.18
NC_001901	Escherichia virus N15	60	34	20.00
NC_006273	Human betaherpesvirus 5	169	2	1.18
NC_019935	Pseudomonas phage KPP12	88	194	86.36
NC_010356	Glossina pallidipes salivary gland hypertrophy virus	160	25	1.88
NC_012418	Pseudomonas phage phikF77	53	3	3.77
NC_022091	Pseudomonas phage MPK7	53	4	5.66
NC_017978	Clostridium phage PhiS63	43	20	9.30
NC_014567	Saimiriine alphaherpesvirus 1	70	20	2.86
NC_009987	Spiroplasma virus SkV1CR23x	13	1	7.69
NC_031001	Gordonia phage Terapin	97	53	4.12
NC_016653	Rhodococcus phage RER2	66	65	13.64
NC_017983	Salisaeta icosahedral phage 1	57	25	5.26
NC_020862	Sulfitobacter phage phiCB2047-B	75	42	17.33
NC_021538	Mycobacterium phage Job42	106	26	5.66
NC_028925	Escherichia phage vB_EcoM_VR25	293	65	8.87
NC_002661	Staphylococcus phage Slt	61	15	8.20
NC_007024	Xanthomonas phage Xp15	84	39	11.90
NC_010391	Salmonella phage Fels-1	52	48	21.15
NC_024380	Leuconostoc phage phiLN6B	39	1	2.56
NC_001350	Saimiriine gammaherpesvirus 2	76	17	6.58
NC_010807	Salmonella phage phiSG-JL2	55	60	18.18
NC_019489	Lactobacillus phage Sha1	58	1	1.72
NC_021246	Mythimna separata entomopoxvirus 'L'	306	11	1.96
NC_026922	Lambdina fiscellaria nucleopolyhedrovirus	137	33	3.65
NC_019923	Pseudomonas phage AF	65	68	20.00
NC_011267	Mycobacterium phage Solon	86	31	6.98
NC_023727	Mycobacterium phage Vista	101	13	3.96
NC_023700	Pseudomonas phage PA1phi	51	2	3.92
NC_018853	Streptomyce phage TG1	54	26	7.41
NC_014649	Acanthamoeba polyphaga mimivirus	979	1095	9.30
NC_004778	Choristoneura fumiferana multiple nucleopolyhedrovirus	146	8	0.68
NC_024140	Pseudomonas phage vB_PaeP_C2-10_Ab09	83	25	13.25
NC_024356	Enterococcus phage IME-EFm1	70	8	4.29
NC_010576	Lactococcus phage 1706	76	3	3.95
NC_008515	Enterobacteria phage RB32	270	69	8.15
NC_009333	Human gammaherpesvirus 8	86	18	3.49
NC_023735	Rhodococcus phage ReqiPepy6	107	22	5.61
NC_008211	Ranid herpesvirus 1	132	2	0.76
NC_015584	Mycobacterium phage Faith1	129	23	5.43
NC_007902	Sodalis phage phiSG1	47	68	21.28
NC_016563	Bacillus phage W.Ph.	274	24	2.55
NC_024137	Bacillus phage Bcp1	229	114	4.37
NC_022981	Mycobacterium phage HufflyPuff	146	109	7.53
NC_022070	Mycobacterium phage Wheeler	96	33	7.29
NC_024369	Vibrio phage X29	67	70	13.43
NC_003216	Listeria phage A118	72	8	6.94
NC_024360	Listeria phage LMSP-25	187	34	5.35
NC_022764	Bacillus phage Page	50	31	6.00
NC_022776	Streptococcus phage TP-778L	52	11	3.85
NC_023572	Mycobacterium phage MichelleMyBell	70	61	8.57
NC_019711	Enterobacteria phage HK629	69	37	17.39
NC_020864	Micromonas pusilla virus 12T	253	603	30.04
NC_025439	Idiomarinaceae phage 1N2-2	56	99	23.21
NC_018840	Propionibacterium phage P100_1	47	1	2.13
NC_007341	Tomato chlorosis virus	9	10	11.11
NC_007050	Staphylococcus phage 85	71	38	11.27
NC_023555	Edwardsiella phage eiAU-183	54	44	20.37
NC_003444	Enterobacteria phage SfV	53	57	24.53
NC_005905	Neodiprion sertifer nucleopolyhedrovirus	90	1	1.11
NC_002072	Streptococcus phage DT1	45	10	11.11
NC_016073	Salmonella phage SFP10	201	29	8.46
NC_028987	Acinetobacter phage vB_AbaM_IME200	52	9	7.69
NC_020104	Acanthamoeba polyphaga moumouvirus	894	1016	9.96
NC_015281	Synechococcus phage S-ShM2	230	351	27.39
NC_003225	White spot syndrome virus	177	24	2.82
NC_015296	Salmonella phage ViI	208	31	9.62
NC_023576	Citrobacter phage CR44b	57	50	21.05
NC_006966	Deerpox virus W-848-83	169	16	2.37
NC_019401	Cronobacter phage vB_CsaM_GAP32	545	508	11.38
NC_011183	Feldmannia species virus	150	104	9.33
NC_004831	Enterobacteria phage SP6	52	12	7.69
NC_021306	Mycobacterium phage Dumbo	147	114	6.80
NC_003793	Spiroplasma phage 1-C74	13	1	7.69
NC_029311	Leporid alphaherpesvirus 4	79	19	2.53
NC_022341	Propionibacterium phage PHL113M01	44	1	2.27
NC_002628	Methanothermobacter phage psiM100	37	48	8.11
NC_004615	Staphylococcus phage 11	53	16	5.66
NC_019917	Burkholderia virus Bcepmigl	75	59	25.33
NC_022768	Salmonella phage Maynard	200	31	9.50
NC_022340	Propionibacterium phage PHL114L00	46	1	2.17
NC_023551	Enterococcus phage IME-EF4	60	6	5.00
NC_020849	Pseudoalteromonas phage pYD6-A	99	23	10.10
NC_006146	Macacine gammaherpesvirus 4	80	12	2.50
NC_002747	Lactococcus phage TP901-1	56	38	14.29
NC_023595	Enterococcus phage IME_EF3	69	10	5.80
NC_020480	Bacillus virus Finn	77	96	5.19
NC_017971	Pseudomonas phage tf	72	120	13.89
NC_005336	Orf virus	130	3	1.54
NC_014792	Escherichia phage vB_EcoM_VR7	293	79	9.22
NC_008367	Phormidium phage Pf-WMP4	45	2	2.22
NC_022085	Mycobacterium phage Goku	143	109	6.29
NC_001706	Lactococcus virus c2	39	4	5.13
NC_020879	Aeromonas phage Aes012	243	82	11.11
NC_018273	Leuconostoc phage Lmd1	40	2	5.00
NC_008361	Spodoptera frugiperda ascovirus 1a	123	10	4.88
NC_011614	Staphylococcus phage Ipla88	60	30	8.33
NC_015157	Vibrio phage ICP1	230	25	4.35
NC_011344	Staphylococcus phage phi2958PVL	60	29	13.33
NC_016651	Rhodococcus phage RRH1	20	6	15.00
NC_001499	Abelson murine leukemia virus	3	3	33.33
NC_002194	Chlamydia phage 2	8	2	12.50
NC_002666	Lactococcus phage bIL285	62	31	8.06
NC_011289	Mycobacterium phage Ramsey	108	58	6.48
NC_011045	Enterobacteria phage 13a	55	69	21.82
NC_002169	Spodoptera exigua multiple nucleopolyhedrovirus	139	7	2.16
NC_021791	Cellulophaga phage phi12:1	64	19	10.94
NC_016166	Gordonia phage GTE7	103	5	1.94
NC_019931	Helicobacter phage KHP40	32	16	6.25
NC_020840	Tetraselmis viridis virus S20	55	16	16.36
NC_025436	Shewanella sp. phage 1/4	235	49	2.55
NC_007066	Staphylococcus virus G1	214	26	4.21
NC_023694	Rhodococcus phage ReqiPoco6	107	23	8.41
NC_011048	Bacillus virus phi29	27	21	3.70
NC_022984	Mycobacterium phage Jovo	84	62	13.10
NC_022972	Arthrobacter phage vB_ArS-ArV2	68	93	10.29
NC_002668	Lactococcus phage bIL309	56	7	5.36
NC_020868	Vibrio phage VBP32	115	35	11.30
NC_007047	Staphylococcus phage 187	77	8	2.60
NC_023714	Mycobacterium phage LinStu	227	101	4.85
NC_004746	Lactococcus phage P335 sensu lato	49	10	4.08
NC_001900	Mycobacterium phage D29	79	46	16.46
NC_021782	Salmonella phage FSL SP-076	82	39	13.41
NC_007409	Acidianus two-tailed virus	72	1	1.39
NC_001447	Acholeplasma virus L2	14	4	7.14
NC_016569	Nocardia phage NBR1	68	19	5.88
NC_018174	Cucurbit chlorotic yellows virus	8	36	12.50
NC_025457	Acinetobacter phage vB_AbaP_Acibel007	53	12	7.55
NC_022328	Mycobacterium phage Adawi	98	20	5.10
NC_001844	Equid alphaherpesvirus 4	79	21	2.53
NC_023719	Bacillus virus G	675	1399	6.67
NC_022977	Mycobacterium phage Artemis2UCLA	102	76	12.75
NC_004584	Streptococcus phage 315.1	56	77	5.36
NC_024209	Mycobacterium phage Hawkeye	104	33	2.88
NC_021327	Halovirus HCTV-5	166	70	7.23
NC_022325	Mycobacterium phage Dylan	121	31	2.48
NC_005083	Vibrio phage KVP40	381	180	11.02
NC_028935	Escherichia phage SUSP2	131	20	6.11
NC_019924	Clostridium phage phi8074-B1	82	38	3.66
NC_011270	Mycobacterium phage Spud	222	102	5.41
NC_000866	Enterobacteria phage T4	278	61	8.27
NC_000924	Enterobacteria phage 933W	80	38	12.50
NC_019932	Erwinia phage ENT90	60	18	15.00
NC_019524	Enterobacter phage Enc34	80	17	12.50
NC_004333	Burkholderia virus Bcep781	66	33	12.12
NC_021773	Staphylococcus phage JS01	66	23	7.58
NC_013650	Mycobacterium phage ET08	218	99	5.05
NC_005832	Ambystoma tigrinum virus	95	91	9.47
NC_026014	Enterobacteria phage P88	53	69	22.64
NC_005261	Bovine alphaherpesvirus 5	70	19	2.86
NC_001416	Escherichia virus Lambda	73	32	13.70
NC_021901	Invertebrate iridovirus 22	167	142	8.98
NC_006548	Pseudomonas phage B3	59	3	5.08
NC_005856	Escherichia virus P1	110	172	10.00
NC_023575	Pseudomonas phage vB_PaeP_Tr60_Ab31	69	165	28.99
NC_013288	Ostreococcus tauri virus 1	230	535	33.48
NC_020845	Prochlorococcus phage MED4-213	216	418	28.24
NC_023608	Salmonella phage vB_SenS-Ent2	56	17	8.93
NC_010325	Pseudomonas phage LUZ24	68	120	19.12
NC_001875	Orgyia pseudotsugata multiple nucleopolyhedrovirus	152	7	0.66
NC_008198	Mycobacterium phage PBI1	81	32	2.47
NC_001421	Salmonella virus PRD1	31	8	3.23
NC_011132	Sputnik virophage	21	2	9.52
NC_016765	Pseudomonas phage PMG1	96	164	14.58
NC_018857	Bacillus phage BPS13	268	16	1.12
NC_002641	Meleagrid alphaherpesvirus 1	79	11	2.53
NC_024785	Acinetobacter phage YMC-13-01-C62	84	115	10.71
NC_011055	Mycobacterium phage Porky	147	111	6.80
NC_021800	Cellulophaga phage phi46:1	54	29	12.96
NC_022062	Mycobacterium phage Trouble	94	28	7.45
NC_006938	Phage phiJL001	90	75	16.67
NC_010191	Ostreococcus tauri virus OtV5	247	533	30.36
NC_002796	Lactococcus phage BK5-T	63	5	4.76
NC_022088	Bacillus phage Troll	289	76	3.81
NC_021347	Rhodococcus phage E3	220	113	4.55
NC_004586	Streptococcus phage 315.3	52	6	5.77
NC_024215	Lactococcus phage P078	78	2	2.56
NC_012662	Vibrio phage VP93	44	6	13.64
NC_021856	Bacillus phage phiNIT1	219	122	6.85
NC_015466	Roseobacter phage RDJL Phi 1	87	61	17.24
NC_024447	Pigeonpox virus	224	31	4.02
NC_021336	Bacillus phage MG-B1	42	6	7.14
NC_026017	Salmonella phage LSPA1	58	25	10.34
NC_019485	Enterobacter phage EcP1	77	25	10.39
NC_013691	Pseudomonas phage LUZ7	115	20	6.96
NC_005896	Strawberry pallidosis-associated virus	8	3	12.50
NC_019713	Vibrio phage vB_VpaS_MAR10	107	24	9.35
NC_010154	Acidianus filamentous virus 8	61	3	3.28
NC_016435	Gordonia phage GRU1	94	21	5.32
NC_018088	Colwellia phage 9A	149	15	3.36
NC_015464	Campylobacter virus NCTC12673	166	31	6.02
NC_021787	Listeria phage LP-037	114	31	3.51
NC_001824	Lymphocystis disease virus 1	110	78	9.09
NC_004303	Streptococcus phage O1205	57	8	7.02
NC_003214	Sulfolobus islandicus filamentous virus	73	3	1.37
NC_018083	Clostridium phage phiCPV4	28	22	7.14
NC_001493	Ictalurid herpesvirus 1	90	2	1.11
NC_020483	Pelagibacter phage HTVC019P	59	164	38.98
NC_026927	Synechococcus phage ACG-2014f	292	470	25.34
NC_007808	Pseudomonas phage PA11	70	126	35.71
NC_015453	Propionibacterium phage PAS50	46	1	2.17
NC_008364	Lactococcus phage Q54	47	25	4.26
NC_019495	Cyprinid herpesvirus 2	154	35	2.60
NC_023862	Mycobacterium phage Alsfro	98	37	7.14
NC_021798	Cellulophaga phage phi17:2	198	56	7.58
NC_005262	Burkholderia virus Bcep22	77	95	28.57
NC_014969	Fowl aviadenovirus E	46	3	2.17
NC_007637	Escherichia virus K1E	62	17	8.06
NC_022757	Lactobacillus phage PL-1	59	12	11.86
NC_024371	Mycobacterium phage Damien	93	14	2.15
NC_019724	Escherichia phage HK578	60	32	15.00
NC_021316	Acinetobacter phage Abp1	54	11	11.11
NC_007063	Staphylococcus phage 88	66	26	6.06
NC_007059	Staphylococcus phage 71	67	14	2.99
NC_023611	Invertebrate iridescent virus 30	177	143	10.17
NC_018837	Pectobacterium phage My1	149	94	14.77
NC_021557	Rhizobium phage RR1-B	52	4	3.85
NC_015937	Thermus phage TMA	168	116	7.14
NC_029132	Macropodid alphaherpesvirus 1	76	48	6.58
NC_019720	Enterobacterial phage mEp213	74	63	17.57
