Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_011273	Mycobacterium phage Myrna	229	172	8.30
NC_020858	Sulfitobacter phage pCB2047-A	72	158	27.78
NC_005859	Escherichia virus T5	162	151	20.37
AC_000190	Tree shrew adenovirus 1	36	2	2.78
NC_015463	Synechococcus phage S-CBS2	102	180	21.57
NC_002185	Streptococcus phage 7201	46	7	4.35
NC_019423	Escherichia phage IME11	91	34	20.88
NC_000935	Hamiltonella virus APSE1	54	108	22.22
NC_023570	Acinetobacter phage Petty	45	28	20.00
NC_002229	Gallid alphaherpesvirus 2	85	14	3.53
NC_011335	Diadromus pulchellus ascovirus 4a	119	150	8.40
NC_011613	Pseudomonas phage MP29	51	15	15.69
NC_020874	Prochlorococcus phage P-SSP3	53	40	24.53
NC_019486	Lactobacillus phage LF1	57	37	10.53
NC_025438	Mycobacterium phage Soto	98	14	6.12
NC_004166	Bacillus phage SPP1	97	126	7.22
NC_004777	Yersinia phage phiA1122	50	54	26.00
NC_008694	Yersinia phage Berlin	45	48	24.44
NC_023599	Bacillus phage phiCM3	56	44	10.71
NC_015289	Synechococcus phage S-SSM5	225	865	38.22
NC_008035	Antheraea pernyi nucleopolyhedrovirus	147	22	3.40
NC_019487	Bacillus phage SP-10	236	143	8.47
NC_016570	Escherichia phage Cba120	204	66	12.75
NC_007461	Chlamydia phage 4	8	6	50.00
NC_019540	Salinivibrio phage CW02	70	44	25.71
NC_018086	Enterococcus phage BC611	87	29	6.90
NC_023573	Staphylococcus phage phiSA12	207	59	5.80
NC_001348	Human alphaherpesvirus 3	73	41	5.48
NC_022756	Lactobacillus phage J-1	63	12	12.70
NC_023709	Mycobacterium phage Wile	85	108	15.29
NC_003085	Myxococcus phage Mx8	86	80	16.28
NC_025427	Rhizobium phage vB_RleM_PPF1	94	21	12.77
NC_016770	Bacteroides phage B124-14	68	83	14.71
NC_004820	Bacillus phage phBC6A51	75	11	8.00
NC_015263	Lactococcus phage 949	154	120	7.79
NC_011810	Pseudomonas phage PB1	93	248	98.92
NC_017980	Clostridium phage phiCP7R	26	20	7.69
NC_004821	Bacillus phage phBC6A52	49	6	4.08
NC_002519	Roseobacter phage SIO1	32	128	53.12
NC_001720	Fowl aviadenovirus A	39	7	2.56
NC_023697	Mycobacterium phage Babsiella	78	68	10.26
NC_004588	Streptococcus phage 315.5	55	11	7.27
NC_021854	Lactococcus phage jm3	52	15	1.92
NC_023711	Mycobacterium phage Oline	101	12	4.95
NC_007448	Grapevine leafroll-associated virus 2	9	37	11.11
NC_009334	Human herpesvirus 4 type 2	80	20	3.75
NC_023581	Acinetobacter phage Presley	95	45	13.68
NC_020474	Elephantid betaherpesvirus 1	113	16	0.88
NC_023702	Mycobacterium phage Kugel	95	44	11.58
NC_019704	Enterobacteria phage mEp237	63	32	17.46
NC_001650	Equid gammaherpesvirus 2	78	39	6.41
NC_019782	Lactobacillus phage phiAQ113	56	29	12.50
NC_015230	Maverick-related virus strain Spezl	20	2	5.00
NC_001954	Enterobacteria phage If1	10	12	20.00
NC_023641	Lagenaria siceraria endornavirus-California	1	1	100.00
NC_005822	Lactococcus phage phiLC3	51	4	3.92
NC_025464	Synechococcus phage S-CBP4	46	124	34.78
NC_019722	Vibrio phage vB_VpaM_MAR	62	46	24.19
NC_020835	Prochlorococcus phage P-SSP10	49	32	22.45
NC_002167	Escherichia virus HK97	61	88	29.51
NC_007767	Hyphantria cunea nucleopolyhedrovirus	148	23	3.38
NC_014766	Ostreococcus lucimarinus virus 1	250	944	40.00
NC_022966	Pseudomonas phage PAK_P5	164	66	10.98
NC_021858	Pandoravirus dulcis	1487	762	3.09
NC_009234	Burkholderia virus phiE202	48	34	33.33
NC_002512	Rat cytomegalovirus Maastricht	167	9	1.20
NC_002014	Enterobacteria phage Ike	10	13	10.00
NC_002486	Staphylococcus prophage phiPV83	65	26	10.77
NC_021299	Mycobacterium phage PegLeg	138	43	10.14
NC_015568	Clostridium phage phiCD38-2	55	9	3.64
NC_008720	Escherichia phage N4	72	46	29.17
NC_024383	Listeria phage LP-083-2	189	45	7.94
NC_009760	Bacillus phage 0305phi8-36	246	318	6.10
NC_008293	Clanis bilineata nucleopolyhedrovirus	129	10	3.88
NC_007055	Staphylococcus phage 37	70	14	7.14
NC_021300	Pseudoalteromonas phage RIO-1	56	43	23.21
NC_019444	Synechococcus phage ACG-2014c	225	728	36.00
NC_025443	Salmonella phage 9NA	84	74	16.67
NC_009821	Enterobacteria phage Phi1	276	95	10.87
NC_011038	Yersinia phage Yepe2	46	42	21.74
NC_016763	Salmonella phage SE2	61	34	19.67
NC_003157	Temperate phage phiNIH1.1	56	86	12.50
NC_021248	Choristoneura biennis entomopoxvirus	334	42	3.59
NC_019520	Escherichia phage phiKT	31	31	41.94
NC_021297	Mycobacterium phage PattyP	92	63	11.96
NC_023742	Mycobacterium phage Akoma	104	42	9.62
NC_004066	Lactococcus phage ul36	61	11	8.20
NC_024378	Leuconostoc phage phiLNTR3	41	4	4.88
NC_010155	Acidianus filamentous virus 3	68	5	2.94
NC_011611	Pseudomonas phage MP38	51	16	17.65
NC_006552	Pseudomonas phage F116	70	72	22.86
NC_012741	Enterobacteria phage JS10	265	90	12.08
NC_024214	Lactococcus phage P162	82	1	1.22
NC_022917	Ralstonia phage RSB3	50	32	34.00
NC_005340	Salmonella virus PsP3	42	29	35.71
NC_015292	Erwinia phage phiEa104	118	65	14.41
NC_021855	Lactococcus phage phi7	57	18	1.75
NC_011057	Mycobacterium phage Phaedrus	98	39	8.16
NC_004348	Salmonella phage ST64T	65	73	18.46
NC_009231	Clostridium virus phiC2	82	39	8.54
NC_023691	Mycobacterium phage Patience	109	43	2.75
NC_023739	Mycobacterium phage BillKnuckles	86	23	9.30
NC_014660	Acinetobacter phage Ac42	255	125	11.37
NC_014901	Mycobacterium phage Wee	108	52	7.41
NC_009898	Paramecium bursaria Chlorella virus NY2A	886	861	12.64
NC_018274	Pseudomonas phage MP42	53	14	16.98
NC_012740	Escherichia phage JSE	277	94	11.55
NC_005284	Burkholderia virus phi1026b	83	139	26.51
NC_007065	Staphylococcus phage X2	77	43	10.39
NC_004667	Grapevine leafroll-associated virus 3	12	39	8.33
NC_019910	Salmonella phage SKML-39	208	95	15.87
NC_008464	Stx2-converting phage 86	81	62	17.28
NC_005356	Staphylococcus phage 77	69	18	7.25
NC_002667	Lactococcus phage bIL286	61	4	3.28
NC_004927	Halovirus HF1	102	26	4.90
NC_007022	Aeromonas virus 31	247	228	14.17
NC_009804	Thermus phage P7426	116	122	6.03
NC_021471	Halovirus HSTV-1	53	6	1.89
NC_021785	Listeria phage LP-110	113	27	3.54
NC_009992	Plum bark necrosis stem pitting-associated virus	7	17	14.29
NC_022746	Pseudomonas phage MPK6	50	12	14.00
NC_005886	Burkholderia phage BcepB1A	73	24	20.55
NC_005884	Pseudomonas phage PaP2	58	8	8.62
NC_024139	Escherichia phage vB_EcoS_FFH1	156	153	19.87
NC_020079	Escherichia phage phAPEC8	269	262	9.67
NC_019718	Enterobacteria phage vB_EcoS_Rogue1	74	30	12.16
NC_015209	Vibrio phage CTX	13	1	7.69
NC_020863	Vibrio phage PWH3a-P1	209	107	7.66
NC_023007	Bacillus phage vB_BanS-Tsamsa	272	172	7.72
NC_004687	Mycobacterium phage Bxz1	225	111	4.89
NC_004466	Pseudomonas phage PaP3	72	163	15.28
NC_018281	Staphylococcus phage Ipla5	66	45	7.58
NC_007061	Staphylococcus phage 29	67	12	4.48
NC_019446	Brucella phage Tb	58	94	24.14
NC_011056	Mycobacterium phage Kostya	143	107	8.39
NC_022749	Shigella phage SfIV	54	145	33.33
NC_012784	Staphylococcus phage phiPVL-CN125	65	19	6.15
NC_019452	Escherichia phage PhaxI	209	58	10.53
NC_015262	Clostridium phage phiCD6356	59	8	5.08
NC_008030	Nile crocodilepox virus	173	1	0.58
NC_001836	Little cherry virus 1	8	20	12.50
NC_005887	Burkholderia virus BcepC6B	46	112	41.30
NC_012910	Lettuce chlorosis virus	10	39	10.00
NC_022057	Mycobacterium phage Catdawg	128	47	5.47
NC_021530	Synechococcus phage S-CAM8	204	737	36.76
NC_016562	Campylobacter virus CPX	149	46	12.08
NC_021307	Mycobacterium phage Severus	80	110	17.50
NC_019911	Yersinia phage phi80-18	55	25	21.82
NC_026611	Edwardsiella phage GF-2	82	52	13.41
NC_013197	Thermus thermophilus bacteriophage P23-77	37	7	8.11
NC_022068	Mycobacterium phage Daenerys	102	87	9.80
NC_020852	Ostreococcus lucimarinus virus OlV5	251	951	36.25
NC_010147	Staphylococcus phage phiMR11	67	18	5.97
NC_022990	Zamilon virus	20	3	15.00
NC_018275	Salmonella phage vB_SemP_Emek	70	53	17.14
NC_009817	Lactococcus virus KSY1	130	12	2.31
NC_011044	Mycobacterium phage Nigel	94	23	9.57
NC_011019	Mycobacterium phage KBG	89	55	8.99
NC_009543	Xanthomonas phage Xop411	58	101	37.93
NC_019529	Vibrio phage pVp-1	157	93	14.65
NC_024124	Escherichia phage vB_EcoM_JS09	273	155	12.09
NC_022750	Enterobacteria phage fiAA91-ss	40	40	40.00
NC_008200	Mycobacterium phage PLot	89	35	4.49
NC_001806	Human alphaherpesvirus 1	77	14	3.90
NC_005345	Streptomyces phage VWB	61	7	6.56
NC_001623	Autographa californica nucleopolyhedrovirus	156	19	2.56
NC_007805	Pseudomonas phage F10	63	133	26.98
NC_019928	Helicobacter phage KHP30	30	9	6.67
NC_023716	Mycobacterium virus Alma	96	92	14.58
NC_022772	Salmonella phage Marshall	205	77	13.66
NC_015249	Enterobacteria phage 285P	47	47	19.15
NC_020842	Cellulophaga phage phiST	104	147	10.58
NC_019454	Pantoea phage LIMElight	55	10	12.73
NC_004902	Xanthomonas phage Xp10	60	97	38.33
NC_019445	Escherichia phage TL-2011b	57	87	26.32
NC_018846	Escherichia phage P13374	79	26	13.92
NC_028894	Escherichia phage vB_EcoM_VR20	286	93	8.74
NC_025430	Escherichia phage vB_EcoM-ep3	51	108	41.18
NC_019408	Caulobacter virus Rogue	350	174	9.71
NC_008366	Strawberry chlorotic fleck-associated virus	10	21	10.00
NC_021532	Alteromonas phage vB_AmaP_AD45-P1	120	55	9.17
NC_010153	Acidianus filamentous virus 7	57	3	3.51
NC_011318	Clostridium phage phiCP39-O	62	28	14.52
NC_021324	Mycobacterium phage CASbig	97	46	8.25
NC_015252	Brochothrix phage NF5	58	50	15.52
NC_010116	Pseudomonas phage YuA	77	131	25.97
NC_025465	Enterococcus phage EfaCPT1	69	9	8.70
NC_001335	Mycobacterium phage L5	90	37	11.11
NC_001502	Moloney murine sarcoma virus	4	19	25.00
NC_007060	Staphylococcus phage 55	77	3	2.60
NC_004680	Mycobacterium phage Che8	112	28	5.36
NC_021799	Cellulophaga phage phi19:1	114	51	16.67
NC_022329	Mycobacterium phage PhrostyMug	97	52	10.31
NC_019929	Erwinia phage phiEaH2	262	59	5.73
NC_011588	Oryctes rhinoceros nudivirus	139	1	0.72
NC_024213	Bacillus phage Hakuna	294	18	2.72
NC_019420	Edwardsiella phage KF-1	48	28	8.33
NC_016657	Cyanophage 9515-10a	55	62	23.64
NC_009762	Staphylococcus phage tp310-2	67	66	13.43
NC_025451	Yersinia phage vB_YenP_AP5	45	44	20.00
NC_023603	Mycobacterium phage 39HC	100	22	5.00
NC_007054	Staphylococcus phage 47	65	63	16.92
NC_023578	Mycobacterium phage Oaker	92	20	2.17
NC_023564	Mycobacterium phage EagleEye	95	82	13.68
NC_021868	Streptococcus phage SPQS1	104	24	3.85
NC_022980	Brevibacillus phage Davies	94	11	5.32
NC_020083	Serratia phage phiMAM1	198	76	12.63
NC_012697	Silicibacter phage DSS3phi2	81	47	20.99
NC_001514	Squirrel monkey retrovirus	4	1	25.00
NC_011290	Mycobacterium phage Gumball	88	35	4.55
NC_022061	Mycobacterium phage KayaCho	95	26	5.26
NC_000867	Pseudoalteromonas phage PM2	22	2	4.55
NC_022974	Pseudomonas phage CHA_P1	166	64	9.64
NC_008724	Acanthocystis turfacea Chlorella virus 1	860	883	11.86
NC_023562	Mycobacterium phage BellusTerra	89	124	16.85
NC_024147	Mycobacterium phage ZoeJ	92	17	8.70
NC_004665	Pseudomonad phage gh-1	42	33	23.81
NC_022769	Bacillus phage BigBertha	291	97	4.12
NC_019404	Escherichia phage vB_Eco_ACG-M12	78	27	8.97
NC_001956	Vibrio phage fs2	9	8	22.22
NC_018839	Propionibacterium phage P14.4	47	5	8.51
NC_005355	Lactobacillus prophage Lj965	46	5	8.70
NC_004617	Staphylococcus phage 13	49	19	8.16
NC_023692	Mycobacterium phage BigNuz	82	51	7.32
NC_025257	Erinnyis ello granulovirus	130	4	1.54
NC_007653	Papiine alphaherpesvirus 2	75	27	4.00
NC_028672	Cronobacter phage PBES 02	270	110	7.41
NC_010179	Lactobacillus prophage Lj771	56	40	3.57
NC_005260	Aeromonas virus Aeh1	352	184	11.08
NC_009551	Phormidium phage Pf-WMP3	41	40	12.20
NC_022985	Mycobacterium phage Zaka	101	77	14.85
NC_021864	Puniceispirillum phage HMO-2011	74	559	56.76
NC_024446	Penguinpox virus	242	29	2.89
NC_010463	Salmonella phage Fels-2	47	44	40.43
NC_017674	Pseudomonas phage JG024	93	241	93.55
NC_023442	Buzura suppressaria nucleopolyhedrovirus	127	9	3.15
NC_006356	Flavobacterium phage 11b	65	110	32.31
NC_009604	Burkholderia virus BcepNY3	70	30	10.00
NC_024788	Bacillus phage Riley	290	111	4.48
NC_019705	Enterobacteria phage mEpX2	67	97	31.34
NC_022056	Mycobacterium phage Hamulus	105	66	9.52
NC_006945	Bacillus phage GIL16c	31	1	3.23
NC_015210	Tsukamurella phage TPA2	78	11	10.26
NC_024792	Bacillus phage Bobb	247	138	7.69
NC_005342	Burkholderia virus Bcep43	65	43	13.85
NC_019407	Caulobacter virus Magneto	347	146	8.65
NC_013697	Deftia phage phiW-14	236	218	11.86
NC_016566	Shigella phage EP23	57	39	17.54
NC_011103	Rhizobium phage 16-3	110	145	21.82
NC_023550	Staphylococcus phage GRCS	21	1	4.76
NC_007291	Escherichia phage Jk06	82	28	10.98
NC_007501	Lactobacillus phage Lc-Nu	51	36	9.80
NC_020856	Sulfitobacter phage pCB2047-C	73	155	24.66
NC_018271	Nonlabens phage P12024S	59	182	40.68
NC_021328	Halovirus HGTV-1	281	147	5.69
NC_023856	Salmonella phage vB_SalM_SJ2	197	64	12.18
NC_023743	Escherichia phage EB49	74	59	17.57
NC_007058	Staphylococcus phage ROSA	74	8	4.05
NC_016436	Grapevine leafroll-associated virus 7	10	26	10.00
NC_009819	Streptococcus phage P9	53	68	16.98
NC_009763	Staphylococcus phage tp310-3	58	17	5.17
NC_022052	Mycobacterium phage Whirlwind	128	50	10.94
NC_021333	Phaeocystis globosa virus virophage	16	15	37.50
NC_025442	Salmonella phage Chi	75	57	25.33
NC_022970	Pseudomonas phage PAK_P3	165	65	10.91
NC_015284	Prochlorococcus phage P-HM2	242	705	29.75
NC_001659	African swine fever virus	152	16	5.26
NC_015326	Lausannevirus	444	191	7.88
NC_019726	Staphylococcus phage JD007	217	59	5.53
NC_021860	Lactococcus phage jm2	59	18	1.69
NC_019406	Caulobacter phage CcrColossus	448	339	10.94
NC_019933	Xanthomonas phage CP1	47	59	34.04
NC_006953	Listonella phage phiHSIC	47	49	14.89
NC_005135	Aeromonas virus 44RR2	252	229	13.49
NC_022753	Mycobacterium phage Fredward	103	51	9.71
NC_017826	Equid alphaherpesvirus 8	81	33	3.70
NC_021320	Halovirus HRTV-5	118	15	4.24
NC_019542	Pectobacterium phage PP1	48	21	18.75
NC_023613	Invertebrate iridovirus 25	177	172	10.17
NC_020859	Synechococcus phage S-RIM2 R1_1999	210	750	38.57
NC_019530	Salmonella phage Sh19	166	68	15.66
NC_019403	Enterobacteria phage vB_EcoP_ACG-C91	56	22	17.86
NC_021865	Paenibacillus phage phiIBB_Pl23	68	23	14.71
NC_004313	Salmonella phage ST64B	56	116	26.79
NC_024123	Pseudomonas phage KPP25	88	120	12.50
NC_016659	Cyanophage NATL2A-133	62	45	17.74
NC_021556	Mycobacterium phage Leo	59	19	5.08
NC_017973	Mycobacterium phage SWU1	94	31	10.64
NC_024786	Escherichia phage vB_EcoP_PhAPEC5	83	36	24.10
NC_006998	Vaccinia virus	223	104	3.59
NC_014036	Klebsiella phage KP15	258	118	13.57
NC_009899	Paramecium bursaria Chlorella virus AR158	814	1043	12.65
NC_021529	Vibrio phage nt-1	405	316	13.33
NC_021852	Lactococcus phage P680	49	19	4.08
NC_006557	Bacillus phage BCJA1c	58	31	8.62
NC_009237	Burkholderia virus phiE255	55	54	16.36
NC_001901	Escherichia virus N15	60	40	21.67
NC_006273	Human betaherpesvirus 5	169	5	0.59
NC_019935	Pseudomonas phage KPP12	88	236	96.59
NC_010356	Glossina pallidipes salivary gland hypertrophy virus	160	29	1.88
NC_012418	Pseudomonas phage phikF77	53	14	15.09
NC_022091	Pseudomonas phage MPK7	53	12	13.21
NC_017978	Clostridium phage PhiS63	43	33	9.30
NC_014567	Saimiriine alphaherpesvirus 1	70	22	1.43
NC_031001	Gordonia phage Terapin	97	48	4.12
NC_016653	Rhodococcus phage RER2	66	69	12.12
NC_017983	Salisaeta icosahedral phage 1	57	33	5.26
NC_020862	Sulfitobacter phage phiCB2047-B	75	65	25.33
NC_021538	Mycobacterium phage Job42	106	32	8.49
NC_028925	Escherichia phage vB_EcoM_VR25	293	88	8.53
NC_001741	Chlamydia virus Chp1	12	2	8.33
NC_002661	Staphylococcus phage Slt	61	21	8.20
NC_007024	Xanthomonas phage Xp15	84	69	17.86
NC_010391	Salmonella phage Fels-1	52	75	25.00
NC_006294	Vibrio phage KSF1	12	1	8.33
NC_001350	Saimiriine gammaherpesvirus 2	76	30	7.89
NC_010807	Salmonella phage phiSG-JL2	55	55	16.36
NC_019489	Lactobacillus phage Sha1	58	1	1.72
NC_021246	Mythimna separata entomopoxvirus 'L'	306	25	3.27
NC_026922	Lambdina fiscellaria nucleopolyhedrovirus	137	48	4.38
NC_019923	Pseudomonas phage AF	65	87	23.08
NC_011267	Mycobacterium phage Solon	86	40	11.63
NC_023727	Mycobacterium phage Vista	101	13	5.94
NC_023700	Pseudomonas phage PA1phi	51	15	15.69
NC_018853	Streptomyce phage TG1	54	41	14.81
NC_014649	Acanthamoeba polyphaga mimivirus	979	1391	10.93
NC_004778	Choristoneura fumiferana multiple nucleopolyhedrovirus	146	19	2.05
NC_024140	Pseudomonas phage vB_PaeP_C2-10_Ab09	83	28	16.87
NC_024356	Enterococcus phage IME-EFm1	70	11	7.14
NC_010576	Lactococcus phage 1706	76	5	5.26
NC_008515	Enterobacteria phage RB32	270	101	11.11
NC_009333	Human gammaherpesvirus 8	86	26	4.65
NC_023735	Rhodococcus phage ReqiPepy6	107	32	9.35
NC_022335	Propionibacterium phage PHL067M10	45	4	6.67
NC_008211	Ranid herpesvirus 1	132	2	0.76
NC_015584	Mycobacterium phage Faith1	129	44	10.85
NC_007902	Sodalis phage phiSG1	47	74	19.15
NC_016563	Bacillus phage W.Ph.	274	40	4.74
NC_024137	Bacillus phage Bcp1	229	151	7.86
NC_022981	Mycobacterium phage HufflyPuff	146	124	10.27
NC_022070	Mycobacterium phage Wheeler	96	53	8.33
NC_024369	Vibrio phage X29	67	100	19.40
NC_003216	Listeria phage A118	72	18	9.72
NC_024360	Listeria phage LMSP-25	187	49	7.49
NC_022764	Bacillus phage Page	50	46	14.00
NC_022776	Streptococcus phage TP-778L	52	16	7.69
NC_023572	Mycobacterium phage MichelleMyBell	70	55	11.43
NC_019711	Enterobacteria phage HK629	69	49	20.29
NC_020864	Micromonas pusilla virus 12T	253	986	35.97
NC_025439	Idiomarinaceae phage 1N2-2	56	112	28.57
NC_002669	Lactococcus phage bIL310	29	2	6.90
NC_018840	Propionibacterium phage P100_1	47	5	8.51
NC_007341	Tomato chlorosis virus	9	9	11.11
NC_007050	Staphylococcus phage 85	71	30	8.45
NC_023555	Edwardsiella phage eiAU-183	54	57	22.22
NC_003444	Enterobacteria phage SfV	53	99	33.96
NC_005905	Neodiprion sertifer nucleopolyhedrovirus	90	3	1.11
NC_002072	Streptococcus phage DT1	45	11	8.89
NC_016073	Salmonella phage SFP10	201	69	13.43
NC_028987	Acinetobacter phage vB_AbaM_IME200	52	19	15.38
NC_020104	Acanthamoeba polyphaga moumouvirus	894	1321	10.96
NC_015281	Synechococcus phage S-ShM2	230	647	33.91
NC_003225	White spot syndrome virus	177	31	2.26
NC_015296	Salmonella phage ViI	208	65	12.50
NC_023576	Citrobacter phage CR44b	57	58	21.05
NC_006966	Deerpox virus W-848-83	169	34	3.55
NC_019401	Cronobacter phage vB_CsaM_GAP32	545	802	14.68
NC_011183	Feldmannia species virus	150	149	10.67
NC_004831	Enterobacteria phage SP6	52	19	17.31
NC_021306	Mycobacterium phage Dumbo	147	124	9.52
NC_029311	Leporid alphaherpesvirus 4	79	25	2.53
NC_022341	Propionibacterium phage PHL113M01	44	5	9.09
NC_002628	Methanothermobacter phage psiM100	37	52	5.41
NC_004615	Staphylococcus phage 11	53	12	5.66
NC_016416	Grapevine leafroll-associated virus 4	6	1	16.67
NC_019917	Burkholderia virus Bcepmigl	75	54	24.00
NC_022768	Salmonella phage Maynard	200	76	13.50
NC_005258	Bacillus phage Bam35c	32	1	3.12
NC_022340	Propionibacterium phage PHL114L00	46	3	6.52
NC_023551	Enterococcus phage IME-EF4	60	14	13.33
NC_020849	Pseudoalteromonas phage pYD6-A	99	43	18.18
NC_006146	Macacine gammaherpesvirus 4	80	19	3.75
NC_002747	Lactococcus phage TP901-1	56	39	14.29
NC_022336	Propionibacterium phage PHL010M04	45	2	4.44
NC_023595	Enterococcus phage IME_EF3	69	16	11.59
NC_007923	Finch polyomavirus	6	2	33.33
NC_020480	Bacillus virus Finn	77	121	6.49
NC_004062	Phthorimaea operculella granulovirus	130	4	1.54
NC_017971	Pseudomonas phage tf	72	179	13.89
NC_005336	Orf virus	130	8	1.54
NC_014792	Escherichia phage vB_EcoM_VR7	293	98	8.53
NC_008367	Phormidium phage Pf-WMP4	45	1	2.22
NC_022085	Mycobacterium phage Goku	143	131	9.79
NC_001706	Lactococcus virus c2	39	5	2.56
NC_020879	Aeromonas phage Aes012	243	144	14.81
NC_018273	Leuconostoc phage Lmd1	40	1	2.50
NC_008361	Spodoptera frugiperda ascovirus 1a	123	10	4.88
NC_011614	Staphylococcus phage Ipla88	60	43	11.67
NC_007015	Ovine enzootic nasal tumor virus	4	1	25.00
NC_015157	Vibrio phage ICP1	230	57	6.52
NC_011344	Staphylococcus phage phi2958PVL	60	70	18.33
NC_016651	Rhodococcus phage RRH1	20	11	25.00
NC_001499	Abelson murine leukemia virus	3	3	33.33
NC_002194	Chlamydia phage 2	8	6	50.00
NC_002666	Lactococcus phage bIL285	62	37	9.68
NC_011289	Mycobacterium phage Ramsey	108	88	9.26
NC_011045	Enterobacteria phage 13a	55	66	21.82
NC_002169	Spodoptera exigua multiple nucleopolyhedrovirus	139	16	3.60
NC_021791	Cellulophaga phage phi12:1	64	25	15.62
NC_016166	Gordonia phage GTE7	103	12	2.91
NC_019931	Helicobacter phage KHP40	32	20	6.25
NC_020840	Tetraselmis viridis virus S20	55	30	18.18
NC_007046	Staphylococcus phage 66	27	1	3.70
NC_025436	Shewanella sp. phage 1/4	235	53	5.53
NC_007066	Staphylococcus virus G1	214	42	6.07
NC_023694	Rhodococcus phage ReqiPoco6	107	33	10.28
NC_008181	Micromonas pusilla reovirus	1	1	100.00
NC_008171	Micromonas pusilla reovirus	1	1	100.00
NC_011048	Bacillus virus phi29	27	19	3.70
NC_001503	Mouse mammary tumor virus	5	1	20.00
NC_022984	Mycobacterium phage Jovo	84	62	13.10
NC_022972	Arthrobacter phage vB_ArS-ArV2	68	82	10.29
NC_002668	Lactococcus phage bIL309	56	10	8.93
NC_020868	Vibrio phage VBP32	115	55	12.17
NC_007047	Staphylococcus phage 187	77	7	3.90
NC_023714	Mycobacterium phage LinStu	227	122	5.29
NC_004746	Lactococcus phage P335 sensu lato	49	25	6.12
NC_001900	Mycobacterium phage D29	79	36	13.92
NC_021782	Salmonella phage FSL SP-076	82	63	18.29
NC_007409	Acidianus two-tailed virus	72	5	1.39
NC_001447	Acholeplasma virus L2	14	2	7.14
NC_016162	Vibrio phage VCY-phi	11	1	9.09
NC_016569	Nocardia phage NBR1	68	21	5.88
NC_018174	Cucurbit chlorotic yellows virus	8	39	12.50
NC_025457	Acinetobacter phage vB_AbaP_Acibel007	53	28	18.87
NC_022328	Mycobacterium phage Adawi	98	23	7.14
NC_001844	Equid alphaherpesvirus 4	79	33	3.80
NC_023719	Bacillus virus G	675	1461	9.19
NC_005948	Vibrio phage Vf33	7	1	14.29
NC_022977	Mycobacterium phage Artemis2UCLA	102	76	14.71
NC_004584	Streptococcus phage 315.1	56	84	5.36
NC_024209	Mycobacterium phage Hawkeye	104	33	3.85
NC_021327	Halovirus HCTV-5	166	79	7.23
NC_022325	Mycobacterium phage Dylan	121	47	5.79
NC_005083	Vibrio phage KVP40	381	319	15.22
NC_028935	Escherichia phage SUSP2	131	42	12.21
NC_019924	Clostridium phage phi8074-B1	82	43	6.10
NC_011270	Mycobacterium phage Spud	222	120	5.41
NC_000866	Enterobacteria phage T4	278	80	11.87
NC_000924	Enterobacteria phage 933W	80	46	17.50
NC_019932	Erwinia phage ENT90	60	35	26.67
NC_019524	Enterobacter phage Enc34	80	41	26.25
NC_004333	Burkholderia virus Bcep781	66	42	12.12
NC_021773	Staphylococcus phage JS01	66	26	10.61
NC_013650	Mycobacterium phage ET08	218	121	5.96
NC_005832	Ambystoma tigrinum virus	95	94	11.58
NC_026014	Enterobacteria phage P88	53	89	32.08
NC_005261	Bovine alphaherpesvirus 5	70	29	4.29
NC_001416	Escherichia virus Lambda	73	38	17.81
NC_021901	Invertebrate iridovirus 22	167	169	8.38
NC_006548	Pseudomonas phage B3	59	14	11.86
NC_005856	Escherichia virus P1	110	217	11.82
NC_023575	Pseudomonas phage vB_PaeP_Tr60_Ab31	69	202	33.33
NC_013288	Ostreococcus tauri virus 1	230	951	43.04
NC_020845	Prochlorococcus phage MED4-213	216	691	31.94
NC_023608	Salmonella phage vB_SenS-Ent2	56	24	16.07
NC_010325	Pseudomonas phage LUZ24	68	156	20.59
NC_001875	Orgyia pseudotsugata multiple nucleopolyhedrovirus	152	19	2.63
NC_008198	Mycobacterium phage PBI1	81	35	4.94
NC_001421	Salmonella virus PRD1	31	12	6.45
NC_011132	Sputnik virophage	21	1	4.76
NC_016765	Pseudomonas phage PMG1	96	178	23.96
NC_022337	Propionibacterium phage PHL071N05	45	3	6.67
NC_018857	Bacillus phage BPS13	268	21	2.99
NC_002641	Meleagrid alphaherpesvirus 1	79	13	3.80
NC_024785	Acinetobacter phage YMC-13-01-C62	84	147	14.29
NC_011055	Mycobacterium phage Porky	147	124	9.52
NC_021800	Cellulophaga phage phi46:1	54	15	11.11
NC_022062	Mycobacterium phage Trouble	94	35	10.64
NC_006938	Phage phiJL001	90	96	24.44
NC_010191	Ostreococcus tauri virus OtV5	247	950	39.68
NC_002796	Lactococcus phage BK5-T	63	4	3.17
NC_022088	Bacillus phage Troll	289	105	4.50
NC_021347	Rhodococcus phage E3	220	111	5.91
NC_004586	Streptococcus phage 315.3	52	9	3.85
NC_024215	Lactococcus phage P078	78	1	1.28
NC_012662	Vibrio phage VP93	44	19	29.55
NC_021856	Bacillus phage phiNIT1	219	152	8.68
NC_015466	Roseobacter phage RDJL Phi 1	87	97	19.54
NC_024447	Pigeonpox virus	224	33	4.02
NC_021336	Bacillus phage MG-B1	42	6	9.52
NC_026017	Salmonella phage LSPA1	58	31	17.24
