Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_011273	Mycobacterium phage Myrna	229	160	7.86
NC_020858	Sulfitobacter phage pCB2047-A	72	203	25.00
NC_005859	Escherichia virus T5	162	183	24.07
AC_000190	Tree shrew adenovirus 1	36	2	2.78
NC_015463	Synechococcus phage S-CBS2	102	196	22.55
NC_002185	Streptococcus phage 7201	46	11	4.35
NC_019423	Escherichia phage IME11	91	29	19.78
NC_000935	Hamiltonella virus APSE1	54	100	20.37
NC_023570	Acinetobacter phage Petty	45	13	4.44
NC_002229	Gallid alphaherpesvirus 2	85	10	2.35
NC_011335	Diadromus pulchellus ascovirus 4a	119	183	10.08
NC_011613	Pseudomonas phage MP29	51	7	9.80
NC_020874	Prochlorococcus phage P-SSP3	53	59	26.42
NC_001408	Avian leukosis virus - RSA	3	1	33.33
NC_019486	Lactobacillus phage LF1	57	40	8.77
NC_025438	Mycobacterium phage Soto	98	15	7.14
NC_004166	Bacillus phage SPP1	97	166	9.28
NC_004777	Yersinia phage phiA1122	50	98	32.00
NC_008694	Yersinia phage Berlin	45	89	31.11
NC_023599	Bacillus phage phiCM3	56	46	10.71
NC_015289	Synechococcus phage S-SSM5	225	686	34.67
NC_008035	Antheraea pernyi nucleopolyhedrovirus	147	16	3.40
NC_019487	Bacillus phage SP-10	236	153	7.20
NC_016570	Escherichia phage Cba120	204	51	10.29
NC_019540	Salinivibrio phage CW02	70	75	25.71
NC_018086	Enterococcus phage BC611	87	31	8.05
NC_023573	Staphylococcus phage phiSA12	207	69	7.73
NC_001348	Human alphaherpesvirus 3	73	32	4.11
NC_022756	Lactobacillus phage J-1	63	19	12.70
NC_023709	Mycobacterium phage Wile	85	136	16.47
NC_003085	Myxococcus phage Mx8	86	106	18.60
NC_025427	Rhizobium phage vB_RleM_PPF1	94	20	10.64
NC_016770	Bacteroides phage B124-14	68	98	14.71
NC_004820	Bacillus phage phBC6A51	75	12	2.67
NC_015263	Lactococcus phage 949	154	115	8.44
NC_011810	Pseudomonas phage PB1	93	207	98.92
NC_017980	Clostridium phage phiCP7R	26	22	7.69
NC_004821	Bacillus phage phBC6A52	49	13	6.12
NC_002519	Roseobacter phage SIO1	32	163	50.00
NC_001720	Fowl aviadenovirus A	39	5	2.56
NC_023697	Mycobacterium phage Babsiella	78	96	11.54
NC_004588	Streptococcus phage 315.5	55	7	9.09
NC_001413	Bovine immunodeficiency virus	5	1	20.00
NC_021854	Lactococcus phage jm3	52	16	3.85
NC_023711	Mycobacterium phage Oline	101	13	6.93
NC_011702	Grapevine leafroll-associated virus 10	7	2	14.29
NC_007448	Grapevine leafroll-associated virus 2	9	46	11.11
NC_009334	Human herpesvirus 4 type 2	80	22	3.75
NC_023581	Acinetobacter phage Presley	95	58	9.47
NC_001867	Walleye dermal sarcoma virus	6	2	16.67
NC_020474	Elephantid betaherpesvirus 1	113	5	0.88
NC_023702	Mycobacterium phage Kugel	95	36	9.47
NC_019704	Enterobacteria phage mEp237	63	27	17.46
NC_001650	Equid gammaherpesvirus 2	78	43	5.13
NC_019782	Lactobacillus phage phiAQ113	56	17	14.29
NC_015230	Maverick-related virus strain Spezl	20	2	5.00
NC_001954	Enterobacteria phage If1	10	12	30.00
NC_005822	Lactococcus phage phiLC3	51	7	5.88
NC_025464	Synechococcus phage S-CBP4	46	135	23.91
NC_019722	Vibrio phage vB_VpaM_MAR	62	60	27.42
NC_020835	Prochlorococcus phage P-SSP10	49	35	24.49
NC_002167	Escherichia virus HK97	61	87	24.59
NC_007767	Hyphantria cunea nucleopolyhedrovirus	148	17	4.05
NC_014766	Ostreococcus lucimarinus virus 1	250	714	30.40
NC_022966	Pseudomonas phage PAK_P5	164	88	12.80
NC_021858	Pandoravirus dulcis	1487	778	3.23
NC_009234	Burkholderia virus phiE202	48	32	43.75
NC_002512	Rat cytomegalovirus Maastricht	167	4	1.20
NC_002014	Enterobacteria phage Ike	10	13	20.00
NC_002486	Staphylococcus prophage phiPV83	65	35	12.31
NC_021299	Mycobacterium phage PegLeg	138	57	12.32
NC_015568	Clostridium phage phiCD38-2	55	6	5.45
NC_008720	Escherichia phage N4	72	38	29.17
NC_024383	Listeria phage LP-083-2	189	65	8.47
NC_009760	Bacillus phage 0305phi8-36	246	349	6.50
NC_008293	Clanis bilineata nucleopolyhedrovirus	129	12	3.88
NC_007055	Staphylococcus phage 37	70	13	8.57
NC_021300	Pseudoalteromonas phage RIO-1	56	52	23.21
NC_019444	Synechococcus phage ACG-2014c	225	601	32.89
NC_025443	Salmonella phage 9NA	84	46	10.71
NC_009821	Enterobacteria phage Phi1	276	62	8.33
NC_011038	Yersinia phage Yepe2	46	85	28.26
NC_016763	Salmonella phage SE2	61	33	14.75
NC_003157	Temperate phage phiNIH1.1	56	79	14.29
NC_021248	Choristoneura biennis entomopoxvirus	334	36	3.29
NC_019520	Escherichia phage phiKT	31	21	29.03
NC_021297	Mycobacterium phage PattyP	92	68	13.04
NC_023742	Mycobacterium phage Akoma	104	50	8.65
NC_004066	Lactococcus phage ul36	61	14	9.84
NC_024378	Leuconostoc phage phiLNTR3	41	5	2.44
NC_010155	Acidianus filamentous virus 3	68	6	2.94
NC_011611	Pseudomonas phage MP38	51	8	9.80
NC_006552	Pseudomonas phage F116	70	92	28.57
NC_012741	Enterobacteria phage JS10	265	80	9.81
NC_024214	Lactococcus phage P162	82	3	3.66
NC_014321	Hyperthermophilic Archaeal Virus 2	15	2	13.33
NC_022917	Ralstonia phage RSB3	50	15	10.00
NC_005340	Salmonella virus PsP3	42	25	33.33
NC_015292	Erwinia phage phiEa104	118	65	12.71
NC_021855	Lactococcus phage phi7	57	20	1.75
NC_011057	Mycobacterium phage Phaedrus	98	46	8.16
NC_004348	Salmonella phage ST64T	65	72	23.08
NC_009231	Clostridium virus phiC2	82	27	6.10
NC_023691	Mycobacterium phage Patience	109	37	2.75
NC_023739	Mycobacterium phage BillKnuckles	86	31	11.63
NC_014660	Acinetobacter phage Ac42	255	99	10.59
NC_014901	Mycobacterium phage Wee	108	54	5.56
NC_009898	Paramecium bursaria Chlorella virus NY2A	886	761	7.56
NC_018274	Pseudomonas phage MP42	53	10	13.21
NC_001414	Bovine leukemia virus	6	1	16.67
NC_012740	Escherichia phage JSE	277	60	9.39
NC_005284	Burkholderia virus phi1026b	83	125	27.71
NC_007065	Staphylococcus phage X2	77	52	9.09
NC_004667	Grapevine leafroll-associated virus 3	12	52	8.33
NC_019910	Salmonella phage SKML-39	208	63	11.54
NC_008464	Stx2-converting phage 86	81	72	16.05
NC_005356	Staphylococcus phage 77	69	17	7.25
NC_002667	Lactococcus phage bIL286	61	12	6.56
NC_004927	Halovirus HF1	102	34	4.90
NC_007022	Aeromonas virus 31	247	232	13.36
NC_009804	Thermus phage P7426	116	136	6.03
NC_021471	Halovirus HSTV-1	53	5	1.89
NC_021785	Listeria phage LP-110	113	35	4.42
NC_009992	Plum bark necrosis stem pitting-associated virus	7	22	14.29
NC_022746	Pseudomonas phage MPK6	50	5	6.00
NC_005886	Burkholderia phage BcepB1A	73	23	16.44
NC_005884	Pseudomonas phage PaP2	58	7	8.62
NC_024139	Escherichia phage vB_EcoS_FFH1	156	167	24.36
NC_020079	Escherichia phage phAPEC8	269	302	10.41
NC_019718	Enterobacteria phage vB_EcoS_Rogue1	74	31	6.76
NC_015209	Vibrio phage CTX	13	1	7.69
NC_020863	Vibrio phage PWH3a-P1	209	95	9.09
NC_014460	Staphylococcus phage Sap26	63	2	1.59
NC_023007	Bacillus phage vB_BanS-Tsamsa	272	191	7.72
NC_004687	Mycobacterium phage Bxz1	225	113	7.56
NC_004466	Pseudomonas phage PaP3	72	223	15.28
NC_018281	Staphylococcus phage Ipla5	66	38	9.09
NC_007061	Staphylococcus phage 29	67	15	1.49
NC_019446	Brucella phage Tb	58	102	32.76
NC_011056	Mycobacterium phage Kostya	143	125	9.09
NC_022749	Shigella phage SfIV	54	113	33.33
NC_012784	Staphylococcus phage phiPVL-CN125	65	18	9.23
NC_019452	Escherichia phage PhaxI	209	51	10.05
NC_015262	Clostridium phage phiCD6356	59	5	3.39
NC_008030	Nile crocodilepox virus	173	4	1.16
NC_001836	Little cherry virus 1	8	31	12.50
NC_005887	Burkholderia virus BcepC6B	46	130	45.65
NC_012910	Lettuce chlorosis virus	10	37	10.00
NC_022057	Mycobacterium phage Catdawg	128	46	4.69
NC_021530	Synechococcus phage S-CAM8	204	597	32.84
NC_016562	Campylobacter virus CPX	149	45	14.77
NC_021307	Mycobacterium phage Severus	80	147	18.75
NC_019911	Yersinia phage phi80-18	55	13	5.45
NC_026611	Edwardsiella phage GF-2	82	40	10.98
NC_013197	Thermus thermophilus bacteriophage P23-77	37	20	8.11
NC_022068	Mycobacterium phage Daenerys	102	96	8.82
NC_020852	Ostreococcus lucimarinus virus OlV5	251	753	28.69
NC_010147	Staphylococcus phage phiMR11	67	24	7.46
NC_022990	Zamilon virus	20	2	5.00
NC_018275	Salmonella phage vB_SemP_Emek	70	71	15.71
NC_009817	Lactococcus virus KSY1	130	7	3.08
NC_011044	Mycobacterium phage Nigel	94	29	8.51
NC_011019	Mycobacterium phage KBG	89	65	12.36
NC_009543	Xanthomonas phage Xop411	58	92	34.48
NC_019529	Vibrio phage pVp-1	157	117	15.29
NC_024124	Escherichia phage vB_EcoM_JS09	273	117	8.79
NC_022750	Enterobacteria phage fiAA91-ss	40	35	45.00
NC_008200	Mycobacterium phage PLot	89	41	6.74
NC_001724	Snakehead retrovirus	7	1	14.29
NC_001806	Human alphaherpesvirus 1	77	21	3.90
NC_005345	Streptomyces phage VWB	61	11	8.20
NC_001623	Autographa californica nucleopolyhedrovirus	156	22	6.41
NC_007805	Pseudomonas phage F10	63	135	25.40
NC_019928	Helicobacter phage KHP30	30	9	10.00
NC_023716	Mycobacterium virus Alma	96	127	11.46
NC_022772	Salmonella phage Marshall	205	49	10.24
NC_015249	Enterobacteria phage 285P	47	91	23.40
NC_020842	Cellulophaga phage phiST	104	145	12.50
NC_019454	Pantoea phage LIMElight	55	4	5.45
NC_004902	Xanthomonas phage Xp10	60	79	30.00
NC_019445	Escherichia phage TL-2011b	57	87	24.56
NC_018846	Escherichia phage P13374	79	36	17.72
NC_028894	Escherichia phage vB_EcoM_VR20	286	87	7.69
NC_025430	Escherichia phage vB_EcoM-ep3	51	130	39.22
NC_019408	Caulobacter virus Rogue	350	191	11.14
NC_008366	Strawberry chlorotic fleck-associated virus	10	33	10.00
NC_021532	Alteromonas phage vB_AmaP_AD45-P1	120	64	8.33
NC_010153	Acidianus filamentous virus 7	57	7	1.75
NC_011318	Clostridium phage phiCP39-O	62	37	14.52
NC_021324	Mycobacterium phage CASbig	97	57	11.34
NC_015252	Brochothrix phage NF5	58	39	15.52
NC_010116	Pseudomonas phage YuA	77	136	24.68
NC_025465	Enterococcus phage EfaCPT1	69	16	4.35
NC_001335	Mycobacterium phage L5	90	46	12.22
NC_001502	Moloney murine sarcoma virus	4	23	50.00
NC_007060	Staphylococcus phage 55	77	1	1.30
NC_004680	Mycobacterium phage Che8	112	33	5.36
NC_021799	Cellulophaga phage phi19:1	114	53	10.53
NC_022329	Mycobacterium phage PhrostyMug	97	59	8.25
NC_019929	Erwinia phage phiEaH2	262	63	2.67
NC_011588	Oryctes rhinoceros nudivirus	139	1	0.72
NC_024213	Bacillus phage Hakuna	294	17	2.72
NC_019420	Edwardsiella phage KF-1	48	45	6.25
NC_016657	Cyanophage 9515-10a	55	96	30.91
NC_009762	Staphylococcus phage tp310-2	67	60	14.93
NC_025451	Yersinia phage vB_YenP_AP5	45	84	24.44
NC_023603	Mycobacterium phage 39HC	100	27	6.00
NC_007054	Staphylococcus phage 47	65	62	16.92
NC_023578	Mycobacterium phage Oaker	92	17	3.26
NC_023564	Mycobacterium phage EagleEye	95	117	11.58
NC_021868	Streptococcus phage SPQS1	104	26	3.85
NC_022980	Brevibacillus phage Davies	94	25	8.51
NC_020083	Serratia phage phiMAM1	198	62	14.14
NC_012697	Silicibacter phage DSS3phi2	81	61	19.75
NC_001514	Squirrel monkey retrovirus	4	1	25.00
NC_011290	Mycobacterium phage Gumball	88	41	6.82
NC_022061	Mycobacterium phage KayaCho	95	33	6.32
NC_000867	Pseudoalteromonas phage PM2	22	1	4.55
NC_022974	Pseudomonas phage CHA_P1	166	83	12.05
NC_008724	Acanthocystis turfacea Chlorella virus 1	860	824	7.79
NC_023562	Mycobacterium phage BellusTerra	89	152	16.85
NC_024147	Mycobacterium phage ZoeJ	92	33	10.87
NC_004665	Pseudomonad phage gh-1	42	66	26.19
NC_022769	Bacillus phage BigBertha	291	111	3.78
NC_019404	Escherichia phage vB_Eco_ACG-M12	78	37	11.54
NC_001956	Vibrio phage fs2	9	10	33.33
NC_018839	Propionibacterium phage P14.4	47	8	8.51
NC_005355	Lactobacillus prophage Lj965	46	3	4.35
NC_004617	Staphylococcus phage 13	49	18	8.16
NC_023692	Mycobacterium phage BigNuz	82	59	7.32
NC_025257	Erinnyis ello granulovirus	130	5	2.31
NC_007653	Papiine alphaherpesvirus 2	75	32	2.67
NC_028672	Cronobacter phage PBES 02	270	127	10.37
NC_010179	Lactobacillus prophage Lj771	56	42	5.36
NC_005260	Aeromonas virus Aeh1	352	141	8.52
NC_009551	Phormidium phage Pf-WMP3	41	40	14.63
NC_022985	Mycobacterium phage Zaka	101	110	13.86
NC_021864	Puniceispirillum phage HMO-2011	74	618	55.41
NC_024446	Penguinpox virus	242	45	2.89
NC_010463	Salmonella phage Fels-2	47	41	38.30
NC_017674	Pseudomonas phage JG024	93	207	93.55
NC_023442	Buzura suppressaria nucleopolyhedrovirus	127	12	4.72
NC_006356	Flavobacterium phage 11b	65	95	29.23
NC_009604	Burkholderia virus BcepNY3	70	31	11.43
NC_024788	Bacillus phage Riley	290	124	4.14
NC_005131	Ralstonia phage p12J	9	2	11.11
NC_019705	Enterobacteria phage mEpX2	67	112	29.85
NC_022056	Mycobacterium phage Hamulus	105	68	7.62
NC_006945	Bacillus phage GIL16c	31	1	3.23
NC_015210	Tsukamurella phage TPA2	78	20	3.85
NC_024792	Bacillus phage Bobb	247	145	7.69
NC_005342	Burkholderia virus Bcep43	65	38	15.38
NC_019407	Caulobacter virus Magneto	347	177	8.93
NC_013697	Deftia phage phiW-14	236	197	8.05
NC_016566	Shigella phage EP23	57	45	15.79
NC_011103	Rhizobium phage 16-3	110	143	17.27
NC_007291	Escherichia phage Jk06	82	27	6.10
NC_007501	Lactobacillus phage Lc-Nu	51	52	11.76
NC_020856	Sulfitobacter phage pCB2047-C	73	201	23.29
NC_018271	Nonlabens phage P12024S	59	136	38.98
NC_021328	Halovirus HGTV-1	281	165	4.63
NC_023856	Salmonella phage vB_SalM_SJ2	197	48	10.66
NC_023743	Escherichia phage EB49	74	62	13.51
NC_007058	Staphylococcus phage ROSA	74	11	6.76
NC_016436	Grapevine leafroll-associated virus 7	10	36	10.00
NC_009819	Streptococcus phage P9	53	80	13.21
NC_009763	Staphylococcus phage tp310-3	58	15	5.17
NC_022052	Mycobacterium phage Whirlwind	128	58	11.72
NC_021333	Phaeocystis globosa virus virophage	16	8	25.00
NC_025442	Salmonella phage Chi	75	39	14.67
NC_022970	Pseudomonas phage PAK_P3	165	85	12.73
NC_015284	Prochlorococcus phage P-HM2	242	631	27.69
NC_001659	African swine fever virus	152	17	3.29
NC_015326	Lausannevirus	444	213	5.63
NC_019726	Staphylococcus phage JD007	217	67	6.91
NC_021860	Lactococcus phage jm2	59	24	3.39
NC_019406	Caulobacter phage CcrColossus	448	369	10.49
NC_019933	Xanthomonas phage CP1	47	44	27.66
NC_006953	Listonella phage phiHSIC	47	34	14.89
NC_005135	Aeromonas virus 44RR2	252	230	12.70
NC_002649	Bacillus virus GA1	35	1	2.86
NC_022753	Mycobacterium phage Fredward	103	65	8.74
NC_017826	Equid alphaherpesvirus 8	81	35	2.47
NC_021320	Halovirus HRTV-5	118	22	5.08
NC_019542	Pectobacterium phage PP1	48	32	18.75
NC_023613	Invertebrate iridovirus 25	177	178	11.30
NC_020859	Synechococcus phage S-RIM2 R1_1999	210	589	35.24
NC_019530	Salmonella phage Sh19	166	56	13.86
NC_019403	Enterobacteria phage vB_EcoP_ACG-C91	56	28	14.29
NC_021865	Paenibacillus phage phiIBB_Pl23	68	27	11.76
NC_004313	Salmonella phage ST64B	56	101	26.79
NC_024123	Pseudomonas phage KPP25	88	124	14.77
NC_016659	Cyanophage NATL2A-133	62	67	19.35
NC_021556	Mycobacterium phage Leo	59	33	10.17
NC_017973	Mycobacterium phage SWU1	94	40	13.83
NC_024786	Escherichia phage vB_EcoP_PhAPEC5	83	30	22.89
NC_006998	Vaccinia virus	223	98	3.14
NC_014036	Klebsiella phage KP15	258	117	13.57
NC_009899	Paramecium bursaria Chlorella virus AR158	814	927	7.74
NC_021529	Vibrio phage nt-1	405	267	12.84
NC_021852	Lactococcus phage P680	49	23	4.08
NC_006557	Bacillus phage BCJA1c	58	42	6.90
NC_009237	Burkholderia virus phiE255	55	66	20.00
NC_001901	Escherichia virus N15	60	36	21.67
NC_006273	Human betaherpesvirus 5	169	2	0.59
NC_019935	Pseudomonas phage KPP12	88	203	96.59
NC_010356	Glossina pallidipes salivary gland hypertrophy virus	160	29	1.25
NC_012418	Pseudomonas phage phikF77	53	5	5.66
NC_022091	Pseudomonas phage MPK7	53	5	5.66
NC_017978	Clostridium phage PhiS63	43	22	6.98
NC_014567	Saimiriine alphaherpesvirus 1	70	26	2.86
NC_031001	Gordonia phage Terapin	97	56	7.22
NC_016653	Rhodococcus phage RER2	66	83	13.64
NC_017983	Salisaeta icosahedral phage 1	57	44	7.02
NC_020862	Sulfitobacter phage phiCB2047-B	75	65	22.67
NC_021538	Mycobacterium phage Job42	106	36	8.49
NC_028925	Escherichia phage vB_EcoM_VR25	293	82	8.53
NC_002661	Staphylococcus phage Slt	61	20	9.84
NC_007024	Xanthomonas phage Xp15	84	81	15.48
NC_010391	Salmonella phage Fels-1	52	78	19.23
NC_024380	Leuconostoc phage phiLN6B	39	2	2.56
NC_001350	Saimiriine gammaherpesvirus 2	76	35	6.58
NC_010807	Salmonella phage phiSG-JL2	55	104	21.82
NC_019489	Lactobacillus phage Sha1	58	4	5.17
NC_021246	Mythimna separata entomopoxvirus 'L'	306	16	2.29
NC_026922	Lambdina fiscellaria nucleopolyhedrovirus	137	59	5.11
NC_019923	Pseudomonas phage AF	65	132	26.15
NC_011267	Mycobacterium phage Solon	86	44	9.30
NC_023727	Mycobacterium phage Vista	101	15	6.93
NC_023700	Pseudomonas phage PA1phi	51	7	9.80
NC_018853	Streptomyce phage TG1	54	49	18.52
NC_014649	Acanthamoeba polyphaga mimivirus	979	1434	10.21
NC_004778	Choristoneura fumiferana multiple nucleopolyhedrovirus	146	14	2.74
NC_024140	Pseudomonas phage vB_PaeP_C2-10_Ab09	83	33	16.87
NC_024356	Enterococcus phage IME-EFm1	70	13	5.71
NC_010576	Lactococcus phage 1706	76	4	3.95
NC_008515	Enterobacteria phage RB32	270	72	7.78
NC_009333	Human gammaherpesvirus 8	86	39	5.81
NC_023735	Rhodococcus phage ReqiPepy6	107	24	6.54
NC_022335	Propionibacterium phage PHL067M10	45	5	6.67
NC_008211	Ranid herpesvirus 1	132	6	0.76
NC_015584	Mycobacterium phage Faith1	129	37	10.08
NC_007902	Sodalis phage phiSG1	47	75	25.53
NC_016563	Bacillus phage W.Ph.	274	34	3.65
NC_024137	Bacillus phage Bcp1	229	153	6.11
NC_022981	Mycobacterium phage HufflyPuff	146	145	10.96
NC_022070	Mycobacterium phage Wheeler	96	52	11.46
NC_024369	Vibrio phage X29	67	124	17.91
NC_003216	Listeria phage A118	72	13	6.94
NC_024360	Listeria phage LMSP-25	187	65	8.02
NC_022764	Bacillus phage Page	50	59	10.00
NC_022776	Streptococcus phage TP-778L	52	16	3.85
NC_023572	Mycobacterium phage MichelleMyBell	70	68	11.43
NC_019711	Enterobacteria phage HK629	69	58	27.54
NC_020864	Micromonas pusilla virus 12T	253	763	28.46
NC_025439	Idiomarinaceae phage 1N2-2	56	134	28.57
NC_002669	Lactococcus phage bIL310	29	2	6.90
NC_018840	Propionibacterium phage P100_1	47	7	8.51
NC_007341	Tomato chlorosis virus	9	17	11.11
NC_007050	Staphylococcus phage 85	71	40	9.86
NC_023555	Edwardsiella phage eiAU-183	54	63	25.93
NC_003444	Enterobacteria phage SfV	53	85	33.96
NC_005905	Neodiprion sertifer nucleopolyhedrovirus	90	2	1.11
NC_002072	Streptococcus phage DT1	45	7	6.67
NC_016073	Salmonella phage SFP10	201	54	10.45
NC_028987	Acinetobacter phage vB_AbaM_IME200	52	17	7.69
NC_020104	Acanthamoeba polyphaga moumouvirus	894	1363	11.30
NC_015281	Synechococcus phage S-ShM2	230	492	32.17
NC_003225	White spot syndrome virus	177	37	2.82
NC_015296	Salmonella phage ViI	208	47	10.58
NC_023576	Citrobacter phage CR44b	57	83	29.82
NC_006966	Deerpox virus W-848-83	169	40	3.55
NC_019401	Cronobacter phage vB_CsaM_GAP32	545	700	13.58
NC_011183	Feldmannia species virus	150	137	8.67
NC_004831	Enterobacteria phage SP6	52	21	11.54
NC_021306	Mycobacterium phage Dumbo	147	150	9.52
NC_029311	Leporid alphaherpesvirus 4	79	29	2.53
NC_022341	Propionibacterium phage PHL113M01	44	8	9.09
NC_002628	Methanothermobacter phage psiM100	37	60	8.11
NC_004615	Staphylococcus phage 11	53	18	3.77
NC_016416	Grapevine leafroll-associated virus 4	6	4	16.67
NC_019917	Burkholderia virus Bcepmigl	75	80	29.33
NC_022517	Baboon endogenous virus strain M7	3	1	33.33
NC_022768	Salmonella phage Maynard	200	49	10.50
NC_005258	Bacillus phage Bam35c	32	1	3.12
NC_022340	Propionibacterium phage PHL114L00	46	7	6.52
NC_023551	Enterococcus phage IME-EF4	60	18	6.67
NC_020849	Pseudoalteromonas phage pYD6-A	99	37	14.14
NC_006146	Macacine gammaherpesvirus 4	80	20	3.75
NC_002747	Lactococcus phage TP901-1	56	36	10.71
NC_022336	Propionibacterium phage PHL010M04	45	5	8.89
NC_023595	Enterococcus phage IME_EF3	69	20	5.80
NC_002670	Lactococcus phage bIL311	22	1	4.55
NC_020480	Bacillus virus Finn	77	117	9.09
NC_004062	Phthorimaea operculella granulovirus	130	5	2.31
NC_017971	Pseudomonas phage tf	72	235	15.28
NC_005336	Orf virus	130	7	1.54
NC_014792	Escherichia phage vB_EcoM_VR7	293	89	8.87
NC_008367	Phormidium phage Pf-WMP4	45	1	2.22
NC_022085	Mycobacterium phage Goku	143	146	9.79
NC_001706	Lactococcus virus c2	39	2	2.56
NC_020879	Aeromonas phage Aes012	243	113	11.52
NC_018273	Leuconostoc phage Lmd1	40	2	2.50
NC_008361	Spodoptera frugiperda ascovirus 1a	123	10	4.88
NC_011614	Staphylococcus phage Ipla88	60	42	8.33
NC_007015	Ovine enzootic nasal tumor virus	4	1	25.00
NC_015157	Vibrio phage ICP1	230	35	6.09
NC_011344	Staphylococcus phage phi2958PVL	60	53	16.67
NC_016651	Rhodococcus phage RRH1	20	11	20.00
NC_001499	Abelson murine leukemia virus	3	4	33.33
NC_002666	Lactococcus phage bIL285	62	32	8.06
NC_011289	Mycobacterium phage Ramsey	108	95	7.41
NC_011045	Enterobacteria phage 13a	55	108	27.27
NC_002169	Spodoptera exigua multiple nucleopolyhedrovirus	139	18	2.88
NC_021791	Cellulophaga phage phi12:1	64	31	15.62
NC_016166	Gordonia phage GTE7	103	6	1.94
NC_019931	Helicobacter phage KHP40	32	19	9.38
NC_020840	Tetraselmis viridis virus S20	55	32	21.82
NC_025436	Shewanella sp. phage 1/4	235	70	6.38
NC_007066	Staphylococcus virus G1	214	46	8.41
NC_023694	Rhodococcus phage ReqiPoco6	107	25	8.41
NC_011048	Bacillus virus phi29	27	25	3.70
NC_022984	Mycobacterium phage Jovo	84	84	11.90
NC_022972	Arthrobacter phage vB_ArS-ArV2	68	115	10.29
NC_002668	Lactococcus phage bIL309	56	9	7.14
NC_020868	Vibrio phage VBP32	115	59	13.04
NC_007047	Staphylococcus phage 187	77	6	3.90
NC_023714	Mycobacterium phage LinStu	227	133	7.49
NC_004746	Lactococcus phage P335 sensu lato	49	22	4.08
NC_001900	Mycobacterium phage D29	79	55	15.19
NC_021782	Salmonella phage FSL SP-076	82	65	19.51
NC_007409	Acidianus two-tailed virus	72	10	2.78
NC_001447	Acholeplasma virus L2	14	4	7.14
NC_016569	Nocardia phage NBR1	68	20	5.88
NC_018174	Cucurbit chlorotic yellows virus	8	33	12.50
NC_025457	Acinetobacter phage vB_AbaP_Acibel007	53	16	7.55
NC_022328	Mycobacterium phage Adawi	98	27	8.16
NC_001844	Equid alphaherpesvirus 4	79	30	2.53
NC_023719	Bacillus virus G	675	1596	9.19
NC_022977	Mycobacterium phage Artemis2UCLA	102	110	13.73
NC_004584	Streptococcus phage 315.1	56	110	7.14
NC_024209	Mycobacterium phage Hawkeye	104	42	4.81
NC_021327	Halovirus HCTV-5	166	92	7.83
NC_022325	Mycobacterium phage Dylan	121	47	4.96
NC_005083	Vibrio phage KVP40	381	231	11.81
NC_028935	Escherichia phage SUSP2	131	43	11.45
NC_019924	Clostridium phage phi8074-B1	82	41	3.66
NC_011270	Mycobacterium phage Spud	222	130	8.56
NC_000866	Enterobacteria phage T4	278	53	6.83
NC_000924	Enterobacteria phage 933W	80	57	15.00
NC_019932	Erwinia phage ENT90	60	37	28.33
NC_019524	Enterobacter phage Enc34	80	32	13.75
NC_004333	Burkholderia virus Bcep781	66	39	15.15
NC_021773	Staphylococcus phage JS01	66	23	9.09
NC_013650	Mycobacterium phage ET08	218	129	7.80
NC_005832	Ambystoma tigrinum virus	95	93	9.47
NC_026014	Enterobacteria phage P88	53	70	32.08
NC_005261	Bovine alphaherpesvirus 5	70	29	2.86
NC_001416	Escherichia virus Lambda	73	48	20.55
NC_021901	Invertebrate iridovirus 22	167	182	12.57
NC_006548	Pseudomonas phage B3	59	7	6.78
NC_005856	Escherichia virus P1	110	270	13.64
NC_023575	Pseudomonas phage vB_PaeP_Tr60_Ab31	69	289	28.99
NC_013288	Ostreococcus tauri virus 1	230	719	33.48
NC_020845	Prochlorococcus phage MED4-213	216	646	29.63
NC_023608	Salmonella phage vB_SenS-Ent2	56	32	8.93
NC_010325	Pseudomonas phage LUZ24	68	215	22.06
NC_001875	Orgyia pseudotsugata multiple nucleopolyhedrovirus	152	17	3.29
NC_008198	Mycobacterium phage PBI1	81	41	7.41
NC_001421	Salmonella virus PRD1	31	11	3.23
NC_016765	Pseudomonas phage PMG1	96	204	17.71
NC_022337	Propionibacterium phage PHL071N05	45	6	8.89
NC_018857	Bacillus phage BPS13	268	28	2.99
NC_002641	Meleagrid alphaherpesvirus 1	79	10	2.53
NC_024785	Acinetobacter phage YMC-13-01-C62	84	149	10.71
NC_011055	Mycobacterium phage Porky	147	145	8.84
NC_021800	Cellulophaga phage phi46:1	54	28	12.96
NC_022062	Mycobacterium phage Trouble	94	46	11.70
NC_006938	Phage phiJL001	90	101	21.11
NC_010191	Ostreococcus tauri virus OtV5	247	702	30.77
NC_002796	Lactococcus phage BK5-T	63	8	3.17
NC_022088	Bacillus phage Troll	289	116	3.81
NC_021347	Rhodococcus phage E3	220	139	6.82
NC_004586	Streptococcus phage 315.3	52	6	5.77
NC_024215	Lactococcus phage P078	78	3	3.85
NC_012662	Vibrio phage VP93	44	9	9.09
NC_021856	Bacillus phage phiNIT1	219	167	9.13
NC_015466	Roseobacter phage RDJL Phi 1	87	108	21.84
NC_024447	Pigeonpox virus	224	44	3.57
NC_021336	Bacillus phage MG-B1	42	4	7.14
NC_001831	Bovine foamy virus	5	1	20.00
