Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_020858	Sulfitobacter phage pCB2047-A	72	155	23.61
NC_005859	Escherichia virus T5	162	161	21.60
AC_000190	Tree shrew adenovirus 1	36	2	2.78
NC_015463	Synechococcus phage S-CBS2	102	173	20.59
NC_002185	Streptococcus phage 7201	46	8	4.35
NC_019423	Escherichia phage IME11	91	24	19.78
NC_000935	Hamiltonella virus APSE1	54	87	22.22
NC_023570	Acinetobacter phage Petty	45	14	6.67
NC_002229	Gallid alphaherpesvirus 2	85	13	3.53
NC_011335	Diadromus pulchellus ascovirus 4a	119	159	8.40
NC_011613	Pseudomonas phage MP29	51	11	15.69
NC_020874	Prochlorococcus phage P-SSP3	53	51	30.19
NC_019486	Lactobacillus phage LF1	57	33	8.77
NC_025438	Mycobacterium phage Soto	98	19	7.14
NC_004166	Bacillus phage SPP1	97	164	7.22
NC_004777	Yersinia phage phiA1122	50	78	28.00
NC_008694	Yersinia phage Berlin	45	70	33.33
NC_023599	Bacillus phage phiCM3	56	39	8.93
NC_015289	Synechococcus phage S-SSM5	225	727	35.56
NC_008035	Antheraea pernyi nucleopolyhedrovirus	147	20	2.72
NC_019487	Bacillus phage SP-10	236	180	5.93
NC_016570	Escherichia phage Cba120	204	54	9.80
NC_007461	Chlamydia phage 4	8	6	37.50
NC_019540	Salinivibrio phage CW02	70	40	21.43
NC_018086	Enterococcus phage BC611	87	37	8.05
NC_023573	Staphylococcus phage phiSA12	207	62	6.28
NC_001348	Human alphaherpesvirus 3	73	47	4.11
NC_022756	Lactobacillus phage J-1	63	20	15.87
NC_023709	Mycobacterium phage Wile	85	81	17.65
NC_003085	Myxococcus phage Mx8	86	81	17.44
NC_025427	Rhizobium phage vB_RleM_PPF1	94	17	10.64
NC_016770	Bacteroides phage B124-14	68	92	10.29
NC_004820	Bacillus phage phBC6A51	75	17	4.00
NC_015263	Lactococcus phage 949	154	118	8.44
NC_011810	Pseudomonas phage PB1	93	216	98.92
NC_017980	Clostridium phage phiCP7R	26	19	7.69
NC_004821	Bacillus phage phBC6A52	49	10	6.12
NC_002519	Roseobacter phage SIO1	32	115	46.88
NC_001720	Fowl aviadenovirus A	39	6	2.56
NC_023697	Mycobacterium phage Babsiella	78	60	11.54
NC_004588	Streptococcus phage 315.5	55	8	10.91
NC_021854	Lactococcus phage jm3	52	16	1.92
NC_023711	Mycobacterium phage Oline	101	15	5.94
NC_011702	Grapevine leafroll-associated virus 10	7	4	14.29
NC_007448	Grapevine leafroll-associated virus 2	9	28	11.11
NC_009334	Human herpesvirus 4 type 2	80	19	2.50
NC_023581	Acinetobacter phage Presley	95	48	10.53
NC_020474	Elephantid betaherpesvirus 1	113	10	1.77
NC_023702	Mycobacterium phage Kugel	95	15	6.32
NC_019704	Enterobacteria phage mEp237	63	31	15.87
NC_001650	Equid gammaherpesvirus 2	78	50	6.41
NC_019782	Lactobacillus phage phiAQ113	56	25	8.93
NC_001954	Enterobacteria phage If1	10	4	10.00
NC_005822	Lactococcus phage phiLC3	51	7	7.84
NC_025464	Synechococcus phage S-CBP4	46	123	32.61
NC_019722	Vibrio phage vB_VpaM_MAR	62	41	25.81
NC_020835	Prochlorococcus phage P-SSP10	49	34	26.53
NC_002167	Escherichia virus HK97	61	99	21.31
NC_007767	Hyphantria cunea nucleopolyhedrovirus	148	18	3.38
NC_014766	Ostreococcus lucimarinus virus 1	250	634	31.20
NC_022966	Pseudomonas phage PAK_P5	164	51	6.71
NC_021858	Pandoravirus dulcis	1487	681	2.89
NC_009234	Burkholderia virus phiE202	48	17	22.92
NC_002512	Rat cytomegalovirus Maastricht	167	2	0.60
NC_001436	Human T-lymphotropic virus 1	6	1	16.67
NC_002014	Enterobacteria phage Ike	10	5	10.00
NC_002486	Staphylococcus prophage phiPV83	65	25	9.23
NC_021299	Mycobacterium phage PegLeg	138	43	9.42
NC_015568	Clostridium phage phiCD38-2	55	5	5.45
NC_008720	Escherichia phage N4	72	24	23.61
NC_024383	Listeria phage LP-083-2	189	59	7.41
NC_009760	Bacillus phage 0305phi8-36	246	321	5.69
NC_008293	Clanis bilineata nucleopolyhedrovirus	129	6	2.33
NC_007055	Staphylococcus phage 37	70	12	7.14
NC_021300	Pseudoalteromonas phage RIO-1	56	44	28.57
NC_019444	Synechococcus phage ACG-2014c	225	615	35.11
NC_025443	Salmonella phage 9NA	84	48	16.67
NC_009821	Enterobacteria phage Phi1	276	71	8.70
NC_011038	Yersinia phage Yepe2	46	65	30.43
NC_016763	Salmonella phage SE2	61	37	18.03
NC_003157	Temperate phage phiNIH1.1	56	66	12.50
NC_021248	Choristoneura biennis entomopoxvirus	334	31	2.40
NC_019520	Escherichia phage phiKT	31	23	38.71
NC_021297	Mycobacterium phage PattyP	92	38	10.87
NC_023742	Mycobacterium phage Akoma	104	31	5.77
NC_004066	Lactococcus phage ul36	61	7	6.56
NC_024378	Leuconostoc phage phiLNTR3	41	5	7.32
NC_010155	Acidianus filamentous virus 3	68	5	2.94
NC_011611	Pseudomonas phage MP38	51	6	9.80
NC_006552	Pseudomonas phage F116	70	79	21.43
NC_012741	Enterobacteria phage JS10	265	91	11.70
NC_024214	Lactococcus phage P162	82	1	1.22
NC_014321	Hyperthermophilic Archaeal Virus 2	15	1	6.67
NC_022917	Ralstonia phage RSB3	50	9	12.00
NC_005340	Salmonella virus PsP3	42	16	28.57
NC_015292	Erwinia phage phiEa104	118	48	8.47
NC_021855	Lactococcus phage phi7	57	24	1.75
NC_011057	Mycobacterium phage Phaedrus	98	30	6.12
NC_004348	Salmonella phage ST64T	65	63	15.38
NC_009231	Clostridium virus phiC2	82	38	7.32
NC_023691	Mycobacterium phage Patience	109	39	2.75
NC_023739	Mycobacterium phage BillKnuckles	86	27	11.63
NC_014660	Acinetobacter phage Ac42	255	95	12.16
NC_014901	Mycobacterium phage Wee	108	44	7.41
NC_009898	Paramecium bursaria Chlorella virus NY2A	886	683	10.05
NC_018274	Pseudomonas phage MP42	53	10	13.21
NC_001414	Bovine leukemia virus	6	1	16.67
NC_012740	Escherichia phage JSE	277	78	10.47
NC_005284	Burkholderia virus phi1026b	83	111	25.30
NC_007065	Staphylococcus phage X2	77	57	11.69
NC_004667	Grapevine leafroll-associated virus 3	12	29	8.33
NC_019910	Salmonella phage SKML-39	208	64	12.02
NC_008464	Stx2-converting phage 86	81	51	13.58
NC_005356	Staphylococcus phage 77	69	15	4.35
NC_002667	Lactococcus phage bIL286	61	6	4.92
NC_004927	Halovirus HF1	102	24	4.90
NC_007022	Aeromonas virus 31	247	208	12.55
NC_009804	Thermus phage P7426	116	135	7.76
NC_021471	Halovirus HSTV-1	53	5	1.89
NC_021785	Listeria phage LP-110	113	34	2.65
NC_009992	Plum bark necrosis stem pitting-associated virus	7	25	14.29
NC_022746	Pseudomonas phage MPK6	50	3	4.00
NC_005886	Burkholderia phage BcepB1A	73	30	24.66
NC_005884	Pseudomonas phage PaP2	58	2	3.45
NC_024139	Escherichia phage vB_EcoS_FFH1	156	149	21.15
NC_020079	Escherichia phage phAPEC8	269	226	7.06
NC_019718	Enterobacteria phage vB_EcoS_Rogue1	74	26	12.16
NC_015209	Vibrio phage CTX	13	1	7.69
NC_020863	Vibrio phage PWH3a-P1	209	78	7.66
NC_014460	Staphylococcus phage Sap26	63	1	1.59
NC_023007	Bacillus phage vB_BanS-Tsamsa	272	197	8.82
NC_004687	Mycobacterium phage Bxz1	225	112	4.89
NC_004466	Pseudomonas phage PaP3	72	140	15.28
NC_018281	Staphylococcus phage Ipla5	66	53	13.64
NC_007061	Staphylococcus phage 29	67	19	4.48
NC_019446	Brucella phage Tb	58	85	32.76
NC_011056	Mycobacterium phage Kostya	143	132	10.49
NC_022749	Shigella phage SfIV	54	108	25.93
NC_012784	Staphylococcus phage phiPVL-CN125	65	20	6.15
NC_019452	Escherichia phage PhaxI	209	48	9.57
NC_015262	Clostridium phage phiCD6356	59	6	1.69
NC_008030	Nile crocodilepox virus	173	5	0.58
NC_001836	Little cherry virus 1	8	29	12.50
NC_005887	Burkholderia virus BcepC6B	46	95	39.13
NC_012910	Lettuce chlorosis virus	10	46	10.00
NC_022057	Mycobacterium phage Catdawg	128	17	3.12
NC_021530	Synechococcus phage S-CAM8	204	631	35.78
NC_016562	Campylobacter virus CPX	149	58	11.41
NC_021307	Mycobacterium phage Severus	80	89	16.25
NC_019911	Yersinia phage phi80-18	55	9	10.91
NC_026611	Edwardsiella phage GF-2	82	48	18.29
NC_013197	Thermus thermophilus bacteriophage P23-77	37	7	8.11
NC_022068	Mycobacterium phage Daenerys	102	61	9.80
NC_020852	Ostreococcus lucimarinus virus OlV5	251	678	29.48
NC_010147	Staphylococcus phage phiMR11	67	28	8.96
NC_018275	Salmonella phage vB_SemP_Emek	70	78	14.29
NC_009817	Lactococcus virus KSY1	130	4	1.54
NC_011044	Mycobacterium phage Nigel	94	10	4.26
NC_011019	Mycobacterium phage KBG	89	38	8.99
NC_009543	Xanthomonas phage Xop411	58	108	36.21
NC_019529	Vibrio phage pVp-1	157	116	18.47
NC_024124	Escherichia phage vB_EcoM_JS09	273	134	8.79
NC_022750	Enterobacteria phage fiAA91-ss	40	24	32.50
NC_008200	Mycobacterium phage PLot	89	36	5.62
NC_001806	Human alphaherpesvirus 1	77	15	2.60
NC_005345	Streptomyces phage VWB	61	11	8.20
NC_001623	Autographa californica nucleopolyhedrovirus	156	15	3.21
NC_007805	Pseudomonas phage F10	63	116	14.29
NC_019928	Helicobacter phage KHP30	30	10	6.67
NC_023716	Mycobacterium virus Alma	96	74	11.46
NC_022772	Salmonella phage Marshall	205	45	10.24
NC_015249	Enterobacteria phage 285P	47	69	23.40
NC_020842	Cellulophaga phage phiST	104	160	12.50
NC_019454	Pantoea phage LIMElight	55	2	3.64
NC_004902	Xanthomonas phage Xp10	60	98	35.00
NC_019445	Escherichia phage TL-2011b	57	82	26.32
NC_018846	Escherichia phage P13374	79	22	12.66
NC_028894	Escherichia phage vB_EcoM_VR20	286	86	9.09
NC_025430	Escherichia phage vB_EcoM-ep3	51	118	33.33
NC_019408	Caulobacter virus Rogue	350	177	9.14
NC_008366	Strawberry chlorotic fleck-associated virus	10	28	10.00
NC_021532	Alteromonas phage vB_AmaP_AD45-P1	120	53	10.83
NC_010153	Acidianus filamentous virus 7	57	5	3.51
NC_011318	Clostridium phage phiCP39-O	62	35	14.52
NC_021324	Mycobacterium phage CASbig	97	26	9.28
NC_015252	Brochothrix phage NF5	58	36	12.07
NC_010116	Pseudomonas phage YuA	77	93	18.18
NC_025465	Enterococcus phage EfaCPT1	69	19	8.70
NC_001335	Mycobacterium phage L5	90	28	12.22
NC_001502	Moloney murine sarcoma virus	4	13	25.00
NC_007060	Staphylococcus phage 55	77	5	2.60
NC_004680	Mycobacterium phage Che8	112	36	6.25
NC_021799	Cellulophaga phage phi19:1	114	62	14.04
NC_022329	Mycobacterium phage PhrostyMug	97	23	8.25
NC_019929	Erwinia phage phiEaH2	262	57	1.53
NC_024213	Bacillus phage Hakuna	294	15	2.72
NC_019420	Edwardsiella phage KF-1	48	30	6.25
NC_016657	Cyanophage 9515-10a	55	68	27.27
NC_009762	Staphylococcus phage tp310-2	67	52	14.93
NC_025451	Yersinia phage vB_YenP_AP5	45	60	26.67
NC_023603	Mycobacterium phage 39HC	100	15	4.00
NC_007054	Staphylococcus phage 47	65	50	16.92
NC_023578	Mycobacterium phage Oaker	92	30	5.43
NC_023564	Mycobacterium phage EagleEye	95	68	10.53
NC_021868	Streptococcus phage SPQS1	104	33	3.85
NC_022980	Brevibacillus phage Davies	94	14	5.32
NC_020083	Serratia phage phiMAM1	198	61	11.11
NC_012697	Silicibacter phage DSS3phi2	81	29	14.81
NC_011290	Mycobacterium phage Gumball	88	36	5.68
NC_022061	Mycobacterium phage KayaCho	95	14	3.16
NC_000867	Pseudoalteromonas phage PM2	22	2	9.09
NC_022974	Pseudomonas phage CHA_P1	166	50	6.02
NC_008724	Acanthocystis turfacea Chlorella virus 1	860	771	9.88
NC_023562	Mycobacterium phage BellusTerra	89	83	14.61
NC_024147	Mycobacterium phage ZoeJ	92	20	6.52
NC_004665	Pseudomonad phage gh-1	42	47	28.57
NC_022769	Bacillus phage BigBertha	291	105	4.12
NC_019404	Escherichia phage vB_Eco_ACG-M12	78	39	14.10
NC_001956	Vibrio phage fs2	9	6	22.22
NC_018839	Propionibacterium phage P14.4	47	3	4.26
NC_005355	Lactobacillus prophage Lj965	46	3	4.35
NC_004617	Staphylococcus phage 13	49	20	8.16
NC_023692	Mycobacterium phage BigNuz	82	51	7.32
NC_025257	Erinnyis ello granulovirus	130	6	1.54
NC_007653	Papiine alphaherpesvirus 2	75	23	2.67
NC_028672	Cronobacter phage PBES 02	270	102	7.78
NC_010179	Lactobacillus prophage Lj771	56	35	5.36
NC_005260	Aeromonas virus Aeh1	352	141	9.66
NC_009551	Phormidium phage Pf-WMP3	41	27	7.32
NC_022985	Mycobacterium phage Zaka	101	63	13.86
NC_021864	Puniceispirillum phage HMO-2011	74	506	58.11
NC_024446	Penguinpox virus	242	42	3.31
NC_010463	Salmonella phage Fels-2	47	32	29.79
NC_017674	Pseudomonas phage JG024	93	212	93.55
NC_023442	Buzura suppressaria nucleopolyhedrovirus	127	6	2.36
NC_006356	Flavobacterium phage 11b	65	121	41.54
NC_009604	Burkholderia virus BcepNY3	70	39	18.57
NC_024788	Bacillus phage Riley	290	129	4.83
NC_019705	Enterobacteria phage mEpX2	67	94	22.39
NC_022056	Mycobacterium phage Hamulus	105	46	8.57
NC_015210	Tsukamurella phage TPA2	78	12	8.97
NC_024792	Bacillus phage Bobb	247	147	8.10
NC_005342	Burkholderia virus Bcep43	65	49	21.54
NC_019407	Caulobacter virus Magneto	347	162	9.22
NC_013697	Deftia phage phiW-14	236	175	9.32
NC_016566	Shigella phage EP23	57	43	21.05
NC_011103	Rhizobium phage 16-3	110	150	32.73
NC_023550	Staphylococcus phage GRCS	21	1	4.76
NC_007291	Escherichia phage Jk06	82	24	9.76
NC_007501	Lactobacillus phage Lc-Nu	51	41	9.80
NC_020856	Sulfitobacter phage pCB2047-C	73	155	23.29
NC_018271	Nonlabens phage P12024S	59	174	45.76
NC_021328	Halovirus HGTV-1	281	173	5.34
NC_023856	Salmonella phage vB_SalM_SJ2	197	43	9.14
NC_023743	Escherichia phage EB49	74	61	16.22
NC_007058	Staphylococcus phage ROSA	74	8	5.41
NC_016436	Grapevine leafroll-associated virus 7	10	32	10.00
NC_009819	Streptococcus phage P9	53	71	15.09
NC_009763	Staphylococcus phage tp310-3	58	19	5.17
NC_022052	Mycobacterium phage Whirlwind	128	39	7.81
NC_021333	Phaeocystis globosa virus virophage	16	4	25.00
NC_025442	Salmonella phage Chi	75	31	9.33
NC_022970	Pseudomonas phage PAK_P3	165	51	6.67
NC_015284	Prochlorococcus phage P-HM2	242	648	26.45
NC_001659	African swine fever virus	152	13	3.95
NC_015326	Lausannevirus	444	195	4.50
NC_019726	Staphylococcus phage JD007	217	60	5.07
NC_021860	Lactococcus phage jm2	59	24	1.69
NC_019406	Caulobacter phage CcrColossus	448	332	8.93
NC_019933	Xanthomonas phage CP1	47	55	27.66
NC_006953	Listonella phage phiHSIC	47	33	14.89
NC_005135	Aeromonas virus 44RR2	252	204	11.51
NC_002649	Bacillus virus GA1	35	1	2.86
NC_022753	Mycobacterium phage Fredward	103	38	7.77
NC_017826	Equid alphaherpesvirus 8	81	32	2.47
NC_021320	Halovirus HRTV-5	118	19	4.24
NC_019542	Pectobacterium phage PP1	48	15	12.50
NC_023613	Invertebrate iridovirus 25	177	187	9.60
NC_020859	Synechococcus phage S-RIM2 R1_1999	210	642	34.29
NC_019530	Salmonella phage Sh19	166	55	13.25
NC_019403	Enterobacteria phage vB_EcoP_ACG-C91	56	18	12.50
NC_021865	Paenibacillus phage phiIBB_Pl23	68	29	10.29
NC_004313	Salmonella phage ST64B	56	98	23.21
NC_008094	Y73 sarcoma virus	1	1	100.00
NC_024123	Pseudomonas phage KPP25	88	79	13.64
NC_016659	Cyanophage NATL2A-133	62	43	14.52
NC_021556	Mycobacterium phage Leo	59	22	6.78
NC_017973	Mycobacterium phage SWU1	94	22	10.64
NC_024786	Escherichia phage vB_EcoP_PhAPEC5	83	30	22.89
NC_006998	Vaccinia virus	223	99	4.04
NC_014036	Klebsiella phage KP15	258	122	11.63
NC_009899	Paramecium bursaria Chlorella virus AR158	814	826	10.81
NC_021529	Vibrio phage nt-1	405	235	12.10
NC_021852	Lactococcus phage P680	49	24	4.08
NC_006557	Bacillus phage BCJA1c	58	32	10.34
NC_009237	Burkholderia virus phiE255	55	46	20.00
NC_001901	Escherichia virus N15	60	35	21.67
NC_006273	Human betaherpesvirus 5	169	6	1.18
NC_019935	Pseudomonas phage KPP12	88	205	96.59
NC_010356	Glossina pallidipes salivary gland hypertrophy virus	160	40	1.88
NC_012418	Pseudomonas phage phikF77	53	4	5.66
NC_022091	Pseudomonas phage MPK7	53	3	3.77
NC_015505	Banana streak UM virus	3	2	33.33
NC_017978	Clostridium phage PhiS63	43	15	4.65
NC_014567	Saimiriine alphaherpesvirus 1	70	24	2.86
NC_009987	Spiroplasma virus SkV1CR23x	13	1	7.69
NC_031001	Gordonia phage Terapin	97	48	6.19
NC_016653	Rhodococcus phage RER2	66	45	10.61
NC_017983	Salisaeta icosahedral phage 1	57	34	5.26
NC_020862	Sulfitobacter phage phiCB2047-B	75	42	17.33
NC_021538	Mycobacterium phage Job42	106	34	5.66
NC_028925	Escherichia phage vB_EcoM_VR25	293	76	8.53
NC_001741	Chlamydia virus Chp1	12	2	8.33
NC_002661	Staphylococcus phage Slt	61	20	11.48
NC_007024	Xanthomonas phage Xp15	84	52	17.86
NC_010391	Salmonella phage Fels-1	52	57	17.31
NC_024380	Leuconostoc phage phiLN6B	39	3	5.13
NC_001350	Saimiriine gammaherpesvirus 2	76	33	6.58
NC_010807	Salmonella phage phiSG-JL2	55	72	23.64
NC_019489	Lactobacillus phage Sha1	58	8	6.90
NC_021246	Mythimna separata entomopoxvirus 'L'	306	10	1.96
NC_026922	Lambdina fiscellaria nucleopolyhedrovirus	137	44	5.11
NC_021569	Stenotrophomonas phage SMA7	10	1	10.00
NC_019923	Pseudomonas phage AF	65	84	23.08
NC_011267	Mycobacterium phage Solon	86	21	8.14
NC_023727	Mycobacterium phage Vista	101	18	6.93
NC_023700	Pseudomonas phage PA1phi	51	11	15.69
NC_018853	Streptomyce phage TG1	54	33	12.96
NC_014649	Acanthamoeba polyphaga mimivirus	979	1243	9.81
NC_004778	Choristoneura fumiferana multiple nucleopolyhedrovirus	146	14	2.05
NC_024140	Pseudomonas phage vB_PaeP_C2-10_Ab09	83	24	10.84
NC_024356	Enterococcus phage IME-EFm1	70	19	7.14
NC_010576	Lactococcus phage 1706	76	5	3.95
NC_008515	Enterobacteria phage RB32	270	90	8.52
NC_009333	Human gammaherpesvirus 8	86	38	4.65
NC_023735	Rhodococcus phage ReqiPepy6	107	30	3.74
NC_022335	Propionibacterium phage PHL067M10	45	2	2.22
NC_008211	Ranid herpesvirus 1	132	7	0.76
NC_015584	Mycobacterium phage Faith1	129	23	6.98
NC_007902	Sodalis phage phiSG1	47	72	21.28
NC_016563	Bacillus phage W.Ph.	274	31	3.65
NC_024137	Bacillus phage Bcp1	229	146	7.42
NC_022981	Mycobacterium phage HufflyPuff	146	144	9.59
NC_022070	Mycobacterium phage Wheeler	96	23	7.29
NC_024369	Vibrio phage X29	67	92	16.42
NC_003216	Listeria phage A118	72	13	9.72
NC_024360	Listeria phage LMSP-25	187	59	6.95
NC_022764	Bacillus phage Page	50	35	14.00
NC_022776	Streptococcus phage TP-778L	52	18	9.62
NC_023572	Mycobacterium phage MichelleMyBell	70	51	8.57
NC_019711	Enterobacteria phage HK629	69	44	14.49
NC_020864	Micromonas pusilla virus 12T	253	702	28.06
NC_025439	Idiomarinaceae phage 1N2-2	56	130	26.79
NC_002669	Lactococcus phage bIL310	29	2	6.90
NC_018840	Propionibacterium phage P100_1	47	2	2.13
NC_007341	Tomato chlorosis virus	9	11	11.11
NC_007050	Staphylococcus phage 85	71	40	11.27
NC_023555	Edwardsiella phage eiAU-183	54	52	20.37
NC_003444	Enterobacteria phage SfV	53	83	26.42
NC_005905	Neodiprion sertifer nucleopolyhedrovirus	90	2	2.22
NC_002072	Streptococcus phage DT1	45	8	11.11
NC_016073	Salmonella phage SFP10	201	50	9.45
NC_028987	Acinetobacter phage vB_AbaM_IME200	52	16	11.54
NC_020104	Acanthamoeba polyphaga moumouvirus	894	1159	10.29
NC_015281	Synechococcus phage S-ShM2	230	553	34.35
NC_003225	White spot syndrome virus	177	34	1.69
NC_015296	Salmonella phage ViI	208	44	9.13
NC_023576	Citrobacter phage CR44b	57	87	28.07
NC_006966	Deerpox virus W-848-83	169	32	2.96
NC_019401	Cronobacter phage vB_CsaM_GAP32	545	602	13.58
NC_011183	Feldmannia species virus	150	103	8.00
NC_004831	Enterobacteria phage SP6	52	13	11.54
NC_021306	Mycobacterium phage Dumbo	147	139	8.84
NC_001403	Fujinami sarcoma virus	1	1	100.00
NC_003793	Spiroplasma phage 1-C74	13	1	7.69
NC_029311	Leporid alphaherpesvirus 4	79	25	2.53
NC_022341	Propionibacterium phage PHL113M01	44	2	2.27
NC_002628	Methanothermobacter phage psiM100	37	58	8.11
NC_004615	Staphylococcus phage 11	53	27	3.77
NC_016416	Grapevine leafroll-associated virus 4	6	5	16.67
NC_019917	Burkholderia virus Bcepmigl	75	73	22.67
NC_022517	Baboon endogenous virus strain M7	3	1	33.33
NC_022768	Salmonella phage Maynard	200	45	10.50
NC_022340	Propionibacterium phage PHL114L00	46	2	2.17
NC_023551	Enterococcus phage IME-EF4	60	20	10.00
NC_020849	Pseudoalteromonas phage pYD6-A	99	32	13.13
NC_006146	Macacine gammaherpesvirus 4	80	17	2.50
NC_002747	Lactococcus phage TP901-1	56	36	10.71
NC_022336	Propionibacterium phage PHL010M04	45	1	2.22
NC_023595	Enterococcus phage IME_EF3	69	22	10.14
NC_020480	Bacillus virus Finn	77	99	6.49
NC_004062	Phthorimaea operculella granulovirus	130	3	1.54
NC_017971	Pseudomonas phage tf	72	156	15.28
NC_005336	Orf virus	130	8	1.54
NC_014792	Escherichia phage vB_EcoM_VR7	293	91	9.90
NC_008367	Phormidium phage Pf-WMP4	45	5	6.67
NC_022085	Mycobacterium phage Goku	143	146	9.79
NC_001706	Lactococcus virus c2	39	9	5.13
NC_020879	Aeromonas phage Aes012	243	113	13.99
NC_018273	Leuconostoc phage Lmd1	40	3	5.00
NC_008361	Spodoptera frugiperda ascovirus 1a	123	10	4.88
NC_011614	Staphylococcus phage Ipla88	60	43	8.33
NC_015157	Vibrio phage ICP1	230	24	5.22
NC_011344	Staphylococcus phage phi2958PVL	60	56	20.00
NC_016651	Rhodococcus phage RRH1	20	4	15.00
NC_001499	Abelson murine leukemia virus	3	1	33.33
NC_002194	Chlamydia phage 2	8	5	37.50
NC_002666	Lactococcus phage bIL285	62	40	9.68
NC_011289	Mycobacterium phage Ramsey	108	82	6.48
NC_011045	Enterobacteria phage 13a	55	78	25.45
NC_002169	Spodoptera exigua multiple nucleopolyhedrovirus	139	6	2.16
NC_021791	Cellulophaga phage phi12:1	64	33	17.19
NC_016166	Gordonia phage GTE7	103	7	2.91
NC_019931	Helicobacter phage KHP40	32	22	6.25
NC_020840	Tetraselmis viridis virus S20	55	35	14.55
NC_007046	Staphylococcus phage 66	27	1	3.70
NC_025436	Shewanella sp. phage 1/4	235	47	3.83
NC_007066	Staphylococcus virus G1	214	40	5.14
NC_023694	Rhodococcus phage ReqiPoco6	107	34	7.48
NC_008181	Micromonas pusilla reovirus	1	1	100.00
NC_008171	Micromonas pusilla reovirus	1	1	100.00
NC_011048	Bacillus virus phi29	27	25	3.70
NC_022984	Mycobacterium phage Jovo	84	51	13.10
NC_022972	Arthrobacter phage vB_ArS-ArV2	68	99	7.35
NC_002668	Lactococcus phage bIL309	56	10	7.14
NC_020868	Vibrio phage VBP32	115	38	11.30
NC_007047	Staphylococcus phage 187	77	10	2.60
NC_023714	Mycobacterium phage LinStu	227	128	5.73
NC_004746	Lactococcus phage P335 sensu lato	49	26	4.08
NC_001900	Mycobacterium phage D29	79	31	13.92
NC_021782	Salmonella phage FSL SP-076	82	41	14.63
NC_007409	Acidianus two-tailed virus	72	2	2.78
NC_001447	Acholeplasma virus L2	14	1	7.14
NC_016162	Vibrio phage VCY-phi	11	1	9.09
NC_016569	Nocardia phage NBR1	68	17	4.41
NC_018174	Cucurbit chlorotic yellows virus	8	44	12.50
NC_025457	Acinetobacter phage vB_AbaP_Acibel007	53	16	11.32
NC_022328	Mycobacterium phage Adawi	98	9	3.06
NC_001844	Equid alphaherpesvirus 4	79	31	2.53
NC_023719	Bacillus virus G	675	1505	8.44
NC_022977	Mycobacterium phage Artemis2UCLA	102	66	13.73
NC_009424	Woolly monkey sarcoma virus	6	1	16.67
NC_004584	Streptococcus phage 315.1	56	113	7.14
NC_024209	Mycobacterium phage Hawkeye	104	42	5.77
NC_021327	Halovirus HCTV-5	166	99	7.83
NC_022325	Mycobacterium phage Dylan	121	16	3.31
NC_005083	Vibrio phage KVP40	381	244	13.65
NC_028935	Escherichia phage SUSP2	131	35	9.92
NC_019924	Clostridium phage phi8074-B1	82	50	4.88
NC_011270	Mycobacterium phage Spud	222	122	6.31
NC_000866	Enterobacteria phage T4	278	79	10.07
NC_000924	Enterobacteria phage 933W	80	35	11.25
NC_019932	Erwinia phage ENT90	60	19	16.67
NC_019524	Enterobacter phage Enc34	80	24	10.00
NC_004333	Burkholderia virus Bcep781	66	50	22.73
NC_021773	Staphylococcus phage JS01	66	24	9.09
NC_013650	Mycobacterium phage ET08	218	123	6.42
NC_005832	Ambystoma tigrinum virus	95	93	8.42
NC_026014	Enterobacteria phage P88	53	56	24.53
NC_005261	Bovine alphaherpesvirus 5	70	24	4.29
NC_001416	Escherichia virus Lambda	73	36	13.70
NC_021901	Invertebrate iridovirus 22	167	187	8.38
NC_006548	Pseudomonas phage B3	59	12	16.95
NC_005856	Escherichia virus P1	110	240	11.82
NC_023575	Pseudomonas phage vB_PaeP_Tr60_Ab31	69	200	28.99
NC_013288	Ostreococcus tauri virus 1	230	653	32.61
NC_020845	Prochlorococcus phage MED4-213	216	628	31.48
NC_023608	Salmonella phage vB_SenS-Ent2	56	30	14.29
NC_010325	Pseudomonas phage LUZ24	68	140	19.12
NC_001875	Orgyia pseudotsugata multiple nucleopolyhedrovirus	152	17	2.63
NC_008198	Mycobacterium phage PBI1	81	36	6.17
NC_001421	Salmonella virus PRD1	31	4	3.23
NC_011132	Sputnik virophage	21	1	4.76
NC_016765	Pseudomonas phage PMG1	96	201	23.96
NC_001958	Turkey adenovirus 3	24	1	4.17
NC_022337	Propionibacterium phage PHL071N05	45	1	2.22
NC_018857	Bacillus phage BPS13	268	20	2.61
NC_002641	Meleagrid alphaherpesvirus 1	79	12	3.80
NC_024785	Acinetobacter phage YMC-13-01-C62	84	179	22.62
NC_011055	Mycobacterium phage Porky	147	144	8.84
NC_021800	Cellulophaga phage phi46:1	54	27	14.81
NC_022062	Mycobacterium phage Trouble	94	27	9.57
NC_006938	Phage phiJL001	90	75	20.00
NC_010191	Ostreococcus tauri virus OtV5	247	649	31.98
NC_002796	Lactococcus phage BK5-T	63	6	4.76
NC_022088	Bacillus phage Troll	289	122	4.84
NC_021347	Rhodococcus phage E3	220	111	4.55
NC_004586	Streptococcus phage 315.3	52	3	3.85
NC_024215	Lactococcus phage P078	78	1	1.28
NC_012662	Vibrio phage VP93	44	10	15.91
NC_021856	Bacillus phage phiNIT1	219	143	7.76
