Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_015289	Synechococcus phage S-SSM5	225	564	36.00
NC_008035	Antheraea pernyi nucleopolyhedrovirus	147	15	2.04
NC_019487	Bacillus phage SP-10	236	145	6.36
NC_016570	Escherichia phage Cba120	204	42	8.82
NC_019540	Salinivibrio phage CW02	70	31	18.57
NC_018086	Enterococcus phage BC611	87	30	8.05
NC_023573	Staphylococcus phage phiSA12	207	64	6.76
NC_001348	Human alphaherpesvirus 3	73	37	4.11
NC_022756	Lactobacillus phage J-1	63	21	11.11
NC_023709	Mycobacterium phage Wile	85	132	16.47
NC_003085	Myxococcus phage Mx8	86	87	16.28
NC_025427	Rhizobium phage vB_RleM_PPF1	94	14	6.38
NC_016770	Bacteroides phage B124-14	68	86	13.24
NC_004820	Bacillus phage phBC6A51	75	10	5.33
NC_015263	Lactococcus phage 949	154	119	5.84
NC_011810	Pseudomonas phage PB1	93	217	98.92
NC_017980	Clostridium phage phiCP7R	26	22	7.69
NC_004821	Bacillus phage phBC6A52	49	11	6.12
NC_002519	Roseobacter phage SIO1	32	142	37.50
NC_001720	Fowl aviadenovirus A	39	2	2.56
NC_023697	Mycobacterium phage Babsiella	78	79	10.26
NC_004588	Streptococcus phage 315.5	55	3	3.64
NC_021854	Lactococcus phage jm3	52	9	1.92
NC_023711	Mycobacterium phage Oline	101	16	6.93
NC_011702	Grapevine leafroll-associated virus 10	7	2	14.29
NC_007448	Grapevine leafroll-associated virus 2	9	39	11.11
NC_009334	Human herpesvirus 4 type 2	80	18	2.50
NC_023581	Acinetobacter phage Presley	95	45	8.42
NC_020474	Elephantid betaherpesvirus 1	113	8	0.88
NC_023702	Mycobacterium phage Kugel	95	44	7.37
NC_019704	Enterobacteria phage mEp237	63	8	9.52
NC_001650	Equid gammaherpesvirus 2	78	45	5.13
NC_019782	Lactobacillus phage phiAQ113	56	16	7.14
NC_015230	Maverick-related virus strain Spezl	20	3	10.00
NC_001954	Enterobacteria phage If1	10	6	20.00
NC_005822	Lactococcus phage phiLC3	51	3	3.92
NC_025464	Synechococcus phage S-CBP4	46	103	28.26
NC_019722	Vibrio phage vB_VpaM_MAR	62	34	19.35
NC_020835	Prochlorococcus phage P-SSP10	49	29	20.41
NC_002167	Escherichia virus HK97	61	66	21.31
NC_007767	Hyphantria cunea nucleopolyhedrovirus	148	12	2.03
NC_014766	Ostreococcus lucimarinus virus 1	250	562	26.00
NC_022966	Pseudomonas phage PAK_P5	164	55	7.93
NC_021858	Pandoravirus dulcis	1487	699	2.89
NC_009234	Burkholderia virus phiE202	48	15	12.50
NC_002512	Rat cytomegalovirus Maastricht	167	2	1.20
NC_002014	Enterobacteria phage Ike	10	6	10.00
NC_002486	Staphylococcus prophage phiPV83	65	32	9.23
NC_021299	Mycobacterium phage PegLeg	138	38	7.25
NC_015568	Clostridium phage phiCD38-2	55	9	7.27
NC_008720	Escherichia phage N4	72	19	15.28
NC_024383	Listeria phage LP-083-2	189	53	5.29
NC_009760	Bacillus phage 0305phi8-36	246	342	6.91
NC_008293	Clanis bilineata nucleopolyhedrovirus	129	3	2.33
NC_007055	Staphylococcus phage 37	70	15	8.57
NC_021300	Pseudoalteromonas phage RIO-1	56	57	28.57
NC_019444	Synechococcus phage ACG-2014c	225	455	32.44
NC_025443	Salmonella phage 9NA	84	52	11.90
NC_009821	Enterobacteria phage Phi1	276	56	7.97
NC_011038	Yersinia phage Yepe2	46	62	23.91
NC_016763	Salmonella phage SE2	61	36	16.39
NC_003157	Temperate phage phiNIH1.1	56	72	10.71
NC_021248	Choristoneura biennis entomopoxvirus	334	24	2.69
NC_019520	Escherichia phage phiKT	31	11	16.13
NC_021297	Mycobacterium phage PattyP	92	63	11.96
NC_023742	Mycobacterium phage Akoma	104	40	7.69
NC_004066	Lactococcus phage ul36	61	11	6.56
NC_024378	Leuconostoc phage phiLNTR3	41	2	4.88
NC_010155	Acidianus filamentous virus 3	68	7	4.41
NC_011611	Pseudomonas phage MP38	51	11	9.80
NC_006552	Pseudomonas phage F116	70	77	28.57
NC_012741	Enterobacteria phage JS10	265	50	9.81
NC_024214	Lactococcus phage P162	82	1	1.22
NC_014321	Hyperthermophilic Archaeal Virus 2	15	1	6.67
NC_022917	Ralstonia phage RSB3	50	11	6.00
NC_005340	Salmonella virus PsP3	42	5	9.52
NC_015292	Erwinia phage phiEa104	118	56	9.32
NC_021855	Lactococcus phage phi7	57	12	3.51
NC_011057	Mycobacterium phage Phaedrus	98	33	7.14
NC_004348	Salmonella phage ST64T	65	70	15.38
NC_009231	Clostridium virus phiC2	82	32	6.10
NC_023691	Mycobacterium phage Patience	109	38	2.75
NC_023739	Mycobacterium phage BillKnuckles	86	31	10.47
NC_014660	Acinetobacter phage Ac42	255	88	10.59
NC_014901	Mycobacterium phage Wee	108	51	8.33
NC_009898	Paramecium bursaria Chlorella virus NY2A	886	608	6.09
NC_018274	Pseudomonas phage MP42	53	15	16.98
NC_012740	Escherichia phage JSE	277	54	8.30
NC_005284	Burkholderia virus phi1026b	83	103	24.10
NC_007065	Staphylococcus phage X2	77	40	7.79
NC_004667	Grapevine leafroll-associated virus 3	12	39	8.33
NC_019910	Salmonella phage SKML-39	208	53	10.58
NC_008464	Stx2-converting phage 86	81	73	12.35
NC_005356	Staphylococcus phage 77	69	13	4.35
NC_002667	Lactococcus phage bIL286	61	7	3.28
NC_004927	Halovirus HF1	102	31	3.92
NC_007022	Aeromonas virus 31	247	175	9.72
NC_009804	Thermus phage P7426	116	151	6.03
NC_021471	Halovirus HSTV-1	53	5	1.89
NC_021785	Listeria phage LP-110	113	26	4.42
NC_009992	Plum bark necrosis stem pitting-associated virus	7	10	14.29
NC_022746	Pseudomonas phage MPK6	50	7	8.00
NC_005886	Burkholderia phage BcepB1A	73	15	13.70
NC_005884	Pseudomonas phage PaP2	58	4	3.45
NC_024139	Escherichia phage vB_EcoS_FFH1	156	119	19.23
NC_020079	Escherichia phage phAPEC8	269	255	5.95
NC_019718	Enterobacteria phage vB_EcoS_Rogue1	74	31	9.46
NC_020863	Vibrio phage PWH3a-P1	209	91	7.66
NC_014460	Staphylococcus phage Sap26	63	1	1.59
NC_023007	Bacillus phage vB_BanS-Tsamsa	272	182	8.09
NC_004687	Mycobacterium phage Bxz1	225	111	6.22
NC_004466	Pseudomonas phage PaP3	72	213	15.28
NC_018281	Staphylococcus phage Ipla5	66	59	10.61
NC_007061	Staphylococcus phage 29	67	18	2.99
NC_019446	Brucella phage Tb	58	87	22.41
NC_011056	Mycobacterium phage Kostya	143	121	7.69
NC_022749	Shigella phage SfIV	54	127	33.33
NC_012784	Staphylococcus phage phiPVL-CN125	65	20	7.69
NC_019452	Escherichia phage PhaxI	209	34	8.61
NC_015262	Clostridium phage phiCD6356	59	3	1.69
NC_008030	Nile crocodilepox virus	173	3	0.58
NC_001836	Little cherry virus 1	8	18	12.50
NC_005887	Burkholderia virus BcepC6B	46	133	45.65
NC_012910	Lettuce chlorosis virus	10	41	10.00
NC_022057	Mycobacterium phage Catdawg	128	49	5.47
NC_021530	Synechococcus phage S-CAM8	204	450	33.33
NC_016562	Campylobacter virus CPX	149	35	10.07
NC_021307	Mycobacterium phage Severus	80	144	16.25
NC_019911	Yersinia phage phi80-18	55	10	9.09
NC_026611	Edwardsiella phage GF-2	82	45	9.76
NC_013197	Thermus thermophilus bacteriophage P23-77	37	9	8.11
NC_022068	Mycobacterium phage Daenerys	102	90	6.86
NC_020852	Ostreococcus lucimarinus virus OlV5	251	605	25.90
NC_010147	Staphylococcus phage phiMR11	67	26	7.46
NC_018275	Salmonella phage vB_SemP_Emek	70	66	12.86
NC_009817	Lactococcus virus KSY1	130	3	1.54
NC_011044	Mycobacterium phage Nigel	94	23	8.51
NC_011019	Mycobacterium phage KBG	89	63	8.99
NC_009543	Xanthomonas phage Xop411	58	63	27.59
NC_019529	Vibrio phage pVp-1	157	83	14.01
NC_024124	Escherichia phage vB_EcoM_JS09	273	96	8.42
NC_022750	Enterobacteria phage fiAA91-ss	40	15	12.50
NC_008200	Mycobacterium phage PLot	89	38	5.62
NC_024455	Yerba mate alphaendornavirus	1	1	100.00
NC_001806	Human alphaherpesvirus 1	77	21	3.90
NC_005345	Streptomyces phage VWB	61	9	8.20
NC_001623	Autographa californica nucleopolyhedrovirus	156	12	1.92
NC_007805	Pseudomonas phage F10	63	137	25.40
NC_019928	Helicobacter phage KHP30	30	13	6.67
NC_023716	Mycobacterium virus Alma	96	124	10.42
NC_022772	Salmonella phage Marshall	205	45	10.24
NC_015249	Enterobacteria phage 285P	47	65	19.15
NC_020842	Cellulophaga phage phiST	104	127	11.54
NC_019454	Pantoea phage LIMElight	55	1	1.82
NC_004902	Xanthomonas phage Xp10	60	72	26.67
NC_019445	Escherichia phage TL-2011b	57	86	28.07
NC_018846	Escherichia phage P13374	79	33	17.72
NC_028894	Escherichia phage vB_EcoM_VR20	286	59	5.24
NC_025430	Escherichia phage vB_EcoM-ep3	51	98	29.41
NC_019408	Caulobacter virus Rogue	350	170	9.71
NC_008366	Strawberry chlorotic fleck-associated virus	10	14	10.00
NC_021532	Alteromonas phage vB_AmaP_AD45-P1	120	59	10.00
NC_010153	Acidianus filamentous virus 7	57	5	5.26
NC_011318	Clostridium phage phiCP39-O	62	20	11.29
NC_021324	Mycobacterium phage CASbig	97	61	8.25
NC_015252	Brochothrix phage NF5	58	38	10.34
NC_010116	Pseudomonas phage YuA	77	133	22.08
NC_025465	Enterococcus phage EfaCPT1	69	13	7.25
NC_001335	Mycobacterium phage L5	90	42	10.00
NC_001502	Moloney murine sarcoma virus	4	27	25.00
NC_007060	Staphylococcus phage 55	77	3	1.30
NC_004680	Mycobacterium phage Che8	112	23	3.57
NC_021799	Cellulophaga phage phi19:1	114	43	9.65
NC_022329	Mycobacterium phage PhrostyMug	97	57	7.22
NC_019929	Erwinia phage phiEaH2	262	48	1.91
NC_011588	Oryctes rhinoceros nudivirus	139	2	1.44
NC_024213	Bacillus phage Hakuna	294	14	2.04
NC_019420	Edwardsiella phage KF-1	48	37	6.25
NC_016657	Cyanophage 9515-10a	55	74	21.82
NC_009762	Staphylococcus phage tp310-2	67	65	17.91
NC_025451	Yersinia phage vB_YenP_AP5	45	53	20.00
NC_023603	Mycobacterium phage 39HC	100	24	6.00
NC_007054	Staphylococcus phage 47	65	65	20.00
NC_023578	Mycobacterium phage Oaker	92	27	3.26
NC_023564	Mycobacterium phage EagleEye	95	112	9.47
NC_021868	Streptococcus phage SPQS1	104	25	3.85
NC_022980	Brevibacillus phage Davies	94	8	4.26
NC_020083	Serratia phage phiMAM1	198	47	8.59
NC_012697	Silicibacter phage DSS3phi2	81	52	12.35
NC_011290	Mycobacterium phage Gumball	88	37	5.68
NC_022061	Mycobacterium phage KayaCho	95	26	8.42
NC_000867	Pseudoalteromonas phage PM2	22	1	4.55
NC_022974	Pseudomonas phage CHA_P1	166	51	7.23
NC_008724	Acanthocystis turfacea Chlorella virus 1	860	676	6.40
NC_023562	Mycobacterium phage BellusTerra	89	159	15.73
NC_024147	Mycobacterium phage ZoeJ	92	28	13.04
NC_004665	Pseudomonad phage gh-1	42	36	26.19
NC_022769	Bacillus phage BigBertha	291	97	2.75
NC_019404	Escherichia phage vB_Eco_ACG-M12	78	39	11.54
NC_001956	Vibrio phage fs2	9	7	22.22
NC_018839	Propionibacterium phage P14.4	47	4	6.38
NC_005355	Lactobacillus prophage Lj965	46	1	2.17
NC_004617	Staphylococcus phage 13	49	17	6.12
NC_023692	Mycobacterium phage BigNuz	82	42	7.32
NC_025257	Erinnyis ello granulovirus	130	5	1.54
NC_007653	Papiine alphaherpesvirus 2	75	33	2.67
NC_028672	Cronobacter phage PBES 02	270	98	7.78
NC_010179	Lactobacillus prophage Lj771	56	37	3.57
NC_005260	Aeromonas virus Aeh1	352	122	8.24
NC_009551	Phormidium phage Pf-WMP3	41	44	7.32
NC_022985	Mycobacterium phage Zaka	101	95	14.85
NC_021864	Puniceispirillum phage HMO-2011	74	586	58.11
NC_024446	Penguinpox virus	242	50	4.13
NC_010463	Salmonella phage Fels-2	47	23	19.15
NC_017674	Pseudomonas phage JG024	93	223	93.55
NC_023442	Buzura suppressaria nucleopolyhedrovirus	127	4	1.57
NC_006356	Flavobacterium phage 11b	65	75	18.46
NC_009604	Burkholderia virus BcepNY3	70	27	11.43
NC_024788	Bacillus phage Riley	290	108	3.45
NC_019705	Enterobacteria phage mEpX2	67	80	23.88
NC_022056	Mycobacterium phage Hamulus	105	62	7.62
NC_015210	Tsukamurella phage TPA2	78	15	6.41
NC_024792	Bacillus phage Bobb	247	148	6.88
NC_005342	Burkholderia virus Bcep43	65	37	15.38
NC_019407	Caulobacter virus Magneto	347	135	6.63
NC_013697	Deftia phage phiW-14	236	196	6.78
NC_016566	Shigella phage EP23	57	38	15.79
NC_011103	Rhizobium phage 16-3	110	134	17.27
NC_007291	Escherichia phage Jk06	82	26	7.32
NC_007501	Lactobacillus phage Lc-Nu	51	53	13.73
NC_020856	Sulfitobacter phage pCB2047-C	73	214	20.55
NC_018271	Nonlabens phage P12024S	59	101	35.59
NC_021328	Halovirus HGTV-1	281	145	4.63
NC_023856	Salmonella phage vB_SalM_SJ2	197	42	10.15
NC_023743	Escherichia phage EB49	74	54	14.86
NC_007058	Staphylococcus phage ROSA	74	10	5.41
NC_016436	Grapevine leafroll-associated virus 7	10	22	10.00
NC_009819	Streptococcus phage P9	53	78	13.21
NC_009763	Staphylococcus phage tp310-3	58	19	8.62
NC_022052	Mycobacterium phage Whirlwind	128	33	6.25
NC_021333	Phaeocystis globosa virus virophage	16	12	25.00
NC_025442	Salmonella phage Chi	75	33	12.00
NC_022970	Pseudomonas phage PAK_P3	165	53	7.27
NC_015284	Prochlorococcus phage P-HM2	242	532	26.03
NC_001659	African swine fever virus	152	6	1.97
NC_015326	Lausannevirus	444	170	3.83
NC_019726	Staphylococcus phage JD007	217	61	5.53
NC_021860	Lactococcus phage jm2	59	12	3.39
NC_019406	Caulobacter phage CcrColossus	448	323	8.93
NC_019933	Xanthomonas phage CP1	47	45	27.66
NC_006953	Listonella phage phiHSIC	47	45	14.89
NC_005135	Aeromonas virus 44RR2	252	175	9.52
NC_002649	Bacillus virus GA1	35	2	5.71
NC_022753	Mycobacterium phage Fredward	103	56	11.65
NC_017826	Equid alphaherpesvirus 8	81	28	2.47
NC_021320	Halovirus HRTV-5	118	25	4.24
NC_019542	Pectobacterium phage PP1	48	20	14.58
NC_023613	Invertebrate iridovirus 25	177	142	9.04
NC_020859	Synechococcus phage S-RIM2 R1_1999	210	459	31.90
NC_019530	Salmonella phage Sh19	166	46	12.05
NC_019403	Enterobacteria phage vB_EcoP_ACG-C91	56	24	12.50
NC_021865	Paenibacillus phage phiIBB_Pl23	68	26	8.82
NC_004313	Salmonella phage ST64B	56	104	26.79
NC_024123	Pseudomonas phage KPP25	88	113	11.36
NC_016659	Cyanophage NATL2A-133	62	41	14.52
NC_021556	Mycobacterium phage Leo	59	32	5.08
NC_017973	Mycobacterium phage SWU1	94	31	9.57
NC_024786	Escherichia phage vB_EcoP_PhAPEC5	83	12	12.05
NC_006998	Vaccinia virus	223	80	3.59
NC_014036	Klebsiella phage KP15	258	99	10.08
NC_009899	Paramecium bursaria Chlorella virus AR158	814	811	6.76
NC_021529	Vibrio phage nt-1	405	214	10.62
NC_021852	Lactococcus phage P680	49	15	4.08
NC_006557	Bacillus phage BCJA1c	58	34	10.34
NC_009237	Burkholderia virus phiE255	55	37	16.36
NC_001901	Escherichia virus N15	60	18	15.00
NC_006273	Human betaherpesvirus 5	169	2	0.59
NC_019935	Pseudomonas phage KPP12	88	222	96.59
NC_010356	Glossina pallidipes salivary gland hypertrophy virus	160	35	1.25
NC_012418	Pseudomonas phage phikF77	53	7	7.55
NC_022091	Pseudomonas phage MPK7	53	7	7.55
NC_017978	Clostridium phage PhiS63	43	20	9.30
NC_014567	Saimiriine alphaherpesvirus 1	70	25	1.43
NC_031001	Gordonia phage Terapin	97	53	3.09
NC_016653	Rhodococcus phage RER2	66	90	15.15
NC_017983	Salisaeta icosahedral phage 1	57	45	10.53
NC_020862	Sulfitobacter phage phiCB2047-B	75	54	13.33
NC_021538	Mycobacterium phage Job42	106	30	6.60
NC_028925	Escherichia phage vB_EcoM_VR25	293	49	4.78
NC_002661	Staphylococcus phage Slt	61	19	9.84
NC_007024	Xanthomonas phage Xp15	84	71	10.71
NC_010391	Salmonella phage Fels-1	52	66	21.15
NC_024380	Leuconostoc phage phiLN6B	39	3	2.56
NC_001350	Saimiriine gammaherpesvirus 2	76	29	6.58
NC_010807	Salmonella phage phiSG-JL2	55	76	18.18
NC_019489	Lactobacillus phage Sha1	58	1	1.72
NC_021246	Mythimna separata entomopoxvirus 'L'	306	9	1.31
NC_026922	Lambdina fiscellaria nucleopolyhedrovirus	137	39	3.65
NC_019923	Pseudomonas phage AF	65	125	27.69
NC_011267	Mycobacterium phage Solon	86	50	6.98
NC_023727	Mycobacterium phage Vista	101	19	6.93
NC_023700	Pseudomonas phage PA1phi	51	10	9.80
NC_018853	Streptomyce phage TG1	54	61	16.67
NC_014649	Acanthamoeba polyphaga mimivirus	979	1249	8.68
NC_004778	Choristoneura fumiferana multiple nucleopolyhedrovirus	146	14	2.05
NC_024140	Pseudomonas phage vB_PaeP_C2-10_Ab09	83	21	7.23
NC_024356	Enterococcus phage IME-EFm1	70	17	8.57
NC_010576	Lactococcus phage 1706	76	2	2.63
NC_008515	Enterobacteria phage RB32	270	74	9.26
NC_009333	Human gammaherpesvirus 8	86	36	3.49
NC_023735	Rhodococcus phage ReqiPepy6	107	22	0.93
NC_022335	Propionibacterium phage PHL067M10	45	3	4.44
NC_008211	Ranid herpesvirus 1	132	5	0.76
NC_015584	Mycobacterium phage Faith1	129	25	7.75
NC_007902	Sodalis phage phiSG1	47	90	21.28
NC_016563	Bacillus phage W.Ph.	274	20	2.92
NC_024137	Bacillus phage Bcp1	229	140	6.11
NC_022981	Mycobacterium phage HufflyPuff	146	143	9.59
NC_022070	Mycobacterium phage Wheeler	96	65	8.33
NC_024369	Vibrio phage X29	67	92	19.40
NC_003216	Listeria phage A118	72	9	5.56
NC_024360	Listeria phage LMSP-25	187	52	4.28
NC_022764	Bacillus phage Page	50	58	14.00
NC_022776	Streptococcus phage TP-778L	52	20	5.77
NC_023572	Mycobacterium phage MichelleMyBell	70	70	10.00
NC_019711	Enterobacteria phage HK629	69	42	17.39
NC_020864	Micromonas pusilla virus 12T	253	606	23.32
NC_025439	Idiomarinaceae phage 1N2-2	56	140	26.79
NC_002669	Lactococcus phage bIL310	29	1	3.45
NC_018840	Propionibacterium phage P100_1	47	2	4.26
NC_007341	Tomato chlorosis virus	9	10	11.11
NC_007050	Staphylococcus phage 85	71	38	11.27
NC_023555	Edwardsiella phage eiAU-183	54	58	20.37
NC_003444	Enterobacteria phage SfV	53	82	32.08
NC_002072	Streptococcus phage DT1	45	7	6.67
NC_016073	Salmonella phage SFP10	201	43	9.45
NC_028987	Acinetobacter phage vB_AbaM_IME200	52	12	5.77
NC_020104	Acanthamoeba polyphaga moumouvirus	894	1187	8.72
NC_015281	Synechococcus phage S-ShM2	230	371	28.26
NC_003225	White spot syndrome virus	177	22	1.69
NC_015296	Salmonella phage ViI	208	40	9.13
NC_023576	Citrobacter phage CR44b	57	64	29.82
NC_006966	Deerpox virus W-848-83	169	18	2.96
NC_019401	Cronobacter phage vB_CsaM_GAP32	545	541	11.38
NC_011183	Feldmannia species virus	150	125	5.33
NC_004831	Enterobacteria phage SP6	52	15	15.38
NC_021306	Mycobacterium phage Dumbo	147	148	8.84
NC_001403	Fujinami sarcoma virus	1	1	100.00
NC_029311	Leporid alphaherpesvirus 4	79	26	2.53
NC_022341	Propionibacterium phage PHL113M01	44	4	6.82
NC_002628	Methanothermobacter phage psiM100	37	43	5.41
NC_004615	Staphylococcus phage 11	53	30	3.77
NC_016416	Grapevine leafroll-associated virus 4	6	2	16.67
NC_019917	Burkholderia virus Bcepmigl	75	64	25.33
NC_022517	Baboon endogenous virus strain M7	3	1	33.33
NC_022768	Salmonella phage Maynard	200	44	10.00
NC_022340	Propionibacterium phage PHL114L00	46	3	6.52
NC_023551	Enterococcus phage IME-EF4	60	15	11.67
NC_020849	Pseudoalteromonas phage pYD6-A	99	36	12.12
NC_006146	Macacine gammaherpesvirus 4	80	17	2.50
NC_002747	Lactococcus phage TP901-1	56	22	8.93
NC_022336	Propionibacterium phage PHL010M04	45	3	6.67
NC_023595	Enterococcus phage IME_EF3	69	18	10.14
NC_007923	Finch polyomavirus	6	2	33.33
NC_020480	Bacillus virus Finn	77	121	7.79
NC_004062	Phthorimaea operculella granulovirus	130	1	0.77
NC_002513	Bovine adenovirus 2	11	1	9.09
NC_017971	Pseudomonas phage tf	72	226	16.67
NC_005336	Orf virus	130	1	0.77
NC_014792	Escherichia phage vB_EcoM_VR7	293	63	5.46
NC_008367	Phormidium phage Pf-WMP4	45	4	4.44
NC_022085	Mycobacterium phage Goku	143	150	9.79
NC_001706	Lactococcus virus c2	39	3	5.13
NC_020879	Aeromonas phage Aes012	243	79	9.47
NC_018273	Leuconostoc phage Lmd1	40	3	2.50
NC_008361	Spodoptera frugiperda ascovirus 1a	123	1	0.81
NC_011614	Staphylococcus phage Ipla88	60	35	8.33
NC_015157	Vibrio phage ICP1	230	26	6.09
NC_011344	Staphylococcus phage phi2958PVL	60	62	20.00
NC_022646	Clostera anastomosis granulovirus Henan	122	1	0.82
NC_016651	Rhodococcus phage RRH1	20	10	20.00
NC_002666	Lactococcus phage bIL285	62	26	8.06
NC_011289	Mycobacterium phage Ramsey	108	91	6.48
NC_011045	Enterobacteria phage 13a	55	79	25.45
NC_002169	Spodoptera exigua multiple nucleopolyhedrovirus	139	7	1.44
NC_021791	Cellulophaga phage phi12:1	64	32	14.06
NC_016166	Gordonia phage GTE7	103	2	1.94
NC_019931	Helicobacter phage KHP40	32	14	6.25
NC_020840	Tetraselmis viridis virus S20	55	40	20.00
NC_025436	Shewanella sp. phage 1/4	235	44	2.55
NC_007066	Staphylococcus virus G1	214	44	7.01
NC_023694	Rhodococcus phage ReqiPoco6	107	27	4.67
NC_011048	Bacillus virus phi29	27	29	7.41
NC_022984	Mycobacterium phage Jovo	84	83	13.10
NC_022972	Arthrobacter phage vB_ArS-ArV2	68	100	8.82
NC_002668	Lactococcus phage bIL309	56	6	5.36
NC_020868	Vibrio phage VBP32	115	43	9.57
NC_007047	Staphylococcus phage 187	77	5	2.60
NC_023714	Mycobacterium phage LinStu	227	119	5.73
NC_004746	Lactococcus phage P335 sensu lato	49	21	4.08
NC_001900	Mycobacterium phage D29	79	61	12.66
NC_021782	Salmonella phage FSL SP-076	82	36	9.76
NC_007409	Acidianus two-tailed virus	72	8	1.39
NC_001447	Acholeplasma virus L2	14	1	7.14
NC_016569	Nocardia phage NBR1	68	22	5.88
NC_018174	Cucurbit chlorotic yellows virus	8	39	12.50
NC_025457	Acinetobacter phage vB_AbaP_Acibel007	53	10	5.66
NC_022328	Mycobacterium phage Adawi	98	22	7.14
NC_001844	Equid alphaherpesvirus 4	79	28	2.53
NC_023719	Bacillus virus G	675	1681	7.56
NC_022977	Mycobacterium phage Artemis2UCLA	102	100	15.69
NC_004584	Streptococcus phage 315.1	56	101	3.57
NC_024209	Mycobacterium phage Hawkeye	104	36	5.77
NC_021327	Halovirus HCTV-5	166	74	6.63
NC_022325	Mycobacterium phage Dylan	121	48	5.79
NC_005083	Vibrio phage KVP40	381	190	11.29
NC_028935	Escherichia phage SUSP2	131	25	6.87
NC_019924	Clostridium phage phi8074-B1	82	39	6.10
NC_011270	Mycobacterium phage Spud	222	124	6.31
NC_000866	Enterobacteria phage T4	278	70	10.79
NC_000924	Enterobacteria phage 933W	80	64	12.50
NC_019932	Erwinia phage ENT90	60	12	6.67
NC_019524	Enterobacter phage Enc34	80	25	11.25
NC_004333	Burkholderia virus Bcep781	66	36	15.15
NC_021773	Staphylococcus phage JS01	66	25	6.06
NC_013650	Mycobacterium phage ET08	218	120	5.96
NC_005832	Ambystoma tigrinum virus	95	76	7.37
NC_026014	Enterobacteria phage P88	53	63	13.21
NC_005261	Bovine alphaherpesvirus 5	70	22	2.86
NC_001416	Escherichia virus Lambda	73	44	10.96
NC_015398	Clostera anachoreta granulovirus	123	1	0.81
NC_021901	Invertebrate iridovirus 22	167	133	6.59
NC_006548	Pseudomonas phage B3	59	10	13.56
NC_005856	Escherichia virus P1	110	251	10.00
NC_023575	Pseudomonas phage vB_PaeP_Tr60_Ab31	69	248	27.54
NC_013288	Ostreococcus tauri virus 1	230	569	27.83
NC_020845	Prochlorococcus phage MED4-213	216	537	27.78
NC_023608	Salmonella phage vB_SenS-Ent2	56	30	12.50
NC_010325	Pseudomonas phage LUZ24	68	201	20.59
NC_001875	Orgyia pseudotsugata multiple nucleopolyhedrovirus	152	14	1.97
NC_008198	Mycobacterium phage PBI1	81	39	6.17
NC_001421	Salmonella virus PRD1	31	12	3.23
NC_016765	Pseudomonas phage PMG1	96	188	26.04
NC_022337	Propionibacterium phage PHL071N05	45	3	6.67
NC_018857	Bacillus phage BPS13	268	24	2.61
NC_002641	Meleagrid alphaherpesvirus 1	79	14	2.53
NC_024785	Acinetobacter phage YMC-13-01-C62	84	156	8.33
NC_011055	Mycobacterium phage Porky	147	153	9.52
NC_021800	Cellulophaga phage phi46:1	54	12	7.41
NC_022062	Mycobacterium phage Trouble	94	31	8.51
NC_006938	Phage phiJL001	90	108	17.78
NC_010191	Ostreococcus tauri virus OtV5	247	559	27.13
NC_002796	Lactococcus phage BK5-T	63	5	3.17
NC_022088	Bacillus phage Troll	289	97	3.11
NC_021347	Rhodococcus phage E3	220	109	4.55
NC_004586	Streptococcus phage 315.3	52	4	3.85
NC_024215	Lactococcus phage P078	78	2	2.56
NC_012662	Vibrio phage VP93	44	7	9.09
NC_021856	Bacillus phage phiNIT1	219	162	8.22
NC_015466	Roseobacter phage RDJL Phi 1	87	106	24.14
NC_024447	Pigeonpox virus	224	50	4.46
NC_021336	Bacillus phage MG-B1	42	3	7.14
NC_026017	Salmonella phage LSPA1	58	32	13.79
NC_019485	Enterobacter phage EcP1	77	25	7.79
NC_013691	Pseudomonas phage LUZ7	115	20	5.22
NC_005896	Strawberry pallidosis-associated virus	8	4	12.50
NC_019713	Vibrio phage vB_VpaS_MAR10	107	24	7.48
NC_010154	Acidianus filamentous virus 8	61	5	4.92
NC_016435	Gordonia phage GRU1	94	31	7.45
NC_018088	Colwellia phage 9A	149	19	6.04
NC_015455	Raptor adenovirus 1	23	1	4.35
NC_015464	Campylobacter virus NCTC12673	166	33	9.04
NC_021787	Listeria phage LP-037	114	26	4.39
NC_001824	Lymphocystis disease virus 1	110	58	6.36
NC_004303	Streptococcus phage O1205	57	4	5.26
NC_003214	Sulfolobus islandicus filamentous virus	73	2	2.74
NC_018083	Clostridium phage phiCPV4	28	22	7.14
NC_015454	Propionibacterium phage PAD20	45	3	4.44
NC_020483	Pelagibacter phage HTVC019P	59	188	49.15
NC_026927	Synechococcus phage ACG-2014f	292	603	26.37
NC_007808	Pseudomonas phage PA11	70	121	32.86
NC_015453	Propionibacterium phage PAS50	46	4	6.52
NC_008364	Lactococcus phage Q54	47	47	4.26
NC_019495	Cyprinid herpesvirus 2	154	36	2.60
NC_023862	Mycobacterium phage Alsfro	98	53	9.18
NC_021798	Cellulophaga phage phi17:2	198	58	7.07
NC_005262	Burkholderia virus Bcep22	77	116	25.97
NC_014969	Fowl aviadenovirus E	46	6	2.17
NC_007637	Escherichia virus K1E	62	25	12.90
NC_022757	Lactobacillus phage PL-1	59	22	11.86
